fold_id,signal_time,entry_time,exit_time,direction,score,entry_price,exit_price,stop_price,target_price,bars_held,exit_reason
rw_001,2024.02.01 08:45:00,2024.02.01 08:50:00,2024.02.01 08:50:00,short,0.098223,17185.5,17179.26,17190.03,17179.26,1,target
rw_001,2024.02.01 15:10:00,2024.02.01 15:15:00,2024.02.01 15:15:00,long,0.172052,17212.5,17205.55,17205.55,17222.06,1,stop
rw_001,2024.02.01 16:50:00,2024.02.01 16:55:00,2024.02.01 16:55:00,short,0.077437,17208.55,17193.44,17219.54,17193.44,1,target
rw_001,2024.02.01 17:45:00,2024.02.01 17:50:00,2024.02.01 17:50:00,long,0.186279,17230.75,17216.15,17216.15,17250.83,1,stop
rw_001,2024.02.01 18:15:00,2024.02.01 18:20:00,2024.02.01 18:20:00,short,0.078593,17176.45,17192.71,17192.71,17154.09,1,stop
rw_001,2024.02.01 18:55:00,2024.02.01 19:00:00,2024.02.01 19:00:00,long,0.064884,17220.3,17245.02,17202.32,17245.02,1,target
rw_001,2024.02.01 19:25:00,2024.02.01 19:30:00,2024.02.01 19:45:00,long,0.206046,17240.25,17266.24,17221.35,17266.24,4,target
rw_001,2024.02.01 20:00:00,2024.02.01 20:05:00,2024.02.01 20:10:00,long,0.236894,17239.6,17266.35,17220.15,17266.35,2,target
rw_001,2024.02.02 06:10:00,2024.02.02 06:15:00,2024.02.02 06:15:00,short,0.15292,17509.65,17513.9,17513.9,17503.81,1,stop
rw_001,2024.02.02 06:40:00,2024.02.02 06:45:00,2024.02.02 06:50:00,long,0.152142,17512.9,17508.72,17508.72,17518.65,2,stop
rw_001,2024.02.02 07:30:00,2024.02.02 07:35:00,2024.02.02 08:00:00,long,0.149383,17515.6,17511.71,17511.71,17520.95,6,stop
rw_001,2024.02.02 08:55:00,2024.02.02 09:00:00,2024.02.02 09:00:00,long,0.159006,17512.35,17508.43,17508.43,17517.74,1,stop
rw_001,2024.02.02 11:50:00,2024.02.02 11:55:00,2024.02.02 11:55:00,long,0.208254,17513.25,17506.56,17506.56,17522.46,1,stop
rw_001,2024.02.02 12:55:00,2024.02.02 13:00:00,2024.02.02 13:00:00,long,0.212532,17512.05,17505.01,17505.01,17521.73,1,stop
rw_001,2024.02.02 13:45:00,2024.02.02 13:50:00,2024.02.02 14:05:00,long,0.19063,17517.15,17510.16,17510.16,17526.76,4,stop
rw_001,2024.02.02 17:30:00,2024.02.02 17:35:00,2024.02.02 17:35:00,long,0.210662,17488.95,17512.89,17471.54,17512.89,1,target
rw_001,2024.02.05 07:25:00,2024.02.05 07:30:00,2024.02.05 07:30:00,short,0.054112,17594.2,17588.97,17598.01,17588.97,1,target
rw_001,2024.02.05 08:30:00,2024.02.05 08:35:00,2024.02.05 08:35:00,long,0.141427,17603.65,17600.13,17600.13,17608.49,1,stop
rw_001,2024.02.05 09:00:00,2024.02.05 09:05:00,2024.02.05 09:05:00,short,0.165619,17600.45,17595.69,17603.92,17595.69,1,target
rw_001,2024.02.05 12:05:00,2024.02.05 12:10:00,2024.02.05 12:20:00,short,0.181126,17599.95,17606.41,17606.41,17591.07,3,stop
rw_001,2024.02.05 12:45:00,2024.02.05 12:50:00,2024.02.05 13:40:00,long,0.098916,17620.0,17616.4,17613.25,17629.28,11,max_hold
rw_001,2024.02.05 16:05:00,2024.02.05 16:10:00,2024.02.05 16:10:00,short,0.14444,17604.95,17611.8,17611.8,17595.53,1,stop
rw_001,2024.02.05 18:45:00,2024.02.05 18:50:00,2024.02.05 18:55:00,short,0.231578,17549.05,17564.08,17564.08,17528.38,2,stop
rw_001,2024.02.05 19:15:00,2024.02.05 19:20:00,2024.02.05 19:35:00,long,0.126734,17584.3,17605.98,17568.53,17605.98,4,target
rw_001,2024.02.06 11:50:00,2024.02.06 11:55:00,2024.02.06 11:55:00,long,0.180922,17638.85,17633.14,17633.14,17646.7,1,stop
rw_001,2024.02.06 12:20:00,2024.02.06 12:25:00,2024.02.06 12:25:00,short,0.161161,17634.1,17625.89,17640.07,17625.89,1,target
rw_001,2024.02.06 13:10:00,2024.02.06 13:15:00,2024.02.06 13:30:00,short,0.086126,17637.45,17628.83,17643.72,17628.83,4,target
rw_001,2024.02.06 13:55:00,2024.02.06 14:00:00,2024.02.06 14:00:00,short,-0.068854,17598.5,17605.96,17605.96,17588.24,1,stop
rw_001,2024.02.06 15:30:00,2024.02.06 15:35:00,2024.02.06 15:50:00,long,0.124629,17637.75,17648.16,17630.18,17648.16,4,target
rw_001,2024.02.06 16:40:00,2024.02.06 16:45:00,2024.02.06 16:45:00,long,-0.079878,17632.85,17624.25,17624.25,17644.67,1,stop
rw_001,2024.02.06 17:15:00,2024.02.06 17:20:00,2024.02.06 17:20:00,short,0.054566,17560.15,17544.26,17571.71,17544.26,1,target
rw_001,2024.02.07 11:25:00,2024.02.07 11:30:00,2024.02.07 11:30:00,short,0.229056,17580.7,17585.89,17585.89,17573.56,1,stop
rw_001,2024.02.07 11:55:00,2024.02.07 12:00:00,2024.02.07 12:20:00,long,0.112411,17587.15,17594.66,17581.69,17594.66,5,target
rw_001,2024.02.07 12:25:00,2024.02.07 12:30:00,2024.02.07 12:30:00,long,0.148774,17591.15,17585.48,17585.48,17598.95,1,stop
rw_001,2024.02.07 12:55:00,2024.02.07 13:00:00,2024.02.07 13:05:00,short,0.015923,17572.8,17578.15,17578.15,17565.45,2,stop
rw_001,2024.02.07 13:40:00,2024.02.07 13:45:00,2024.02.07 13:50:00,long,0.012611,17594.0,17588.76,17588.76,17601.21,2,stop
rw_001,2024.02.07 14:10:00,2024.02.07 14:15:00,2024.02.07 14:15:00,long,0.068273,17586.25,17580.67,17580.67,17593.92,1,stop
rw_001,2024.02.07 14:45:00,2024.02.07 14:50:00,2024.02.07 15:00:00,long,-0.282607,17619.15,17627.68,17612.94,17627.68,3,target
rw_001,2024.02.07 17:30:00,2024.02.07 17:35:00,2024.02.07 17:35:00,long,-0.261789,17773.95,17761.13,17761.13,17791.57,1,stop
rw_001,2024.02.08 06:15:00,2024.02.08 06:20:00,2024.02.08 06:40:00,long,0.082898,17755.75,17759.1,17753.31,17759.1,5,target
rw_001,2024.02.08 10:40:00,2024.02.08 10:45:00,2024.02.08 10:45:00,short,0.059625,17745.7,17740.64,17749.38,17740.64,1,target
rw_001,2024.02.08 11:35:00,2024.02.08 11:40:00,2024.02.08 12:05:00,long,0.145633,17754.85,17750.38,17750.38,17760.99,6,stop
rw_001,2024.02.08 12:15:00,2024.02.08 12:20:00,2024.02.08 12:30:00,long,0.133984,17754.35,17749.63,17749.63,17760.83,3,stop
rw_001,2024.02.08 12:55:00,2024.02.08 13:00:00,2024.02.08 13:10:00,short,0.09847,17746.1,17739.42,17750.96,17739.42,3,target
rw_001,2024.02.08 16:20:00,2024.02.08 16:25:00,2024.02.08 16:25:00,short,0.179706,17729.0,17735.54,17735.54,17720.01,1,stop
rw_001,2024.02.08 17:10:00,2024.02.08 17:15:00,2024.02.08 17:15:00,long,0.046794,17747.0,17759.54,17737.88,17759.54,1,target
rw_001,2024.02.08 17:40:00,2024.02.08 17:45:00,2024.02.08 17:45:00,long,0.097889,17763.35,17777.4,17753.13,17777.4,1,target
rw_001,2024.02.09 06:00:00,2024.02.09 06:05:00,2024.02.09 06:55:00,long,0.069524,17783.45,17780.33,17780.33,17787.74,11,stop
rw_001,2024.02.09 06:55:00,2024.02.09 07:00:00,2024.02.09 07:05:00,long,0.081586,17780.2,17783.68,17777.67,17783.68,2,target
rw_001,2024.02.09 08:15:00,2024.02.09 08:20:00,2024.02.09 08:20:00,long,0.052649,17780.25,17778.3,17778.3,17782.93,1,stop
rw_001,2024.02.09 08:55:00,2024.02.09 09:00:00,2024.02.09 09:00:00,short,-0.015938,17778.5,17780.46,17780.46,17775.8,1,stop
rw_001,2024.02.09 11:15:00,2024.02.09 11:20:00,2024.02.09 11:20:00,long,0.047993,17803.75,17809.93,17799.26,17809.93,1,target
rw_001,2024.02.09 11:45:00,2024.02.09 11:50:00,2024.02.09 12:00:00,long,0.085379,17815.8,17822.81,17810.7,17822.81,3,target
rw_001,2024.02.09 16:45:00,2024.02.09 16:50:00,2024.02.09 16:50:00,short,0.007837,17820.6,17829.01,17829.01,17809.04,1,stop
rw_001,2024.02.09 17:20:00,2024.02.09 17:25:00,2024.02.09 17:30:00,long,0.010194,17876.15,17890.63,17865.62,17890.63,2,target
rw_001,2024.02.12 06:40:00,2024.02.12 06:45:00,2024.02.12 06:45:00,long,0.003157,17941.3,17939.33,17939.33,17944.02,1,stop
rw_001,2024.02.12 07:10:00,2024.02.12 07:15:00,2024.02.12 07:20:00,short,0.009684,17936.45,17938.37,17938.37,17933.82,2,stop
rw_001,2024.02.12 08:50:00,2024.02.12 08:55:00,2024.02.12 08:55:00,long,0.001176,17942.1,17940.11,17940.11,17944.84,1,stop
rw_001,2024.02.12 09:30:00,2024.02.12 09:35:00,2024.02.12 09:35:00,long,-0.10978,17953.3,17950.76,17950.76,17956.79,1,stop
