fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124423,2024-02-02 07:35:00,2024-02-02 08:00:00,1,0.149383,long|midpoint_escape_extended|midpoint_cross_defined|rotation_compressed|midpoint_wick_mixed|close_escape_weak|range_balance_mid|volume_reengagement_absent|prior_midpoint_with|session_escape_thin|spread_low|early_session,17515.6,17511.71,17511.71,17520.95,-5.29,6,stop,4.3,9.45,1.4
rw_001,124440,2024-02-02 09:00:00,2024-02-02 09:00:00,1,0.159006,long|midpoint_escape_defined|midpoint_cross_deep|rotation_tight|midpoint_wick_rejecting|close_escape_strong|range_balance_mid|volume_reengagement_absent|prior_midpoint_with|session_escape_defined|spread_high|europe_morning,17512.35,17508.43,17508.43,17517.74,-5.32,1,stop,0.0,12.4,1.4
rw_001,124475,2024-02-02 11:55:00,2024-02-02 11:55:00,1,0.208254,long|midpoint_escape_defined|midpoint_cross_deep|rotation_tight|midpoint_wick_rejecting|close_escape_moderate|range_balance_mid|volume_reengagement_absent|prior_midpoint_with|session_escape_late_strong|spread_low|europe_morning,17513.25,17506.56,17506.56,17522.46,-8.09,1,stop,2.9,6.8,1.4
rw_001,124488,2024-02-02 13:00:00,2024-02-02 13:00:00,1,0.212532,long|midpoint_escape_thin|midpoint_cross_shallow|rotation_compressed|midpoint_wick_mixed|close_escape_weak|range_balance_mid|volume_reengagement_absent|prior_midpoint_with|session_escape_defined|spread_low|europe_morning,17512.05,17505.01,17505.01,17521.73,-8.44,1,stop,0.2,7.15,1.4
rw_001,124498,2024-02-02 13:50:00,2024-02-02 14:05:00,1,0.19063,long|midpoint_escape_extended|midpoint_cross_shallow|rotation_tight|midpoint_wick_rejecting|close_escape_moderate|range_balance_mid|volume_reengagement_absent|prior_midpoint_with|session_escape_defined|spread_high|us_overlap,17517.15,17510.16,17510.16,17526.76,-8.39,4,stop,6.55,9.8,1.4
rw_001,124543,2024-02-02 17:35:00,2024-02-02 17:35:00,1,0.210662,long|midpoint_escape_extended|midpoint_cross_defined|rotation_tight|midpoint_wick_rejecting|close_escape_strong|range_balance_escape_side|volume_reengagement_absent|prior_midpoint_with|session_escape_late_strong|spread_low|late_session,17488.95,17512.89,17471.54,17512.89,23.94,1,target,32.75,12.25,0.0
rw_001,124697,2024-02-05 07:30:00,2024-02-05 07:30:00,-1,0.054112,short|midpoint_escape_extended|midpoint_cross_defined|rotation_uncompressed|midpoint_wick_rejecting|close_escape_strong|range_balance_mid|volume_reengagement_absent|prior_midpoint_against|session_escape_thin|spread_high|early_session,17594.2,17588.97,17598.01,17588.97,3.83,1,target,6.9,1.25,1.4
rw_001,124710,2024-02-05 08:35:00,2024-02-05 08:35:00,1,0.141427,long|midpoint_escape_defined|midpoint_cross_deep|rotation_tight|midpoint_wick_rejecting|close_escape_moderate|range_balance_mid|volume_reengagement_absent|prior_midpoint_with|session_escape_defined|spread_high|europe_morning,17603.65,17600.13,17600.13,17608.49,-4.92,1,stop,0.0,5.3,1.4
rw_001,124716,2024-02-05 09:05:00,2024-02-05 09:05:00,-1,0.165619,short|midpoint_escape_defined|midpoint_cross_deep|rotation_tight|midpoint_wick_rejecting|close_escape_strong|range_balance_mid|volume_reengagement_strong|prior_midpoint_against|session_escape_defined|spread_low|europe_morning,17600.45,17595.69,17603.92,17595.69,3.36,1,target,6.3,0.1,1.4
rw_001,124753,2024-02-05 12:10:00,2024-02-05 12:20:00,-1,0.181126,short|midpoint_escape_defined|midpoint_cross_deep|rotation_tight|midpoint_wick_mixed|close_escape_strong|range_balance_mid|volume_reengagement_absent|prior_midpoint_against|session_escape_defined|spread_high|europe_morning,17599.95,17606.41,17606.41,17591.07,-7.86,3,stop,2.15,9.15,1.4
rw_001,124761,2024-02-05 12:50:00,2024-02-05 13:40:00,1,0.098916,long|midpoint_escape_extended|midpoint_cross_shallow|rotation_tight|midpoint_wick_rejecting|close_escape_strong|range_balance_escape_side|volume_reengagement_absent|prior_midpoint_with|session_escape_late_strong|spread_high|europe_morning,17620.0,17616.4,17613.25,17629.28,-5.0,11,max_hold,9.2,5.3,1.4
rw_001,124801,2024-02-05 16:10:00,2024-02-05 16:10:00,-1,0.14444,short|midpoint_escape_defined|midpoint_cross_deep|rotation_tight|midpoint_wick_mixed|close_escape_strong|range_balance_mid|volume_reengagement_absent|prior_midpoint_against|session_escape_late_strong|spread_high|us_overlap,17604.95,17611.8,17611.8,17595.53,-8.25,1,stop,0.75,10.4,1.4
rw_001,124833,2024-02-05 18:50:00,2024-02-05 18:55:00,-1,0.231578,short|midpoint_escape_defined|midpoint_cross_defined|rotation_tight|midpoint_wick_rejecting|close_escape_weak|range_balance_mid|volume_reengagement_absent|prior_midpoint_against|session_escape_late_strong|spread_mid|late_session,17549.05,17564.08,17564.08,17528.38,-15.18,2,stop,4.55,18.6,0.15
rw_001,124839,2024-02-05 19:20:00,2024-02-05 19:35:00,1,0.126734,long|midpoint_escape_extended|midpoint_cross_deep|rotation_tight|midpoint_wick_against_escape|close_escape_moderate|range_balance_escape_side|volume_reengagement_absent|prior_midpoint_with|session_escape_late_strong|spread_mid|late_session,17584.3,17605.98,17568.53,17605.98,20.98,4,target,40.35,10.55,0.7
rw_001,125026,2024-02-06 11:55:00,2024-02-06 11:55:00,1,0.180922,long|midpoint_escape_thin|midpoint_cross_defined|rotation_tight|midpoint_wick_mixed|close_escape_weak|range_balance_mid|volume_reengagement_absent|prior_midpoint_neutral|session_escape_defined|spread_high|europe_morning,17638.85,17633.14,17633.14,17646.7,-7.11,1,stop,1.7,6.9,1.4
rw_001,125032,2024-02-06 12:25:00,2024-02-06 12:25:00,-1,0.161161,short|midpoint_escape_extended|midpoint_cross_defined|rotation_tight|midpoint_wick_against_escape|close_escape_moderate|range_balance_mid|volume_reengagement_absent|prior_midpoint_neutral|session_escape_defined|spread_high|europe_morning,17634.1,17625.89,17640.07,17625.89,6.81,1,target,8.8,0.0,1.4
rw_001,125042,2024-02-06 13:15:00,2024-02-06 13:30:00,-1,0.086126,short|midpoint_escape_thin|midpoint_cross_deep|rotation_tight|midpoint_wick_against_escape|close_escape_moderate|range_balance_mid|volume_reengagement_defined|prior_midpoint_neutral|session_escape_late_strong|spread_high|us_overlap,17637.45,17628.83,17643.72,17628.83,7.37,4,target,26.45,4.0,1.25
rw_001,125051,2024-02-06 14:00:00,2024-02-06 14:00:00,-1,-0.068854,short|midpoint_escape_extended|midpoint_cross_deep|rotation_compressed|midpoint_wick_against_escape|close_escape_weak|range_balance_escape_side|volume_reengagement_absent|prior_midpoint_neutral|session_escape_late_strong|spread_high|us_overlap,17598.5,17605.96,17605.96,17588.24,-8.86,1,stop,1.15,8.4,1.4
rw_001,125070,2024-02-06 15:35:00,2024-02-06 15:50:00,1,0.124629,long|midpoint_escape_extended|midpoint_cross_deep|rotation_tight|midpoint_wick_against_escape|close_escape_weak|range_balance_mid|volume_reengagement_absent|prior_midpoint_neutral|session_escape_late_strong|spread_high|us_overlap,17637.75,17648.16,17630.18,17648.16,9.01,4,target,14.3,3.2,1.4
rw_001,125084,2024-02-06 16:45:00,2024-02-06 16:45:00,1,-0.079878,long|midpoint_escape_extended|midpoint_cross_deep|rotation_uncompressed|midpoint_wick_rejecting|close_escape_strong|range_balance_mid|volume_reengagement_strong|prior_midpoint_neutral|session_escape_late_strong|spread_low|us_overlap,17632.85,17624.25,17624.25,17644.67,-8.6,1,stop,5.6,42.4,0.0
rw_001,125091,2024-02-06 17:20:00,2024-02-06 17:20:00,-1,0.054566,short|midpoint_escape_extended|midpoint_cross_deep|rotation_tight|midpoint_wick_mixed|close_escape_weak|range_balance_escape_side|volume_reengagement_absent|prior_midpoint_neutral|session_escape_late_strong|spread_low|late_session,17560.15,17544.26,17571.71,17544.26,15.89,1,target,38.8,4.5,0.0
rw_001,125297,2024-02-07 11:30:00,2024-02-07 11:30:00,-1,0.229056,short|midpoint_escape_extended|midpoint_cross_deep|rotation_compressed|midpoint_wick_rejecting|close_escape_strong|range_balance_mid|volume_reengagement_absent|prior_midpoint_with|session_escape_defined|spread_low|europe_morning,17580.7,17585.89,17585.89,17573.56,-6.59,1,stop,0.8,5.2,1.4
rw_001,125303,2024-02-07 12:00:00,2024-02-07 12:20:00,1,0.112411,long|midpoint_escape_defined|midpoint_cross_deep|rotation_tight|midpoint_wick_mixed|close_escape_strong|range_balance_mid|volume_reengagement_absent|prior_midpoint_against|session_escape_late_strong|spread_high|europe_morning,17587.15,17594.66,17581.69,17594.66,6.11,5,target,9.35,3.95,1.4
rw_001,125309,2024-02-07 12:30:00,2024-02-07 12:30:00,1,0.148774,long|midpoint_escape_extended|midpoint_cross_defined|rotation_tight|midpoint_wick_against_escape|close_escape_weak|range_balance_mid|volume_reengagement_absent|prior_midpoint_against|session_escape_defined|spread_high|europe_morning,17591.15,17585.48,17585.48,17598.95,-7.07,1,stop,0.0,9.25,1.4
rw_001,125315,2024-02-07 13:00:00,2024-02-07 13:05:00,-1,0.015923,short|midpoint_escape_extended|midpoint_cross_deep|rotation_compressed|midpoint_wick_rejecting|close_escape_moderate|range_balance_mid|volume_reengagement_absent|prior_midpoint_with|session_escape_late_strong|spread_high|europe_morning,17572.8,17578.15,17578.15,17565.45,-6.75,2,stop,1.8,7.6,1.4
rw_001,125324,2024-02-07 13:45:00,2024-02-07 13:50:00,1,0.012611,long|midpoint_escape_extended|midpoint_cross_deep|rotation_compressed|midpoint_wick_against_escape|close_escape_weak|range_balance_mid|volume_reengagement_absent|prior_midpoint_against|session_escape_late_strong|spread_low|us_overlap,17594.0,17588.76,17588.76,17601.21,-6.64,2,stop,1.55,7.2,1.4
rw_001,125330,2024-02-07 14:15:00,2024-02-07 14:15:00,1,0.068273,long|midpoint_escape_defined|midpoint_cross_deep|rotation_tight|midpoint_wick_against_escape|close_escape_strong|range_balance_mid|volume_reengagement_absent|prior_midpoint_against|session_escape_late_strong|spread_high|us_overlap,17586.25,17580.67,17580.67,17593.92,-6.98,1,stop,0.0,10.35,1.4
rw_001,125337,2024-02-07 14:50:00,2024-02-07 15:00:00,1,-0.282607,long|midpoint_escape_extended|midpoint_cross_deep|rotation_uncompressed|midpoint_wick_mixed|close_escape_strong|range_balance_escape_side|volume_reengagement_defined|prior_midpoint_against|session_escape_late_strong|spread_high|us_overlap,17619.15,17627.68,17612.94,17627.68,7.13,3,target,15.5,2.1,1.4
rw_001,125370,2024-02-07 17:35:00,2024-02-07 17:35:00,1,-0.261789,long|midpoint_escape_extended|midpoint_cross_deep|rotation_uncompressed|midpoint_wick_rejecting|close_escape_strong|range_balance_escape_side|volume_reengagement_absent|prior_midpoint_against|session_escape_late_strong|spread_low|late_session,17773.95,17761.13,17761.13,17791.57,-13.6,1,stop,1.1,23.85,0.78
rw_001,125511,2024-02-08 06:20:00,2024-02-08 06:40:00,1,0.082898,long|midpoint_escape_defined|midpoint_cross_deep|rotation_tight|midpoint_wick_rejecting|close_escape_strong|range_balance_mid|volume_reengagement_defined|prior_midpoint_with|session_escape_thin|spread_high|early_session,17755.75,17759.1,17753.31,17759.1,1.95,5,target,5.05,0.35,1.4
rw_001,125564,2024-02-08 10:45:00,2024-02-08 10:45:00,-1,0.059625,short|midpoint_escape_extended|midpoint_cross_deep|rotation_tight|midpoint_wick_mixed|close_escape_weak|range_balance_mid|volume_reengagement_absent|prior_midpoint_against|session_escape_defined|spread_high|europe_morning,17745.7,17740.64,17749.38,17740.64,3.66,1,target,7.85,0.45,1.4
rw_001,125575,2024-02-08 11:40:00,2024-02-08 12:05:00,1,0.145633,long|midpoint_escape_extended|midpoint_cross_shallow|rotation_tight|midpoint_wick_against_escape|close_escape_moderate|range_balance_mid|volume_reengagement_absent|prior_midpoint_with|session_escape_defined|spread_high|europe_morning,17754.85,17750.38,17750.38,17760.99,-5.87,6,stop,5.7,6.65,1.4
rw_001,125583,2024-02-08 12:20:00,2024-02-08 12:30:00,1,0.133984,long|midpoint_escape_extended|midpoint_cross_deep|rotation_tight|midpoint_wick_rejecting|close_escape_moderate|range_balance_mid|volume_reengagement_absent|prior_midpoint_with|session_escape_defined|spread_high|europe_morning,17754.35,17749.63,17749.63,17760.83,-6.12,3,stop,1.6,7.8,1.4
rw_001,125591,2024-02-08 13:00:00,2024-02-08 13:10:00,-1,0.09847,short|midpoint_escape_extended|midpoint_cross_deep|rotation_tight|midpoint_wick_mixed|close_escape_weak|range_balance_mid|volume_reengagement_absent|prior_midpoint_against|session_escape_defined|spread_high|europe_morning,17746.1,17739.42,17750.96,17739.42,5.28,3,target,8.0,1.1,1.4
rw_001,125632,2024-02-08 16:25:00,2024-02-08 16:25:00,-1,0.179706,short|midpoint_escape_extended|midpoint_cross_defined|rotation_tight|midpoint_wick_rejecting|close_escape_strong|range_balance_mid|volume_reengagement_absent|prior_midpoint_against|session_escape_late_strong|spread_high|us_overlap,17729.0,17735.54,17735.54,17720.01,-6.54,1,stop,0.0,14.45,0.0
rw_001,125642,2024-02-08 17:15:00,2024-02-08 17:15:00,1,0.046794,long|midpoint_escape_extended|midpoint_cross_deep|rotation_compressed|midpoint_wick_rejecting|close_escape_moderate|range_balance_escape_side|volume_reengagement_absent|prior_midpoint_with|session_escape_late_strong|spread_mid|late_session,17747.0,17759.54,17737.88,17759.54,11.19,1,target,22.1,0.05,1.35
rw_001,125648,2024-02-08 17:45:00,2024-02-08 17:45:00,1,0.097889,long|midpoint_escape_extended|midpoint_cross_deep|rotation_compressed|midpoint_wick_rejecting|close_escape_strong|range_balance_escape_side|volume_reengagement_defined|prior_midpoint_with|session_escape_late_strong|spread_low|late_session,17763.35,17777.4,17753.13,17777.4,12.65,1,target,22.65,3.7,1.4
rw_001,125784,2024-02-09 06:05:00,2024-02-09 06:55:00,1,0.069524,long|midpoint_escape_extended|midpoint_cross_defined|rotation_tight|midpoint_wick_mixed|close_escape_weak|range_balance_mid|volume_reengagement_absent|prior_midpoint_neutral|session_escape_thin|spread_high|early_session,17783.45,17780.33,17780.33,17787.74,-4.52,11,stop,2.35,3.7,1.4
rw_001,125795,2024-02-09 07:00:00,2024-02-09 07:05:00,1,0.081586,long|midpoint_escape_defined|midpoint_cross_shallow|rotation_compressed|midpoint_wick_rejecting|close_escape_weak|range_balance_mid|volume_reengagement_defined|prior_midpoint_neutral|session_escape_thin|spread_high|early_session,17780.2,17783.68,17777.67,17783.68,2.08,2,target,5.3,0.0,1.4
rw_001,125811,2024-02-09 08:20:00,2024-02-09 08:20:00,1,0.052649,long|midpoint_escape_thin|midpoint_cross_deep|rotation_tight|midpoint_wick_mixed|close_escape_weak|range_balance_mid|volume_reengagement_absent|prior_midpoint_neutral|session_escape_defined|spread_high|europe_morning,17780.25,17778.3,17778.3,17782.93,-3.35,1,stop,0.4,2.9,1.4
rw_001,125819,2024-02-09 09:00:00,2024-02-09 09:00:00,-1,-0.015938,short|midpoint_escape_extended|midpoint_cross_deep|rotation_tight|midpoint_wick_rejecting|close_escape_strong|range_balance_mid|volume_reengagement_absent|prior_midpoint_neutral|session_escape_defined|spread_high|europe_morning,17778.5,17780.46,17780.46,17775.8,-3.36,1,stop,0.0,6.85,1.4
rw_001,125847,2024-02-09 11:20:00,2024-02-09 11:20:00,1,0.047993,long|midpoint_escape_defined|midpoint_cross_deep|rotation_compressed|midpoint_wick_against_escape|close_escape_moderate|range_balance_mid|volume_reengagement_defined|prior_midpoint_neutral|session_escape_defined|spread_high|europe_morning,17803.75,17809.93,17799.26,17809.93,4.78,1,target,7.7,0.95,1.4
rw_001,125853,2024-02-09 11:50:00,2024-02-09 12:00:00,1,0.085379,long|midpoint_escape_extended|midpoint_cross_shallow|rotation_tight|midpoint_wick_against_escape|close_escape_moderate|range_balance_escape_side|volume_reengagement_absent|prior_midpoint_neutral|session_escape_late_strong|spread_high|europe_morning,17815.8,17822.81,17810.7,17822.81,5.61,3,target,11.2,1.3,1.4
rw_001,125913,2024-02-09 16:50:00,2024-02-09 16:50:00,-1,0.007837,short|midpoint_escape_extended|midpoint_cross_deep|rotation_tight|midpoint_wick_rejecting|close_escape_moderate|range_balance_mid|volume_reengagement_defined|prior_midpoint_neutral|session_escape_late_strong|spread_high|us_overlap,17820.6,17829.01,17829.01,17809.04,-9.81,1,stop,8.8,10.45,1.4
rw_001,125920,2024-02-09 17:25:00,2024-02-09 17:30:00,1,0.010194,long|midpoint_escape_extended|midpoint_cross_defined|rotation_tight|midpoint_wick_mixed|close_escape_strong|range_balance_escape_side|volume_reengagement_absent|prior_midpoint_neutral|session_escape_late_strong|spread_low|late_session,17876.15,17890.63,17865.62,17890.63,13.08,2,target,21.8,4.9,1.4
rw_001,126067,2024-02-12 06:45:00,2024-02-12 06:45:00,1,0.003157,long|midpoint_escape_defined|midpoint_cross_defined|rotation_uncompressed|midpoint_wick_rejecting|close_escape_moderate|range_balance_mid|volume_reengagement_absent|prior_midpoint_with|session_escape_thin|spread_high|early_session,17941.3,17939.33,17939.33,17944.02,-3.37,1,stop,0.0,3.9,1.4
rw_001,126073,2024-02-12 07:15:00,2024-02-12 07:20:00,-1,0.009684,short|midpoint_escape_extended|midpoint_cross_defined|rotation_tight|midpoint_wick_against_escape|close_escape_moderate|range_balance_mid|volume_reengagement_absent|prior_midpoint_against|session_escape_thin|spread_high|early_session,17936.45,17938.37,17938.37,17933.82,-3.32,2,stop,0.65,2.2,1.4
rw_001,126093,2024-02-12 08:55:00,2024-02-12 08:55:00,1,0.001176,long|midpoint_escape_extended|midpoint_cross_deep|rotation_tight|midpoint_wick_against_escape|close_escape_weak|range_balance_mid|volume_reengagement_absent|prior_midpoint_with|session_escape_defined|spread_high|europe_morning,17942.1,17940.11,17940.11,17944.84,-3.39,1,stop,0.45,2.95,1.4
rw_001,126101,2024-02-12 09:35:00,2024-02-12 09:35:00,1,-0.10978,long|midpoint_escape_extended|midpoint_cross_deep|rotation_compressed|midpoint_wick_against_escape|close_escape_weak|range_balance_escape_side|volume_reengagement_absent|prior_midpoint_with|session_escape_defined|spread_high|europe_morning,17953.3,17950.76,17950.76,17956.79,-3.94,1,stop,0.2,3.2,1.4
rw_001,126180,2024-02-12 16:10:00,2024-02-12 16:10:00,1,0.092983,long|midpoint_escape_defined|midpoint_cross_deep|rotation_tight|midpoint_wick_against_escape|close_escape_strong|range_balance_mid|volume_reengagement_absent|prior_midpoint_with|session_escape_late_strong|spread_high|us_overlap,17951.45,17946.96,17946.96,17957.63,-5.89,1,stop,1.15,11.95,1.4
rw_001,126196,2024-02-12 17:30:00,2024-02-12 17:30:00,-1,0.106593,short|midpoint_escape_thin|midpoint_cross_deep|rotation_tight|midpoint_wick_rejecting|close_escape_moderate|range_balance_mid|volume_reengagement_absent|prior_midpoint_against|session_escape_late_strong|spread_high|late_session,17948.75,17955.68,17955.68,17939.22,-8.33,1,stop,5.3,16.25,1.4
rw_001,126203,2024-02-12 18:05:00,2024-02-12 18:10:00,1,-0.008861,long|midpoint_escape_extended|midpoint_cross_deep|rotation_tight|midpoint_wick_rejecting|close_escape_moderate|range_balance_escape_side|volume_reengagement_absent|prior_midpoint_with|session_escape_late_strong|spread_high|late_session,17987.75,17979.66,17979.66,17998.87,-9.49,2,stop,5.05,8.15,1.4
rw_001,126237,2024-02-12 20:55:00,2024-02-12 21:00:00,-1,-0.053406,short|midpoint_escape_extended|midpoint_cross_deep|rotation_compressed|midpoint_wick_mixed|close_escape_weak|range_balance_escape_side|volume_reengagement_absent|prior_midpoint_against|session_escape_late_strong|spread_mid|late_session,17935.1,17918.35,17947.28,17918.35,15.35,2,target,17.65,9.45,1.4
rw_001,126335,2024-02-13 06:05:00,2024-02-13 06:25:00,-1,0.123728,short|midpoint_escape_defined|midpoint_cross_defined|rotation_tight|midpoint_wick_rejecting|close_escape_moderate|range_balance_mid|volume_reengagement_defined|prior_midpoint_with|session_escape_thin|spread_high|early_session,17851.65,17854.47,17854.47,17847.77,-4.22,5,stop,2.6,4.65,1.4
rw_001,126341,2024-02-13 06:35:00,2024-02-13 06:35:00,1,-0.011072,long|midpoint_escape_defined|midpoint_cross_deep|rotation_compressed|midpoint_wick_mixed|close_escape_weak|range_balance_mid|volume_reengagement_absent|prior_midpoint_against|session_escape_thin|spread_high|early_session,17853.45,17851.0,17851.0,17856.82,-3.85,1,stop,0.0,3.0,1.4
rw_001,126349,2024-02-13 07:15:00,2024-02-13 07:15:00,1,0.011396,long|midpoint_escape_extended|midpoint_cross_deep|rotation_tight|midpoint_wick_against_escape|close_escape_strong|range_balance_mid|volume_reengagement_absent|prior_midpoint_against|session_escape_thin|spread_high|early_session,17856.2,17859.24,17853.99,17859.24,1.64,1,target,3.85,0.2,1.4
rw_001,126362,2024-02-13 08:20:00,2024-02-13 08:25:00,1,-0.215889,long|midpoint_escape_extended|midpoint_cross_defined|rotation_compressed|midpoint_wick_against_escape|close_escape_moderate|range_balance_escape_side|volume_reengagement_strong|prior_midpoint_against|session_escape_late_strong|spread_high|europe_morning,17878.6,17881.96,17876.15,17881.96,1.96,2,target,5.7,1.05,1.4
rw_001,126390,2024-02-13 10:40:00,2024-02-13 10:40:00,-1,-0.15742,short|midpoint_escape_extended|midpoint_cross_deep|rotation_compressed|midpoint_wick_against_escape|close_escape_strong|range_balance_escape_side|volume_reengagement_defined|prior_midpoint_with|session_escape_late_strong|spread_high|europe_morning,17847.25,17841.2,17851.65,17841.2,4.65,1,target,14.15,0.9,1.4
rw_001,126396,2024-02-13 11:10:00,2024-02-13 11:10:00,-1,-0.005053,short|midpoint_escape_extended|midpoint_cross_defined|rotation_tight|midpoint_wick_rejecting|close_escape_strong|range_balance_escape_side|volume_reengagement_absent|prior_midpoint_with|session_escape_late_strong|spread_high|europe_morning,17817.8,17810.01,17823.46,17810.01,6.39,1,target,10.35,1.2,1.4
rw_001,126476,2024-02-13 17:50:00,2024-02-13 17:55:00,-1,0.226827,short|midpoint_escape_thin|midpoint_cross_deep|rotation_tight|midpoint_wick_mixed|close_escape_strong|range_balance_mid|volume_reengagement_absent|prior_midpoint_with|session_escape_late_strong|spread_low|late_session,17696.25,17668.07,17716.75,17668.07,27.9,2,target,47.4,6.6,0.28
rw_001,126483,2024-02-13 18:25:00,2024-02-13 18:55:00,-1,0.237246,short|midpoint_escape_extended|midpoint_cross_shallow|rotation_tight|midpoint_wick_rejecting|close_escape_strong|range_balance_mid|volume_reengagement_absent|prior_midpoint_with|session_escape_late_strong|spread_low|late_session,17669.95,17639.67,17691.97,17639.67,28.88,7,target,30.8,21.45,1.4
rw_001,126622,2024-02-14 07:00:00,2024-02-14 07:05:00,-1,0.025752,short|midpoint_escape_defined|midpoint_cross_deep|rotation_uncompressed|midpoint_wick_rejecting|close_escape_weak|range_balance_mid|volume_reengagement_defined|prior_midpoint_with|session_escape_thin|spread_high|early_session,17608.7,17612.43,17612.43,17603.57,-5.13,2,stop,1.15,5.75,1.4
rw_001,126631,2024-02-14 07:45:00,2024-02-14 08:05:00,1,0.151442,long|midpoint_escape_defined|midpoint_cross_defined|rotation_tight|midpoint_wick_rejecting|close_escape_weak|range_balance_mid|volume_reengagement_absent|prior_midpoint_against|session_escape_thin|spread_high|early_session,17611.5,17616.2,17608.08,17616.2,3.3,5,target,5.75,2.9,1.4
rw_001,126741,2024-02-14 16:55:00,2024-02-14 16:55:00,1,0.091254,long|midpoint_escape_extended|midpoint_cross_shallow|rotation_uncompressed|midpoint_wick_rejecting|close_escape_weak|range_balance_mid|volume_reengagement_absent|prior_midpoint_against|session_escape_late_strong|spread_mid|us_overlap,17681.9,17695.28,17672.17,17695.28,13.38,1,target,32.3,2.0,0.0
