fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124195,2024-02-01 11:35:00,2024-02-01 11:40:00,-1,0.107734,short|prior_close_inside|magnet_probe_deep|prior_close_reclaim_failed|prior_close_gap_tight|magnet_wick_rejecting|magnet_close_strong|reclaim_impulse_mixed|volume_reengagement_absent|prior_day_return_aligned|session_magnet_heavy|spread_high|europe_morning,17230.45,17219.04,17238.75,17219.04,10.01,2,target,12.55,0.0,1.4
rw_001,124249,2024-02-01 16:05:00,2024-02-01 16:10:00,-1,0.13158,short|prior_close_inside|magnet_probe_deep|prior_close_reclaim_failed|prior_close_gap_tight|magnet_wick_rejecting|magnet_close_strong|reclaim_impulse_with|volume_reengagement_absent|prior_day_return_aligned|session_magnet_heavy|spread_low|us_overlap,17222.85,17231.17,17231.17,17211.4,-8.57,2,stop,7.7,11.05,0.25
rw_001,124259,2024-02-01 16:55:00,2024-02-01 16:55:00,-1,0.100694,short|prior_close_inside|magnet_probe_deep|prior_close_reclaim_failed|prior_close_gap_tight|magnet_wick_mixed|magnet_close_mid|reclaim_impulse_mixed|volume_reengagement_absent|prior_day_return_aligned|session_magnet_heavy|spread_low|us_overlap,17208.55,17193.44,17219.54,17193.44,14.94,1,target,27.25,2.15,0.17
rw_001,124268,2024-02-01 17:40:00,2024-02-01 17:40:00,-1,0.154036,short|prior_close_inside|magnet_probe_deep|prior_close_reclaim_failed|prior_close_gap_tight|magnet_wick_rejecting|magnet_close_strong|reclaim_impulse_mixed|volume_reengagement_absent|prior_day_return_aligned|session_magnet_heavy|spread_low|late_session,17251.75,17232.22,17265.95,17232.22,18.23,1,target,21.25,1.25,1.3
rw_001,124276,2024-02-01 18:20:00,2024-02-01 18:20:00,-1,0.143441,short|prior_close_inside|magnet_probe_deep|prior_close_reclaim_failed|prior_close_gap_tight|magnet_wick_rejecting|magnet_close_strong|reclaim_impulse_mixed|volume_reengagement_absent|prior_day_return_aligned|session_magnet_heavy|spread_low|late_session,17176.45,17192.71,17192.71,17154.09,-17.66,1,stop,5.3,18.2,1.4
rw_001,124284,2024-02-01 19:00:00,2024-02-01 19:00:00,-1,0.098549,short|prior_close_inside|magnet_probe_deep|prior_close_reclaim_failed|prior_close_gap_tight|magnet_wick_against|magnet_close_mid|reclaim_impulse_mixed|volume_reengagement_absent|prior_day_return_aligned|session_magnet_heavy|spread_mid|late_session,17220.3,17238.28,17238.28,17195.58,-19.38,1,stop,1.75,34.6,1.4
rw_001,124292,2024-02-01 19:40:00,2024-02-01 19:45:00,-1,0.138096,short|prior_close_inside|magnet_probe_deep|prior_close_reclaim_failed|prior_close_gap_tight|magnet_wick_rejecting|magnet_close_strong|reclaim_impulse_mixed|volume_reengagement_absent|prior_day_return_aligned|session_magnet_heavy|spread_low|late_session,17238.55,17257.34,17257.34,17212.71,-19.94,2,stop,5.6,40.55,1.15
rw_001,124308,2024-02-01 21:00:00,2024-02-01 21:05:00,-1,0.141269,short|prior_close_inside|magnet_probe_deep|prior_close_reclaim_failed|prior_close_gap_tight|magnet_wick_rejecting|magnet_close_strong|reclaim_impulse_mixed|volume_reengagement_absent|prior_day_return_aligned|session_magnet_heavy|spread_low|late_session,17270.75,17290.75,17290.75,17243.26,-20.4,2,stop,1.75,29.7,0.4
rw_001,124475,2024-02-02 11:55:00,2024-02-02 11:55:00,1,0.130956,long|prior_close_inside|magnet_probe_deep|prior_close_reclaim_failed|prior_close_gap_tight|magnet_wick_rejecting|magnet_close_mid|reclaim_impulse_against|volume_reengagement_absent|prior_day_return_aligned|session_magnet_defined|spread_low|europe_morning,17513.25,17506.56,17506.56,17522.46,-8.09,1,stop,2.9,6.8,1.4
rw_001,124507,2024-02-02 14:35:00,2024-02-02 14:50:00,-1,0.102426,short|prior_close_inside|magnet_probe_deep|prior_close_reclaim_failed|prior_close_gap_tight|magnet_wick_rejecting|magnet_close_strong|reclaim_impulse_mixed|volume_reengagement_absent|prior_day_return_adverse|session_magnet_heavy|spread_high|us_overlap,17537.6,17528.07,17544.53,17528.07,8.13,4,target,16.1,4.65,1.4
rw_001,124531,2024-02-02 16:35:00,2024-02-02 16:35:00,1,0.107415,long|prior_close_inside|magnet_probe_deep|prior_close_reclaim_failed|prior_close_gap_tight|magnet_wick_rejecting|magnet_close_strong|reclaim_impulse_with|volume_reengagement_defined|prior_day_return_aligned|session_magnet_heavy|spread_low|us_overlap,17418.35,17433.79,17407.12,17433.79,14.91,1,target,39.2,4.35,0.53
