fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124130,2024-02-01 06:10:00,2024-02-01 06:25:00,1,0.144812,long|acceleration_pressure_defined|followthrough_decay_mixed|thin_rejection_wick|close_commitment_strong|body_with|extension_saturation_low|volume_confirmation_mixed|prior_direction_aligned|session_pressure_low|spread_high|early_session,17212.65,17219.96,17207.34,17219.96,5.91,4,target,8.9,1.0,1.4
rw_001,124201,2024-02-01 12:05:00,2024-02-01 12:45:00,1,0.174669,long|acceleration_pressure_defined|followthrough_decay_strong|thin_rejection_wick|close_commitment_strong|body_with|extension_saturation_mid|volume_confirmation_mixed|prior_direction_aligned|session_pressure_low|spread_high|europe_morning,17235.5,17247.4,17226.84,17247.4,10.5,9,target,13.0,2.55,1.4
rw_001,124250,2024-02-01 16:10:00,2024-02-01 16:10:00,1,0.21053,long|acceleration_pressure_extended|followthrough_decay_mixed|mid_rejection_wick|close_commitment_strong|body_with|extension_saturation_mid|volume_confirmation_mixed|prior_direction_aligned|session_pressure_mid|spread_low|us_overlap,17228.7,17220.22,17220.22,17240.37,-9.88,1,stop,5.2,8.7,1.4
rw_001,124259,2024-02-01 16:55:00,2024-02-01 16:55:00,-1,0.166074,short|acceleration_pressure_thin|followthrough_decay_mixed|thin_rejection_wick|close_commitment_weak|body_neutral|extension_saturation_low|volume_confirmation_mixed|prior_direction_conflict|session_pressure_low|spread_low|us_overlap,17208.55,17193.44,17219.54,17193.44,14.94,1,target,27.25,2.15,0.17
rw_001,124265,2024-02-01 17:25:00,2024-02-01 17:25:00,1,0.289819,long|acceleration_pressure_thin|followthrough_decay_mixed|strong_rejection_wick|close_commitment_strong|body_neutral|extension_saturation_low|volume_confirmation_mixed|prior_direction_aligned|session_pressure_mid|spread_low|late_session,17230.4,17248.56,17217.19,17248.56,18.16,1,target,34.25,3.1,0.0
rw_001,124279,2024-02-01 18:35:00,2024-02-01 18:50:00,1,0.219698,long|acceleration_pressure_defined|followthrough_decay_mixed|thin_rejection_wick|close_commitment_strong|body_with|extension_saturation_mid|volume_confirmation_mixed|prior_direction_aligned|session_pressure_mid|spread_low|late_session,17206.4,17229.67,17189.48,17229.67,21.87,4,target,23.7,12.95,1.4
rw_001,124288,2024-02-01 19:20:00,2024-02-01 19:30:00,-1,0.141978,short|acceleration_pressure_extended|followthrough_decay_strong|thin_rejection_wick|close_commitment_strong|body_with|extension_saturation_high|volume_confirmation_mixed|prior_direction_conflict|session_pressure_mid|spread_low|late_session,17263.0,17237.22,17281.75,17237.22,24.38,3,target,31.85,1.95,1.4
rw_001,124306,2024-02-01 20:50:00,2024-02-01 21:05:00,1,0.240595,long|acceleration_pressure_thin|followthrough_decay_mixed|thin_rejection_wick|close_commitment_strong|body_with|extension_saturation_mid|volume_confirmation_mixed|prior_direction_aligned|session_pressure_mid|spread_low|late_session,17270.5,17298.23,17250.34,17298.23,27.38,4,target,29.95,5.7,0.35
rw_001,124423,2024-02-02 07:35:00,2024-02-02 07:35:00,-1,0.22703,short|acceleration_pressure_extended|followthrough_decay_strong|thin_rejection_wick|close_commitment_strong|body_with|extension_saturation_mid|volume_confirmation_mixed|prior_direction_aligned|session_pressure_low|spread_low|early_session,17515.6,17519.49,17519.49,17510.25,-5.29,1,stop,1.85,4.3,1.4
rw_001,124475,2024-02-02 11:55:00,2024-02-02 12:05:00,-1,0.175241,short|acceleration_pressure_defined|followthrough_decay_mixed|thin_rejection_wick|close_commitment_weak|body_with|extension_saturation_mid|volume_confirmation_mixed|prior_direction_aligned|session_pressure_low|spread_low|europe_morning,17513.25,17504.04,17519.94,17504.04,7.81,3,target,10.45,3.0,1.4
rw_001,124488,2024-02-02 13:00:00,2024-02-02 13:15:00,-1,0.217621,short|acceleration_pressure_thin|followthrough_decay_mixed|thin_rejection_wick|close_commitment_strong|body_with|extension_saturation_low|volume_confirmation_mixed|prior_direction_aligned|session_pressure_low|spread_low|europe_morning,17512.05,17519.09,17519.09,17502.37,-8.44,4,stop,7.15,7.35,1.4
rw_001,124516,2024-02-02 15:20:00,2024-02-02 15:25:00,-1,0.148657,short|acceleration_pressure_defined|followthrough_decay_mixed|thin_rejection_wick|close_commitment_strong|body_with|extension_saturation_low|volume_confirmation_mixed|prior_direction_aligned|session_pressure_mid|spread_high|us_overlap,17519.15,17510.09,17525.74,17510.09,7.66,2,target,11.6,2.65,1.4
