fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124206,2024-02-01 12:30:00,2024-02-01 13:00:00,1,0.1587,long|entropy_mixed|run_persistence_mixed|path_efficiency_noisy|range_decay_present|settlement_balanced|wick_pressure_mixed|session_position_extreme|prior_range_walk_against|time_decay_mixed|session_phase_core|spread_high|europe_morning,17240.5,17252.89,17231.49,17252.89,10.99,7,target,12.95,4.05,1.4
rw_001,124219,2024-02-01 13:35:00,2024-02-01 13:50:00,1,0.166415,long|entropy_mixed|run_persistence_mixed|path_efficiency_against|range_decay_present|settlement_balanced|wick_pressure_supportive|session_position_extreme|prior_range_walk_against|time_decay_mixed|session_phase_core|spread_high|us_overlap,17231.85,17223.84,17223.84,17242.86,-9.41,4,stop,5.3,10.4,1.4
rw_001,124268,2024-02-01 17:40:00,2024-02-01 17:40:00,1,0.116791,long|entropy_mixed|run_persistence_mixed|path_efficiency_clean|range_reexpanding|settlement_balanced|wick_pressure_supportive|session_position_extreme|prior_range_walk_against|time_decay_mixed|session_phase_late|spread_low|late_session,17251.75,17237.55,17237.55,17271.28,-15.5,1,stop,1.25,21.25,1.3
rw_001,124276,2024-02-01 18:20:00,2024-02-01 18:20:00,-1,0.287137,short|entropy_aligned|run_persistence_aligned|path_efficiency_clean|range_decay_neutral|settlement_persistent|wick_pressure_supportive|session_position_extreme|prior_range_walk_aligned|time_decay_aligned|session_phase_late|spread_low|late_session,17176.45,17192.71,17192.71,17154.09,-17.66,1,stop,5.3,18.2,1.4
rw_001,124287,2024-02-01 19:15:00,2024-02-01 19:20:00,1,0.337169,long|entropy_mixed|run_persistence_mixed|path_efficiency_clean|range_decay_neutral|settlement_balanced|wick_pressure_mixed|session_position_extreme|prior_range_walk_against|time_decay_mixed|session_phase_late|spread_low|late_session,17275.6,17256.87,17256.87,17301.35,-20.13,2,stop,5.15,25.35,1.4
rw_001,124295,2024-02-01 19:55:00,2024-02-01 19:55:00,1,0.269884,long|entropy_mixed|run_persistence_against|path_efficiency_clean|range_decay_present|settlement_balanced|wick_pressure_mixed|session_position_extreme|prior_range_walk_against|time_decay_mixed|session_phase_late|spread_low|late_session,17296.05,17277.31,17277.31,17321.82,-20.14,1,stop,12.4,29.05,1.4
rw_001,124303,2024-02-01 20:35:00,2024-02-01 20:35:00,1,0.241744,long|entropy_mixed|run_persistence_mixed|path_efficiency_noisy|range_decay_neutral|settlement_balanced|wick_pressure_mixed|session_position_extreme|prior_range_walk_against|time_decay_mixed|session_phase_late|spread_low|late_session,17285.85,17265.8,17265.8,17313.42,-20.15,1,stop,5.25,49.2,0.1
rw_001,124520,2024-02-02 15:40:00,2024-02-02 15:40:00,-1,0.190009,short|entropy_mixed|run_persistence_mixed|path_efficiency_clean|range_reexpanding|settlement_balanced|wick_pressure_opposing|session_position_extreme|prior_range_walk_against|time_decay_mixed|session_phase_core|spread_low|us_overlap,17436.35,17444.55,17444.55,17425.07,-8.2,1,stop,2.05,37.7,0.0
rw_001,124530,2024-02-02 16:30:00,2024-02-02 16:30:00,-1,0.133081,short|entropy_mixed|run_persistence_mixed|path_efficiency_clean|range_reexpanding|settlement_balanced|wick_pressure_mixed|session_position_extreme|prior_range_walk_against|time_decay_mixed|session_phase_core|spread_low|us_overlap,17411.0,17422.08,17422.08,17395.76,-11.08,1,stop,42.25,12.6,0.0
rw_001,124545,2024-02-02 17:45:00,2024-02-02 18:00:00,1,0.146286,long|entropy_mixed|run_persistence_mixed|path_efficiency_clean|range_reexpanding|settlement_persistent|wick_pressure_mixed|session_position_extreme|prior_range_walk_aligned|time_decay_mixed|session_phase_late|spread_low|late_session,17556.7,17538.06,17538.06,17582.33,-18.79,4,stop,12.95,47.05,0.15
rw_001,124552,2024-02-02 18:20:00,2024-02-02 18:30:00,1,0.13094,long|entropy_mixed|run_persistence_mixed|path_efficiency_clean|range_decay_neutral|settlement_balanced|wick_pressure_mixed|session_position_extreme|prior_range_walk_aligned|time_decay_mixed|session_phase_late|spread_low|late_session,17547.5,17576.6,17526.33,17576.6,28.85,3,target,41.5,12.5,0.25
rw_001,124558,2024-02-02 18:50:00,2024-02-02 19:25:00,1,0.392567,long|entropy_mixed|run_persistence_aligned|path_efficiency_clean|range_decay_present|settlement_balanced|wick_pressure_mixed|session_position_extreme|prior_range_walk_aligned|time_decay_aligned|session_phase_late|spread_low|late_session,17605.75,17636.13,17583.66,17636.13,28.98,8,target,48.4,9.8,1.4
rw_001,124576,2024-02-02 20:20:00,2024-02-02 20:25:00,1,0.203838,long|entropy_mixed|run_persistence_mixed|path_efficiency_noisy|range_decay_neutral|settlement_persistent|wick_pressure_mixed|session_position_extreme|prior_range_walk_aligned|time_decay_mixed|session_phase_late|spread_low|late_session,17638.75,17616.27,17616.27,17669.66,-23.88,2,stop,2.9,45.3,1.4
rw_001,124584,2024-02-02 21:00:00,2024-02-02 21:10:00,1,0.220627,long|entropy_mixed|run_persistence_mixed|path_efficiency_clean|range_decay_neutral|settlement_persistent|wick_pressure_supportive|session_position_extreme|prior_range_walk_aligned|time_decay_mixed|session_phase_late|spread_low|late_session,17632.05,17661.33,17610.75,17661.33,27.93,3,target,33.85,1.7,1.35
rw_001,124759,2024-02-05 12:40:00,2024-02-05 12:40:00,1,0.108482,long|entropy_mixed|run_persistence_aligned|path_efficiency_clean|range_decay_neutral|settlement_persistent|wick_pressure_supportive|session_position_extreme|prior_range_walk_neutral|time_decay_mixed|session_phase_core|spread_high|europe_morning,17625.15,17618.54,17618.54,17634.24,-8.01,1,stop,0.75,7.95,1.4
