fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124173,2024-02-01 09:45:00,2024-02-01 09:45:00,1,0.160517,long|boundary_extreme_light|boundary_wick_against|close_reclaim_strong|stretch_light|opening_dislocation_inside|volume_climax_moderate|counterpressure_present|prior_extension_aligned|session_pressure_low|spread_low|europe_morning,17209.65,17203.97,17203.97,17217.46,-7.08,1,stop,0.25,9.4,1.4
rw_001,124249,2024-02-01 16:05:00,2024-02-01 16:10:00,-1,0.168392,short|boundary_extreme_deep|boundary_wick_rejecting|close_reclaim_strong|stretch_extended|opening_dislocation_outside|volume_climax_absent|counterpressure_mixed|prior_extension_conflict|session_pressure_mid|spread_low|us_overlap,17222.85,17231.17,17231.17,17211.4,-8.57,2,stop,7.7,11.05,0.25
rw_001,124265,2024-02-01 17:25:00,2024-02-01 17:25:00,1,0.223831,long|boundary_extreme_defined|boundary_wick_rejecting|close_reclaim_strong|stretch_light|opening_dislocation_inside|volume_climax_absent|counterpressure_mixed|prior_extension_aligned|session_pressure_mid|spread_low|late_session,17230.4,17248.56,17217.19,17248.56,18.16,1,target,34.25,3.1,0.0
rw_001,124274,2024-02-01 18:10:00,2024-02-01 18:20:00,-1,0.165092,short|boundary_extreme_light|boundary_wick_rejecting|close_reclaim_mixed|stretch_light|opening_dislocation_inside|volume_climax_absent|counterpressure_present|prior_extension_conflict|session_pressure_mid|spread_low|late_session,17177.55,17193.45,17193.45,17155.69,-17.3,3,stop,13.5,17.1,1.4
rw_001,124280,2024-02-01 18:40:00,2024-02-01 19:00:00,1,0.17889,long|boundary_extreme_defined|boundary_wick_rejecting|close_reclaim_strong|stretch_light|opening_dislocation_inside|volume_climax_absent|counterpressure_present|prior_extension_aligned|session_pressure_mid|spread_mid|late_session,17216.15,17240.02,17198.79,17240.02,22.57,5,target,38.75,12.8,1.3
rw_001,124292,2024-02-01 19:40:00,2024-02-01 19:45:00,-1,0.175208,short|boundary_extreme_deep|boundary_wick_rejecting|close_reclaim_strong|stretch_extended|opening_dislocation_outside|volume_climax_absent|counterpressure_present|prior_extension_conflict|session_pressure_high|spread_low|late_session,17238.55,17257.34,17257.34,17212.71,-19.94,2,stop,5.6,40.55,1.15
rw_001,124300,2024-02-01 20:20:00,2024-02-01 20:30:00,1,0.188008,long|boundary_extreme_defined|boundary_wick_rejecting|close_reclaim_strong|stretch_light|opening_dislocation_inside|volume_climax_absent|counterpressure_mixed|prior_extension_aligned|session_pressure_mid|spread_low|late_session,17268.25,17296.04,17248.04,17296.04,26.39,3,target,28.75,10.7,1.4
rw_001,124306,2024-02-01 20:50:00,2024-02-01 21:05:00,1,0.187788,long|boundary_extreme_defined|boundary_wick_against|close_reclaim_strong|stretch_light|opening_dislocation_inside|volume_climax_absent|counterpressure_present|prior_extension_aligned|session_pressure_mid|spread_low|late_session,17270.5,17298.23,17250.34,17298.23,27.38,4,target,29.95,5.7,0.35
rw_001,124488,2024-02-02 13:00:00,2024-02-02 13:15:00,-1,0.119728,short|boundary_extreme_deep|boundary_wick_mixed|close_reclaim_strong|stretch_extended|opening_dislocation_edge|volume_climax_moderate|counterpressure_present|prior_extension_aligned|session_pressure_mid|spread_low|europe_morning,17512.05,17519.09,17519.09,17502.37,-8.44,4,stop,7.15,7.35,1.4
rw_001,124522,2024-02-02 15:50:00,2024-02-02 15:50:00,-1,0.218649,short|boundary_extreme_light|boundary_wick_mixed|close_reclaim_strong|stretch_light|opening_dislocation_inside|volume_climax_absent|counterpressure_present|prior_extension_aligned|session_pressure_mid|spread_low|us_overlap,17432.1,17441.1,17441.1,17419.72,-10.3,1,stop,16.3,10.25,1.3
rw_001,124534,2024-02-02 16:50:00,2024-02-02 16:50:00,-1,0.1499,short|boundary_extreme_deep|boundary_wick_rejecting|close_reclaim_strong|stretch_light|opening_dislocation_inside|volume_climax_moderate|counterpressure_absent|prior_extension_aligned|session_pressure_mid|spread_low|us_overlap,17488.4,17470.46,17501.45,17470.46,17.11,1,target,28.5,1.9,0.83
rw_001,124543,2024-02-02 17:35:00,2024-02-02 17:35:00,1,0.193994,long|boundary_extreme_defined|boundary_wick_rejecting|close_reclaim_strong|stretch_light|opening_dislocation_inside|volume_climax_absent|counterpressure_mixed|prior_extension_conflict|session_pressure_mid|spread_low|late_session,17488.95,17512.89,17471.54,17512.89,23.94,1,target,32.75,12.25,0.0
rw_001,124549,2024-02-02 18:05:00,2024-02-02 18:05:00,-1,0.135767,short|boundary_extreme_deep|boundary_wick_mixed|close_reclaim_strong|stretch_defined|opening_dislocation_edge|volume_climax_absent|counterpressure_mixed|prior_extension_aligned|session_pressure_mid|spread_low|late_session,17518.3,17538.43,17538.43,17490.63,-21.53,1,stop,0.0,25.5,1.4
rw_001,124562,2024-02-02 19:10:00,2024-02-02 19:20:00,-1,0.187479,short|boundary_extreme_deep|boundary_wick_rejecting|close_reclaim_strong|stretch_extended|opening_dislocation_outside|volume_climax_absent|counterpressure_absent|prior_extension_aligned|session_pressure_mid|spread_low|late_session,17603.4,17625.73,17625.73,17572.7,-23.73,3,stop,7.45,23.4,1.4
rw_001,124574,2024-02-02 20:10:00,2024-02-02 20:15:00,-1,0.173809,short|boundary_extreme_deep|boundary_wick_rejecting|close_reclaim_strong|stretch_extended|opening_dislocation_outside|volume_climax_absent|counterpressure_mixed|prior_extension_aligned|session_pressure_high|spread_low|late_session,17614.4,17636.63,17636.63,17583.83,-22.76,2,stop,0.0,27.9,0.53
