fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124172,2024-02-01 09:40:00,2024-02-01 09:40:00,1,0.462139,long|short_tortuosity_releasing|medium_tortuosity_above_context|efficiency_rebuild_high|turn_density_neutral|overlap_release_high|excursion_bias_favorable|close_location_release_favorable|volume_with|prior_day_tortuosity_mid|session_pressure_mid|spread_high|europe_morning,17200.4,17208.37,17194.6,17208.37,7.97,1,target,13.85,0.0,0.0
rw_001,124214,2024-02-01 13:10:00,2024-02-01 13:50:00,-1,0.417273,short|short_tortuosity_releasing|medium_tortuosity_above_context|efficiency_rebuild_high|turn_density_releasing|overlap_release_high|excursion_bias_mixed|close_location_release_favorable|volume_mixed|prior_day_tortuosity_mid|session_pressure_mid|spread_high|us_overlap,17238.1,17226.68,17246.4,17226.68,10.02,9,target,16.65,1.15,1.4
rw_001,124233,2024-02-01 14:45:00,2024-02-01 14:45:00,1,0.494339,long|short_tortuosity_releasing|medium_tortuosity_above_context|efficiency_rebuild_high|turn_density_neutral|overlap_release_high|excursion_bias_favorable|close_location_release_favorable|volume_with|prior_day_tortuosity_mid|session_pressure_mid|spread_high|us_overlap,17255.85,17248.77,17248.77,17265.59,-8.48,1,stop,3.25,7.45,1.4
rw_001,124239,2024-02-01 15:15:00,2024-02-01 15:15:00,-1,0.422045,short|short_tortuosity_releasing|medium_tortuosity_above_context|efficiency_rebuild_high|turn_density_releasing|overlap_release_high|excursion_bias_favorable|close_location_release_mixed|volume_with|prior_day_tortuosity_mid|session_pressure_mid|spread_low|us_overlap,17212.5,17202.94,17219.45,17202.94,8.91,1,target,14.45,1.9,0.65
rw_001,124266,2024-02-01 17:30:00,2024-02-01 17:30:00,1,0.54212,long|short_tortuosity_releasing|medium_tortuosity_above_context|efficiency_rebuild_high|turn_density_neutral|overlap_release_high|excursion_bias_favorable|close_location_release_favorable|volume_mixed|prior_day_tortuosity_mid|session_pressure_mid|spread_low|late_session,17264.25,17250.73,17250.73,17282.85,-13.79,1,stop,2.35,14.95,0.27
rw_001,124272,2024-02-01 18:00:00,2024-02-01 18:05:00,-1,0.640508,short|short_tortuosity_releasing|medium_tortuosity_above_context|efficiency_rebuild_high|turn_density_releasing|overlap_release_high|excursion_bias_favorable|close_location_release_favorable|volume_with|prior_day_tortuosity_mid|session_pressure_high|spread_low|late_session,17169.0,17184.53,17184.53,17147.65,-15.53,2,stop,9.25,20.45,0.0
rw_001,124279,2024-02-01 18:35:00,2024-02-01 18:50:00,1,0.458267,long|short_tortuosity_releasing|medium_tortuosity_above_context|efficiency_rebuild_high|turn_density_rising|overlap_release_high|excursion_bias_favorable|close_location_release_favorable|volume_with|prior_day_tortuosity_mid|session_pressure_mid|spread_low|late_session,17206.4,17229.67,17189.48,17229.67,21.87,4,target,23.7,12.95,1.4
rw_001,124294,2024-02-01 19:50:00,2024-02-01 19:55:00,1,0.442516,long|short_tortuosity_releasing|medium_tortuosity_below_context|efficiency_rebuild_high|turn_density_releasing|overlap_release_high|excursion_bias_mixed|close_location_release_favorable|volume_against|prior_day_tortuosity_mid|session_pressure_high|spread_mid|late_session,17277.45,17302.68,17259.1,17302.68,23.83,2,target,31.0,10.45,1.4
rw_001,124488,2024-02-02 13:00:00,2024-02-02 13:15:00,-1,0.404205,short|short_tortuosity_releasing|medium_tortuosity_above_context|efficiency_rebuild_high|turn_density_neutral|overlap_release_high|excursion_bias_mixed|close_location_release_favorable|volume_mixed|prior_day_tortuosity_low|session_pressure_mid|spread_low|europe_morning,17512.05,17519.09,17519.09,17502.37,-8.44,4,stop,7.15,7.35,1.4
rw_001,124519,2024-02-02 15:35:00,2024-02-02 15:35:00,-1,0.548364,short|short_tortuosity_releasing|medium_tortuosity_above_context|efficiency_rebuild_high|turn_density_releasing|overlap_release_high|excursion_bias_favorable|close_location_release_favorable|volume_with|prior_day_tortuosity_low|session_pressure_high|spread_high|us_overlap,17430.0,17436.62,17436.62,17420.89,-6.62,1,stop,15.75,10.05,0.0
