fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124150,2024-02-01 07:50:00,2024-02-01 07:55:00,-1,-0.045661,short|impulse_range_defined|digestion_moderate|close_hold_mixed|pullback_shallow|touch_repeated|volume_confirmation_with|impulse_efficiency_choppy|prior_impulse_aligned|session_escape_defined|spread_high|early_session,17201.1,17195.05,17205.5,17195.05,4.65,2,target,8.2,0.1,1.4
rw_001,124156,2024-02-01 08:20:00,2024-02-01 08:25:00,-1,0.014832,short|impulse_range_defined|digestion_compressed|close_hold_strong|pullback_shallow|touch_dense|volume_confirmation_against|impulse_efficiency_mixed|prior_impulse_aligned|session_escape_defined|spread_high|europe_morning,17192.6,17186.95,17196.71,17186.95,4.25,2,target,11.4,0.85,1.4
rw_001,124178,2024-02-01 10:10:00,2024-02-01 10:15:00,1,0.002887,long|impulse_range_extended|digestion_moderate|close_hold_mixed|pullback_shallow|touch_repeated|volume_confirmation_with|impulse_efficiency_choppy|prior_impulse_conflict|session_escape_late_strong|spread_high|europe_morning,17215.3,17223.75,17209.16,17223.75,7.05,2,target,19.65,3.15,1.4
rw_001,124185,2024-02-01 10:45:00,2024-02-01 10:45:00,1,0.064259,long|impulse_range_extended|digestion_moderate|close_hold_strong|pullback_shallow|touch_dense|volume_confirmation_mixed|impulse_efficiency_clean|prior_impulse_conflict|session_escape_late_strong|spread_high|europe_morning,17240.9,17233.67,17233.67,17250.84,-8.63,1,stop,8.05,8.35,1.4
rw_001,124208,2024-02-01 12:40:00,2024-02-01 13:10:00,1,0.082031,long|impulse_range_defined|digestion_moderate|close_hold_strong|pullback_shallow|touch_dense|volume_confirmation_against|impulse_efficiency_choppy|prior_impulse_conflict|session_escape_defined|spread_high|europe_morning,17241.95,17233.07,17233.07,17254.16,-10.28,7,stop,11.5,10.6,1.4
rw_001,124235,2024-02-01 14:55:00,2024-02-01 14:55:00,1,-0.012986,long|impulse_range_defined|digestion_moderate|close_hold_mixed|pullback_shallow|touch_repeated|volume_confirmation_mixed|impulse_efficiency_choppy|prior_impulse_conflict|session_escape_late_strong|spread_high|us_overlap,17251.6,17244.58,17244.58,17261.25,-8.42,1,stop,3.0,12.25,1.4
rw_001,124289,2024-02-01 19:25:00,2024-02-01 19:25:00,1,0.076564,long|impulse_range_defined|digestion_moderate|close_hold_mixed|pullback_shallow|touch_dense|volume_confirmation_mixed|impulse_efficiency_mixed|prior_impulse_conflict|session_escape_late_strong|spread_low|late_session,17258.65,17239.83,17239.83,17284.52,-19.17,1,stop,2.55,21.35,0.35
rw_001,124296,2024-02-01 20:00:00,2024-02-01 20:00:00,1,0.066808,long|impulse_range_extended|digestion_moderate|close_hold_mixed|pullback_shallow|touch_repeated|volume_confirmation_mixed|impulse_efficiency_mixed|prior_impulse_conflict|session_escape_late_strong|spread_low|late_session,17279.05,17260.12,17260.12,17305.07,-18.93,1,stop,2.35,44.35,0.0
rw_001,124466,2024-02-02 11:10:00,2024-02-02 11:10:00,1,-0.016089,long|impulse_range_extended|digestion_moderate|close_hold_mixed|pullback_shallow|touch_repeated|volume_confirmation_mixed|impulse_efficiency_choppy|prior_impulse_aligned|session_escape_late_strong|spread_mid|europe_morning,17527.85,17536.08,17521.87,17536.08,6.83,1,target,11.0,1.3,1.4
rw_001,124523,2024-02-02 15:55:00,2024-02-02 15:55:00,-1,0.047596,short|impulse_range_defined|digestion_expanded|close_hold_strong|pullback_shallow|touch_dense|volume_confirmation_against|impulse_efficiency_choppy|prior_impulse_conflict|session_escape_late_strong|spread_mid|us_overlap,17416.25,17403.26,17425.7,17403.26,11.59,1,target,28.95,3.65,1.4
rw_001,124529,2024-02-02 16:25:00,2024-02-02 16:25:00,-1,0.142844,short|impulse_range_extended|digestion_compressed|close_hold_strong|pullback_shallow|touch_repeated|volume_confirmation_mixed|impulse_efficiency_mixed|prior_impulse_conflict|session_escape_late_strong|spread_mid|us_overlap,17392.5,17403.46,17403.46,17377.43,-10.96,1,stop,0.0,20.5,0.0
