fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124834,2024-02-05 18:55:00,2024-02-05 19:05:00,1,0.186942,long|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_mid|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_defined|spread_low|late_session,17553.1,17574.07,17537.85,17574.07,19.57,3,target,29.25,0.45,1.4
rw_001,124841,2024-02-05 19:30:00,2024-02-05 19:35:00,1,0.126435,long|zigzag_density_defined|coil_compressed|release_body_mixed|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_low|prior_energy_quiet|session_release_defined|spread_mid|late_session,17594.0,17615.69,17578.22,17615.69,20.29,2,target,30.65,0.0,1.4
rw_001,124847,2024-02-05 20:00:00,2024-02-05 20:10:00,-1,0.173569,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_defined|spread_mid|late_session,17600.35,17616.7,17616.7,17577.87,-17.75,3,stop,13.95,25.4,1.4
rw_001,124853,2024-02-05 20:30:00,2024-02-05 20:35:00,-1,0.197746,short|zigzag_density_light|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_low|late_session,17585.45,17602.54,17602.54,17561.95,-18.49,2,stop,1.7,19.2,1.4
rw_001,124859,2024-02-05 21:00:00,2024-02-05 21:30:00,1,0.129775,long|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_mid|late_session,17602.15,17623.62,17586.54,17623.62,20.07,7,target,31.6,14.3,1.4
rw_001,125037,2024-02-06 12:50:00,2024-02-06 12:55:00,1,0.11975,long|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_defined|spread_high|europe_morning,17634.8,17643.51,17628.47,17643.51,7.31,2,target,9.1,0.6,1.4
rw_001,125075,2024-02-06 16:00:00,2024-02-06 16:00:00,-1,0.127957,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_defined|spread_high|us_overlap,17644.2,17651.75,17651.75,17633.82,-8.95,1,stop,0.0,10.3,1.4
rw_001,125099,2024-02-06 18:00:00,2024-02-06 18:05:00,1,0.131783,long|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_weak|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_defined|spread_mid|late_session,17544.45,17563.06,17530.92,17563.06,18.28,2,target,21.15,11.45,0.33
rw_001,125105,2024-02-06 18:30:00,2024-02-06 18:35:00,1,0.203435,long|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_mixed|prior_energy_quiet|session_release_defined|spread_low|late_session,17562.5,17547.93,17547.93,17582.53,-15.97,2,stop,6.9,24.65,1.4
rw_001,125111,2024-02-06 19:00:00,2024-02-06 19:20:00,-1,0.144437,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_mixed|prior_energy_quiet|session_release_heavy|spread_low|late_session,17492.95,17471.21,17508.76,17471.21,21.74,5,target,25.2,10.9,0.0
rw_001,125119,2024-02-06 19:40:00,2024-02-06 19:45:00,1,0.204957,long|zigzag_density_dense|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_low|late_session,17514.25,17496.69,17496.69,17538.4,-18.96,2,stop,7.85,20.1,1.4
rw_001,125125,2024-02-06 20:10:00,2024-02-06 20:35:00,-1,0.19893,short|zigzag_density_dense|coil_compressed|release_body_mixed|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_mid|late_session,17514.7,17533.31,17533.31,17489.11,-20.01,6,stop,19.2,23.3,1.4
rw_001,125134,2024-02-06 20:55:00,2024-02-06 21:05:00,-1,0.193986,short|zigzag_density_dense|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_mixed|prior_energy_quiet|session_release_heavy|spread_mid|late_session,17525.7,17501.17,17543.54,17501.17,23.13,3,target,39.95,13.4,1.4
rw_001,125241,2024-02-07 06:50:00,2024-02-07 07:05:00,-1,0.102798,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_balanced|session_release_light|spread_high|early_session,17574.15,17567.64,17578.88,17567.64,5.11,4,target,7.1,0.35,1.4
rw_001,125297,2024-02-07 11:30:00,2024-02-07 11:30:00,-1,0.112918,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_balanced|session_release_defined|spread_low|europe_morning,17580.7,17585.89,17585.89,17573.56,-6.59,1,stop,0.8,5.2,1.4
rw_001,125353,2024-02-07 16:10:00,2024-02-07 16:20:00,1,0.162958,long|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_mixed|prior_energy_quiet|session_release_defined|spread_low|us_overlap,17671.65,17681.55,17664.45,17681.55,8.5,3,target,12.6,3.35,1.4
rw_001,125375,2024-02-07 18:00:00,2024-02-07 18:00:00,-1,0.155883,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_low|late_session,17746.0,17726.62,17760.09,17726.62,19.38,1,target,24.05,2.85,0.0
rw_001,125383,2024-02-07 18:40:00,2024-02-07 18:50:00,1,0.202678,long|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_low|late_session,17729.7,17751.21,17714.06,17751.21,20.16,3,target,25.1,8.0,1.35
rw_001,125392,2024-02-07 19:25:00,2024-02-07 19:30:00,-1,0.221025,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_low|late_session,17739.2,17716.05,17756.03,17716.05,21.75,2,target,31.25,2.2,1.4
rw_001,125399,2024-02-07 20:00:00,2024-02-07 20:00:00,1,0.156878,long|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_low|late_session,17731.2,17713.57,17713.57,17755.45,-17.63,1,stop,20.1,29.9,0.0
rw_001,125410,2024-02-07 20:55:00,2024-02-07 21:30:00,1,0.156635,long|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_mid|release_range_thin|volume_confirmation_mixed|path_tortuosity_mixed|prior_energy_quiet|session_release_defined|spread_mid|late_session,17764.7,17747.15,17747.15,17788.83,-18.95,8,stop,6.1,20.9,1.4
rw_001,125577,2024-02-08 11:50:00,2024-02-08 12:05:00,-1,0.093642,short|zigzag_density_dense|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_against|path_tortuosity_high|prior_energy_balanced|session_release_defined|spread_high|europe_morning,17756.6,17750.32,17761.17,17750.32,4.88,4,target,8.4,2.2,1.4
rw_001,125608,2024-02-08 14:25:00,2024-02-08 14:30:00,1,0.09636,long|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_high|prior_energy_balanced|session_release_defined|spread_high|us_overlap,17726.5,17720.96,17720.96,17734.12,-6.94,2,stop,0.7,8.15,1.4
rw_001,125614,2024-02-08 14:55:00,2024-02-08 14:55:00,-1,0.08226,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_balanced|session_release_defined|spread_high|us_overlap,17721.15,17713.78,17726.51,17713.78,6.02,1,target,9.0,0.0,1.35
rw_001,125648,2024-02-08 17:45:00,2024-02-08 17:45:00,1,0.084863,long|zigzag_density_dense|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_low|late_session,17763.35,17777.4,17753.13,17777.4,12.65,1,target,22.65,3.7,1.4
rw_001,125661,2024-02-08 18:50:00,2024-02-08 19:25:00,1,0.174059,long|zigzag_density_dense|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_mid|late_session,17780.9,17797.71,17768.67,17797.71,15.41,8,target,22.95,9.8,1.4
rw_001,125680,2024-02-08 20:25:00,2024-02-08 20:35:00,1,0.096089,long|zigzag_density_dense|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_mid|late_session,17778.5,17797.23,17764.88,17797.23,17.33,3,target,21.2,0.25,1.4
rw_001,125687,2024-02-08 21:00:00,2024-02-08 21:05:00,1,0.125844,long|zigzag_density_dense|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_mid|late_session,17776.5,17764.06,17764.06,17793.6,-13.84,2,stop,6.3,27.0,1.4
rw_001,125866,2024-02-09 12:55:00,2024-02-09 13:00:00,-1,0.124167,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_defined|spread_high|europe_morning,17827.75,17819.9,17833.46,17819.9,6.45,2,target,12.75,2.2,1.4
rw_001,125872,2024-02-09 13:25:00,2024-02-09 13:30:00,1,0.161141,long|zigzag_density_defined|coil_compressed|release_body_mixed|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_defined|spread_low|us_overlap,17821.75,17829.78,17815.91,17829.78,6.63,2,target,8.95,4.35,1.4
rw_001,125906,2024-02-09 16:15:00,2024-02-09 16:20:00,1,0.192607,long|zigzag_density_dense|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_against|path_tortuosity_high|prior_energy_quiet|session_release_defined|spread_low|us_overlap,17847.15,17840.13,17840.13,17856.8,-8.42,2,stop,0.15,18.05,1.4
rw_001,125926,2024-02-09 17:55:00,2024-02-09 18:00:00,-1,0.149295,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_low|prior_energy_quiet|session_release_defined|spread_low|late_session,17903.45,17914.83,17914.83,17887.8,-12.78,2,stop,10.75,13.8,1.4
rw_001,125932,2024-02-09 18:25:00,2024-02-09 18:35:00,-1,0.195183,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_mid|late_session,17905.7,17889.07,17917.79,17889.07,15.23,3,target,23.7,3.6,1.4
rw_001,125938,2024-02-09 18:55:00,2024-02-09 19:30:00,-1,0.164619,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_defined|spread_mid|late_session,17909.1,17921.85,17921.85,17891.57,-13.15,8,stop,16.1,13.5,0.4
rw_001,125960,2024-02-09 20:45:00,2024-02-09 21:20:00,-1,0.168154,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_mid|late_session,17947.8,17958.88,17958.88,17932.56,-12.48,8,stop,5.9,14.35,1.4
rw_001,126123,2024-02-12 11:25:00,2024-02-12 11:30:00,-1,0.010501,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_against|path_tortuosity_high|prior_energy_balanced|session_release_defined|spread_high|europe_morning,17968.65,17972.54,17972.54,17963.3,-5.29,2,stop,2.6,5.25,1.4
rw_001,126130,2024-02-12 12:00:00,2024-02-12 12:05:00,1,0.063212,long|zigzag_density_dense|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_high|prior_energy_balanced|session_release_defined|spread_high|europe_morning,17969.0,17964.77,17964.77,17974.81,-5.63,2,stop,3.4,8.05,1.4
rw_001,126142,2024-02-12 13:00:00,2024-02-12 13:05:00,1,0.081129,long|zigzag_density_dense|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_high|prior_energy_balanced|session_release_defined|spread_high|europe_morning,17968.3,17963.61,17963.61,17974.75,-6.09,2,stop,0.05,7.65,1.4
rw_001,126163,2024-02-12 14:45:00,2024-02-12 14:55:00,1,0.011466,long|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_against|path_tortuosity_high|prior_energy_balanced|session_release_defined|spread_high|us_overlap,17956.55,17952.02,17952.02,17962.78,-5.93,3,stop,1.35,6.15,1.4
rw_001,126208,2024-02-12 18:30:00,2024-02-12 18:30:00,1,0.076377,long|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_mixed|prior_energy_quiet|session_release_defined|spread_high|late_session,18008.85,18020.82,18000.15,18020.82,10.57,1,target,19.7,3.85,1.4
rw_001,126216,2024-02-12 19:10:00,2024-02-12 19:20:00,-1,0.13489,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_mid|late_session,18013.9,18000.01,18024.0,18000.01,12.49,3,target,30.5,9.0,1.4
rw_001,126226,2024-02-12 20:00:00,2024-02-12 20:05:00,1,0.14407,long|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_against|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_mid|late_session,18018.55,18007.33,18007.33,18033.97,-12.62,2,stop,2.7,13.25,1.4
rw_001,126237,2024-02-12 20:55:00,2024-02-12 21:00:00,1,0.018104,long|zigzag_density_defined|coil_loose|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_mixed|prior_energy_quiet|session_release_heavy|spread_mid|late_session,17935.1,17922.92,17922.92,17951.85,-13.58,2,stop,9.45,17.65,1.4
rw_001,126427,2024-02-13 13:45:00,2024-02-13 14:00:00,-1,0.185348,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_defined|spread_high|us_overlap,17768.4,17757.36,17776.43,17757.36,9.64,4,target,38.05,1.7,1.4
rw_001,126460,2024-02-13 16:30:00,2024-02-13 16:30:00,1,0.195991,long|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_mid|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_defined|spread_low|us_overlap,17552.5,17538.9,17538.9,17571.2,-13.6,1,stop,8.75,41.75,0.0
rw_001,126469,2024-02-13 17:15:00,2024-02-13 17:15:00,-1,0.21367,short|zigzag_density_defined|coil_compressed|release_body_mixed|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_low|late_session,17573.55,17591.11,17591.11,17549.4,-17.56,1,stop,19.0,26.35,0.0
rw_001,126481,2024-02-13 18:15:00,2024-02-13 18:50:00,-1,0.215373,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_low|late_session,17680.05,17650.23,17701.74,17650.23,28.42,8,target,32.45,11.35,1.4
rw_001,126499,2024-02-13 19:45:00,2024-02-13 19:50:00,-1,0.180669,short|zigzag_density_defined|coil_compressed|release_body_mixed|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_low|late_session,17643.4,17613.61,17665.07,17613.61,28.44,2,target,45.0,3.3,1.35
rw_001,126505,2024-02-13 20:15:00,2024-02-13 20:35:00,1,0.147919,long|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_mixed|prior_energy_quiet|session_release_heavy|spread_low|late_session,17613.7,17593.15,17593.15,17641.96,-20.7,5,stop,7.15,21.2,0.15
rw_001,126511,2024-02-13 20:45:00,2024-02-13 20:55:00,-1,0.227996,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_low|late_session,17598.15,17571.62,17617.44,17571.62,25.13,3,target,27.25,5.9,1.4
rw_001,126687,2024-02-14 12:25:00,2024-02-14 12:35:00,-1,0.100085,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_against|path_tortuosity_high|prior_energy_balanced|session_release_defined|spread_high|europe_morning,17703.4,17709.84,17709.84,17694.55,-7.84,3,stop,2.25,6.85,1.4
rw_001,126693,2024-02-14 12:55:00,2024-02-14 13:00:00,1,0.075313,long|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_mid|release_range_thin|volume_confirmation_mixed|path_tortuosity_high|prior_energy_balanced|session_release_defined|spread_high|europe_morning,17710.7,17704.12,17704.12,17719.75,-7.98,2,stop,7.95,16.8,1.4
rw_001,126752,2024-02-14 17:50:00,2024-02-14 17:50:00,1,0.087822,long|zigzag_density_dense|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_defined|spread_low|late_session,17727.5,17714.42,17714.42,17745.48,-13.08,1,stop,4.8,32.25,0.0
rw_001,126762,2024-02-14 18:40:00,2024-02-14 18:40:00,1,0.192103,long|zigzag_density_dense|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_low|late_session,17685.2,17669.23,17669.23,17707.16,-17.27,1,stop,7.65,37.45,1.3
rw_001,126768,2024-02-14 19:10:00,2024-02-14 19:20:00,1,0.071228,long|zigzag_density_dense|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_defined|spread_low|late_session,17643.75,17667.62,17626.39,17667.62,22.47,3,target,24.9,0.0,1.4
rw_001,126774,2024-02-14 19:40:00,2024-02-14 19:45:00,-1,0.144752,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_heavy|spread_low|late_session,17689.3,17707.77,17707.77,17663.91,-19.52,2,stop,3.9,18.9,1.05
rw_001,126784,2024-02-14 20:30:00,2024-02-14 20:30:00,1,0.179389,long|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_defined|spread_low|late_session,17684.6,17711.04,17665.37,17711.04,25.04,1,target,29.35,3.5,1.4
rw_001,126790,2024-02-14 21:00:00,2024-02-14 21:05:00,-1,0.041419,short|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_mid|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_defined|spread_mid|late_session,17710.7,17685.52,17729.01,17685.52,23.78,2,target,54.95,0.9,1.4
rw_001,126891,2024-02-15 06:25:00,2024-02-15 07:00:00,1,0.095743,long|zigzag_density_defined|coil_compressed|release_body_aligned|close_drive_strong|release_range_thin|volume_confirmation_against|path_tortuosity_high|prior_energy_balanced|session_release_light|spread_high|early_session,17797.25,17802.26,17793.6,17802.26,3.61,8,target,5.3,2.2,1.4
rw_001,126966,2024-02-15 12:40:00,2024-02-15 12:50:00,1,0.139641,long|zigzag_density_defined|coil_compressed|release_body_against|close_drive_strong|release_range_defined|volume_confirmation_mixed|path_tortuosity_high|prior_energy_quiet|session_release_defined|spread_low|europe_morning,17818.45,17812.0,17812.0,17827.32,-7.85,3,stop,4.9,8.5,1.4
