fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124209,2024-02-01 12:45:00,2024-02-01 13:10:00,1,-1.897676,long|range_overlap_topology,17243.45,17234.62,17234.62,17255.59,-10.23,6,stop,10.0,12.1,1.4
rw_001,124222,2024-02-01 13:50:00,2024-02-01 14:05:00,-1,-1.927652,short|range_overlap_topology,17228.95,17236.66,17236.66,17218.34,-9.11,4,stop,7.5,20.7,1.4
rw_001,124232,2024-02-01 14:40:00,2024-02-01 14:45:00,1,-1.915147,long|range_overlap_topology,17246.3,17256.23,17239.08,17256.23,8.53,2,target,12.8,0.0,1.4
rw_001,124268,2024-02-01 17:40:00,2024-02-01 17:40:00,1,-1.908941,long|range_overlap_topology,17251.75,17237.55,17237.55,17271.28,-15.5,1,stop,1.25,21.25,1.3
rw_001,124278,2024-02-01 18:30:00,2024-02-01 18:30:00,-1,-1.913887,short|range_overlap_topology,17176.5,17193.2,17193.2,17153.53,-17.2,1,stop,1.05,30.6,0.5
rw_001,124284,2024-02-01 19:00:00,2024-02-01 19:00:00,1,-1.923334,long|range_overlap_topology,17220.3,17245.02,17202.32,17245.02,23.32,1,target,34.6,1.75,1.4
rw_001,124292,2024-02-01 19:40:00,2024-02-01 19:45:00,-1,-1.912927,short|range_overlap_topology,17238.55,17257.34,17257.34,17212.71,-19.94,2,stop,5.6,40.55,1.15
rw_001,124305,2024-02-01 20:45:00,2024-02-01 20:45:00,-1,-1.929784,short|range_overlap_topology,17249.7,17270.08,17270.08,17221.68,-20.38,1,stop,0.5,24.5,0.0
rw_001,124428,2024-02-02 08:00:00,2024-02-02 08:00:00,-1,-1.93577,short|range_overlap_topology,17516.45,17511.42,17520.11,17511.42,3.63,1,target,10.3,0.5,1.4
rw_001,124475,2024-02-02 11:55:00,2024-02-02 12:05:00,-1,-1.918412,short|range_overlap_topology,17513.25,17504.04,17519.94,17504.04,7.81,3,target,10.45,3.0,1.4
rw_001,124487,2024-02-02 12:55:00,2024-02-02 13:00:00,-1,-1.937771,short|range_overlap_topology,17519.8,17510.13,17526.83,17510.13,9.15,2,target,14.9,0.3,0.52
rw_001,124500,2024-02-02 14:00:00,2024-02-02 14:05:00,1,-1.920393,long|range_overlap_topology,17522.55,17515.6,17515.6,17532.11,-8.35,2,stop,1.15,15.2,1.4
rw_001,124552,2024-02-02 18:20:00,2024-02-02 18:30:00,1,-1.929442,long|range_overlap_topology,17547.5,17576.6,17526.33,17576.6,28.85,3,target,41.5,12.5,0.25
rw_001,124565,2024-02-02 19:25:00,2024-02-02 19:25:00,1,-1.912045,long|range_overlap_topology,17621.25,17652.81,17598.3,17652.81,30.16,1,target,32.9,4.1,1.4
rw_001,124576,2024-02-02 20:20:00,2024-02-02 20:25:00,1,-1.928655,long|range_overlap_topology,17638.75,17616.27,17616.27,17669.66,-23.88,2,stop,2.9,45.3,1.4
rw_001,124584,2024-02-02 21:00:00,2024-02-02 21:10:00,1,-1.892077,long|range_overlap_topology,17632.05,17661.33,17610.75,17661.33,27.93,3,target,33.85,1.7,1.35
rw_001,124685,2024-02-05 06:30:00,2024-02-05 07:00:00,-1,-1.927643,short|range_overlap_topology,17587.8,17592.87,17592.87,17580.83,-6.47,7,stop,3.45,6.55,1.4
rw_001,124755,2024-02-05 12:20:00,2024-02-05 12:30:00,1,-1.938428,long|range_overlap_topology,17603.2,17612.14,17596.7,17612.14,7.54,3,target,19.9,1.7,1.4
rw_001,124773,2024-02-05 13:50:00,2024-02-05 13:55:00,-1,-1.929483,short|range_overlap_topology,17617.05,17607.39,17624.08,17607.39,8.26,2,target,9.9,0.75,1.4
rw_001,124787,2024-02-05 15:00:00,2024-02-05 15:15:00,1,-1.943145,long|range_overlap_topology,17637.6,17630.68,17630.68,17647.11,-8.32,4,stop,6.05,7.5,1.4
rw_001,124831,2024-02-05 18:40:00,2024-02-05 18:40:00,1,-1.933905,long|range_overlap_topology,17539.75,17524.94,17524.94,17560.11,-16.21,1,stop,1.75,18.25,1.4
rw_001,124839,2024-02-05 19:20:00,2024-02-05 19:35:00,1,-1.933226,long|range_overlap_topology,17584.3,17605.98,17568.53,17605.98,20.98,4,target,40.35,10.55,0.7
rw_001,124847,2024-02-05 20:00:00,2024-02-05 20:10:00,-1,-1.940095,short|range_overlap_topology,17600.35,17616.7,17616.7,17577.87,-17.75,3,stop,13.95,25.4,1.4
rw_001,124857,2024-02-05 20:50:00,2024-02-05 21:10:00,-1,-1.922246,short|range_overlap_topology,17599.1,17615.34,17615.34,17576.77,-17.64,5,stop,16.35,16.25,1.4
rw_001,125037,2024-02-06 12:50:00,2024-02-06 12:55:00,1,-1.92817,long|range_overlap_topology,17634.8,17643.51,17628.47,17643.51,7.31,2,target,9.1,0.6,1.4
rw_001,125063,2024-02-06 15:00:00,2024-02-06 15:05:00,1,-1.931223,long|range_overlap_topology,17611.95,17622.56,17604.23,17622.56,9.21,2,target,16.45,3.9,1.4
rw_001,125080,2024-02-06 16:25:00,2024-02-06 16:25:00,1,-1.913319,long|range_overlap_topology,17657.95,17650.31,17650.31,17668.46,-8.94,1,stop,0.0,13.1,1.3
rw_001,125105,2024-02-06 18:30:00,2024-02-06 18:35:00,1,-1.930562,long|range_overlap_topology,17562.5,17547.93,17547.93,17582.53,-15.97,2,stop,6.9,24.65,1.4
rw_001,125113,2024-02-06 19:10:00,2024-02-06 19:20:00,-1,-1.927674,short|range_overlap_topology,17496.1,17473.92,17512.23,17473.92,21.63,3,target,28.35,4.8,0.55
rw_001,125119,2024-02-06 19:40:00,2024-02-06 19:45:00,1,-1.927217,long|range_overlap_topology,17514.25,17496.69,17496.69,17538.4,-18.96,2,stop,7.85,20.1,1.4
rw_001,125125,2024-02-06 20:10:00,2024-02-06 20:10:00,1,-1.91155,long|range_overlap_topology,17514.7,17496.09,17496.09,17540.29,-20.01,1,stop,1.45,19.2,1.4
rw_001,125134,2024-02-06 20:55:00,2024-02-06 21:05:00,1,-1.88833,long|range_overlap_topology,17525.7,17507.86,17507.86,17550.23,-19.24,3,stop,13.4,39.95,1.4
rw_001,125276,2024-02-07 09:45:00,2024-02-07 09:50:00,-1,-1.937257,short|range_overlap_topology,17548.2,17552.69,17552.69,17542.02,-5.89,2,stop,3.05,5.2,1.4
rw_001,125286,2024-02-07 10:35:00,2024-02-07 10:50:00,1,-1.935205,long|range_overlap_topology,17561.0,17567.54,17556.24,17567.54,5.14,4,target,8.0,1.25,1.4
rw_001,125309,2024-02-07 12:30:00,2024-02-07 12:30:00,1,-1.938693,long|range_overlap_topology,17591.15,17585.48,17585.48,17598.95,-7.07,1,stop,0.0,9.25,1.4
rw_001,125373,2024-02-07 17:50:00,2024-02-07 17:55:00,1,-1.933328,long|range_overlap_topology,17770.75,17757.15,17757.15,17789.45,-14.9,2,stop,16.35,27.15,1.3
rw_001,125387,2024-02-07 19:00:00,2024-02-07 19:10:00,1,-1.942187,long|range_overlap_topology,17756.45,17740.26,17740.26,17778.72,-17.59,3,stop,7.5,19.45,1.4
rw_001,125393,2024-02-07 19:30:00,2024-02-07 19:35:00,-1,-1.924124,short|range_overlap_topology,17729.8,17706.47,17746.77,17706.47,21.93,2,target,25.95,0.5,1.4
rw_001,125399,2024-02-07 20:00:00,2024-02-07 20:00:00,1,-1.927901,long|range_overlap_topology,17731.2,17713.57,17713.57,17755.45,-17.63,1,stop,20.1,29.9,0.0
rw_001,125410,2024-02-07 20:55:00,2024-02-07 21:30:00,1,-1.933854,long|range_overlap_topology,17764.7,17747.15,17747.15,17788.83,-18.95,8,stop,6.1,20.9,1.4
rw_001,125579,2024-02-08 12:00:00,2024-02-08 12:05:00,-1,-1.927798,short|range_overlap_topology,17755.2,17748.87,17759.81,17748.87,4.93,2,target,7.0,3.6,1.4
rw_001,125590,2024-02-08 12:55:00,2024-02-08 13:00:00,-1,-1.929251,short|range_overlap_topology,17742.0,17746.89,17746.89,17735.28,-6.29,2,stop,0.0,5.2,1.4
rw_001,125629,2024-02-08 16:10:00,2024-02-08 16:20:00,1,-1.929919,long|range_overlap_topology,17729.3,17738.26,17722.78,17738.26,7.56,3,target,9.05,3.4,1.4
rw_001,125651,2024-02-08 18:00:00,2024-02-08 18:00:00,1,-1.931233,long|range_overlap_topology,17798.0,17786.99,17786.99,17813.13,-12.41,1,stop,0.9,16.0,1.4
rw_001,125659,2024-02-08 18:40:00,2024-02-08 18:40:00,1,-1.921918,long|range_overlap_topology,17787.7,17775.65,17775.65,17804.27,-12.05,1,stop,7.0,12.5,0.0
rw_001,125668,2024-02-08 19:25:00,2024-02-08 19:40:00,1,-1.928008,long|range_overlap_topology,17787.45,17774.82,17774.82,17804.82,-14.03,4,stop,16.4,16.05,1.4
rw_001,125674,2024-02-08 19:55:00,2024-02-08 20:00:00,-1,-1.928821,short|range_overlap_topology,17769.75,17782.44,17782.44,17752.3,-14.09,2,stop,12.6,23.5,1.4
rw_001,125685,2024-02-08 20:50:00,2024-02-08 21:00:00,-1,-1.906968,short|range_overlap_topology,17784.9,17767.43,17797.6,17767.43,16.07,3,target,19.35,1.05,1.4
rw_001,125858,2024-02-09 12:15:00,2024-02-09 12:20:00,1,-1.914081,long|range_overlap_topology,17825.4,17832.91,17819.94,17832.91,6.11,2,target,8.65,1.3,1.4
rw_001,125871,2024-02-09 13:20:00,2024-02-09 13:30:00,-1,-1.921127,short|range_overlap_topology,17821.15,17827.05,17827.05,17813.03,-6.0,3,stop,4.9,9.55,0.1
rw_001,125920,2024-02-09 17:25:00,2024-02-09 17:30:00,1,-1.916222,long|range_overlap_topology,17876.15,17890.63,17865.62,17890.63,13.08,2,target,21.8,4.9,1.4
rw_001,125926,2024-02-09 17:55:00,2024-02-09 18:05:00,1,-1.908555,long|range_overlap_topology,17903.45,17919.1,17892.07,17919.1,14.25,3,target,17.9,10.75,1.4
rw_001,125934,2024-02-09 18:35:00,2024-02-09 18:40:00,-1,-1.921504,short|range_overlap_topology,17895.35,17907.61,17907.61,17878.49,-12.81,2,stop,13.35,16.0,0.55
rw_001,125941,2024-02-09 19:10:00,2024-02-09 19:25:00,-1,-1.928074,short|range_overlap_topology,17900.2,17913.07,17913.07,17882.51,-14.27,4,stop,7.2,17.15,1.4
rw_001,125953,2024-02-09 20:10:00,2024-02-09 20:25:00,1,-1.914218,long|range_overlap_topology,17938.85,17955.06,17927.06,17955.06,14.86,4,target,16.35,3.5,1.35
rw_001,125961,2024-02-09 20:50:00,2024-02-09 21:20:00,-1,-1.917232,short|range_overlap_topology,17948.0,17958.88,17958.88,17933.04,-12.23,7,stop,6.1,14.15,1.35
rw_001,126130,2024-02-12 12:00:00,2024-02-12 12:05:00,-1,-1.93579,short|range_overlap_topology,17969.0,17963.19,17973.23,17963.19,4.41,2,target,8.05,3.4,1.4
