fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_003,175939,2024-10-24 06:05:00,2024-10-24 06:05:00,-1,-0.865929,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_0|div_0|loss_0|foldloss_0|costgap_30,20196.55,20187.5,20203.14,20187.5,7.65,1,target,15.63,0.62,1.4
rw_003,176027,2024-10-24 13:25:00,2024-10-24 14:00:00,-1,-1.008459,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_0|div_0|loss_0|foldloss_0|costgap_30,20246.55,20234.59,20255.25,20234.59,10.56,8,target,14.38,7.62,1.4
rw_003,176036,2024-10-24 14:10:00,2024-10-24 14:10:00,-1,-0.157366,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_3|div_4|loss_100|foldloss_100|costgap_30,20256.67,20264.94,20264.94,20245.29,-9.67,1,stop,8.87,10.25,1.4
rw_003,176044,2024-10-24 14:50:00,2024-10-24 14:55:00,-1,0.346588,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_5|div_5|loss_0|foldloss_0|costgap_30,20269.3,20277.11,20277.11,20258.56,-9.21,2,stop,0.75,9.75,1.4
rw_003,176078,2024-10-24 17:40:00,2024-10-24 17:45:00,-1,-0.957991,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_0|div_2|loss_100|foldloss_100|costgap_30,20225.15,20203.4,20240.97,20203.4,20.55,2,target,32.88,6.37,1.2
rw_003,176101,2024-10-24 19:35:00,2024-10-24 20:00:00,-1,0.577148,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_3|div_4|loss_78|foldloss_100|costgap_30,20211.02,20234.09,20234.09,20179.29,-24.27,6,stop,18.75,33.5,1.2
rw_003,176107,2024-10-24 20:05:00,2024-10-24 20:25:00,-1,0.646867,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,20237.02,20205.21,20260.16,20205.21,30.61,5,target,32.5,11.75,1.2
rw_003,176271,2024-10-25 10:45:00,2024-10-25 10:45:00,-1,-1.231183,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,20287.12,20278.81,20293.17,20278.81,6.91,1,target,12.25,1.13,1.4
rw_003,176299,2024-10-25 13:05:00,2024-10-25 13:15:00,-1,-1.507587,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,20303.62,20292.39,20311.78,20292.39,9.83,3,target,11.25,2.25,1.4
rw_003,176318,2024-10-25 14:40:00,2024-10-25 14:45:00,-1,-0.973027,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,20297.62,20305.07,20305.07,20287.38,-8.85,2,stop,2.87,21.63,1.4
rw_003,176341,2024-10-25 16:35:00,2024-10-25 16:35:00,-1,-1.386249,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,20398.35,20405.36,20405.36,20388.71,-8.21,1,stop,0.88,35.62,1.2
rw_003,176368,2024-10-25 18:50:00,2024-10-25 18:50:00,-1,-1.500284,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_0|div_0|loss_0|foldloss_0|costgap_30,20499.47,20475.08,20517.21,20475.08,23.19,1,target,32.0,3.5,1.2
rw_003,176376,2024-10-25 19:30:00,2024-10-25 20:00:00,-1,1.117271,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_4|div_5|loss_89|foldloss_0|costgap_30,20523.22,20496.87,20542.38,20496.87,25.15,7,target,32.5,3.5,1.2
rw_003,176383,2024-10-25 20:05:00,2024-10-25 20:10:00,-1,-1.470892,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_1|div_2|loss_100|foldloss_100|costgap_30,20501.97,20474.31,20522.09,20474.31,26.46,2,target,29.0,2.25,1.2
rw_003,176393,2024-10-25 20:55:00,2024-10-25 20:55:00,-1,-1.86317,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_0|div_1|loss_100|foldloss_100|costgap_30,20415.6,20385.51,20437.48,20385.51,28.89,1,target,43.75,0.87,1.2
rw_003,176490,2024-10-28 06:05:00,2024-10-28 06:20:00,-1,-0.750003,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_0|div_2|loss_94|foldloss_50|costgap_30,20502.92,20491.0,20511.59,20491.0,10.52,4,target,12.37,0.88,1.4
rw_003,176504,2024-10-28 07:15:00,2024-10-28 07:20:00,-1,-0.136761,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,20496.3,20504.13,20504.13,20485.54,-9.23,2,stop,2.0,12.25,1.4
rw_003,176595,2024-10-28 14:50:00,2024-10-28 15:00:00,-1,-0.909305,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_0|div_2|loss_94|foldloss_50|costgap_30,20502.8,20488.69,20513.06,20488.69,12.71,3,target,42.0,1.0,1.4
rw_003,176601,2024-10-28 15:20:00,2024-10-28 15:25:00,-1,-0.929354,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_0|div_1|loss_100|foldloss_100|costgap_30,20489.55,20475.18,20500.0,20475.18,12.97,2,target,20.25,0.25,1.4
rw_003,176627,2024-10-28 17:30:00,2024-10-28 17:30:00,-1,-0.609945,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_1|div_1|loss_0|foldloss_0|costgap_30,20471.02,20450.93,20485.63,20450.93,18.89,1,target,32.12,11.5,1.2
rw_003,176649,2024-10-28 19:20:00,2024-10-28 19:35:00,-1,0.677266,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_0|div_2|loss_83|foldloss_50|costgap_30,20427.77,20401.87,20446.61,20401.87,24.7,4,target,38.37,14.75,1.2
rw_003,176668,2024-10-28 20:55:00,2024-10-28 21:20:00,-1,-0.844748,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_0|div_1|loss_78|foldloss_100|costgap_30,20427.02,20400.84,20446.06,20400.84,24.98,6,target,28.25,4.38,1.2
rw_003,176810,2024-10-29 09:45:00,2024-10-29 10:00:00,-1,-0.371683,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,20418.85,20425.04,20425.04,20410.34,-7.59,4,stop,7.63,7.25,1.4
rw_003,176860,2024-10-29 13:55:00,2024-10-29 14:00:00,-1,-0.409729,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_1|div_2|loss_89|foldloss_0|costgap_30,20393.97,20378.55,20405.19,20378.55,14.02,2,target,23.87,1.0,1.4
rw_003,176870,2024-10-29 14:45:00,2024-10-29 14:55:00,-1,-0.511861,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_0|div_2|loss_83|foldloss_50|costgap_30,20387.47,20371.48,20399.1,20371.48,14.59,3,target,21.75,4.0,1.4
rw_003,176902,2024-10-29 17:25:00,2024-10-29 17:25:00,-1,-0.273699,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,20462.32,20441.42,20477.52,20441.42,19.7,1,target,60.0,14.75,1.2
rw_003,176909,2024-10-29 18:00:00,2024-10-29 18:05:00,-1,0.163951,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_6|div_6|loss_0|foldloss_0|costgap_30,20474.32,20448.89,20492.82,20448.89,24.23,2,target,28.5,6.63,1.2
rw_003,176926,2024-10-29 19:25:00,2024-10-29 19:30:00,-1,0.677516,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_1|div_1|loss_0|foldloss_0|costgap_30,20507.32,20479.13,20527.82,20479.13,26.99,2,target,36.75,1.63,1.2
rw_003,176935,2024-10-29 20:10:00,2024-10-29 21:00:00,-1,2.278827,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_5|div_5|loss_0|foldloss_0|costgap_30,20549.95,20544.57,20572.48,20518.97,4.18,11,max_hold,19.13,10.25,1.2
rw_003,177079,2024-10-30 09:10:00,2024-10-30 09:10:00,-1,-1.612095,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_1|div_2|loss_78|foldloss_100|costgap_30,20599.48,20605.83,20605.83,20590.75,-7.75,1,stop,0.0,13.63,1.4
rw_003,177118,2024-10-30 12:25:00,2024-10-30 12:30:00,-1,-1.359784,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_1|div_1|loss_0|foldloss_0|costgap_30,20618.61,20627.17,20627.17,20606.85,-9.96,2,stop,4.38,9.37,1.4
rw_003,177140,2024-10-30 14:15:00,2024-10-30 14:20:00,-1,0.271603,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,20621.98,20631.61,20631.61,20608.74,-11.03,2,stop,3.75,10.0,1.4
rw_003,177179,2024-10-30 17:30:00,2024-10-30 17:45:00,-1,-1.169889,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_1|div_1|loss_0|foldloss_0|costgap_30,20567.08,20545.89,20582.49,20545.89,19.99,4,target,29.25,3.0,1.2
rw_003,177191,2024-10-30 18:30:00,2024-10-30 18:30:00,-1,-1.329113,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_3|div_4|loss_100|foldloss_100|costgap_30,20560.08,20535.12,20578.24,20535.12,23.76,1,target,31.5,2.25,1.2
rw_003,177197,2024-10-30 19:00:00,2024-10-30 19:15:00,-1,-0.052026,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,20549.83,20522.84,20569.46,20522.84,25.79,4,target,31.25,10.38,1.2
rw_003,177214,2024-10-30 20:25:00,2024-10-30 20:30:00,-1,-1.718514,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_0|div_2|loss_100|foldloss_100|costgap_30,20515.33,20488.59,20534.78,20488.59,25.54,2,target,40.25,3.5,1.2
rw_003,177388,2024-10-31 11:55:00,2024-10-31 12:05:00,-1,-1.083484,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_1|div_3|loss_89|foldloss_100|costgap_30,20204.26,20190.16,20214.52,20190.16,12.7,3,target,19.63,8.5,1.4
rw_003,177398,2024-10-31 12:45:00,2024-10-31 12:50:00,-1,-0.153938,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_2|div_4|loss_83|foldloss_50|costgap_30,20206.76,20192.44,20217.17,20192.44,12.92,2,target,15.5,2.5,1.4
rw_003,177412,2024-10-31 13:55:00,2024-10-31 14:00:00,-1,-0.504133,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_2|div_3|loss_78|foldloss_100|costgap_30,20215.51,20226.75,20226.75,20200.06,-12.64,2,stop,2.38,23.87,1.4
rw_003,177425,2024-10-31 15:00:00,2024-10-31 15:00:00,-1,-0.954866,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,20271.76,20256.99,20282.5,20256.99,13.37,1,target,21.88,0.75,1.4
rw_003,177476,2024-10-31 19:15:00,2024-10-31 20:05:00,-1,0.26576,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_1|div_2|loss_78|foldloss_100|costgap_30,19963.61,19989.53,19989.53,19927.97,-27.12,11,stop,23.5,27.0,1.2
rw_004,177620,2024-11-01 08:15:00,2024-11-01 08:15:00,-1,-0.348496,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_1|div_1|loss_0|foldloss_0|costgap_30,19977.48,19984.72,19984.72,19967.52,-8.64,1,stop,3.12,13.5,1.4
rw_004,177679,2024-11-01 13:10:00,2024-11-01 13:50:00,-1,-0.063624,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_1|div_1|loss_0|foldloss_0|costgap_30,19984.86,19995.11,19995.11,19970.76,-11.65,9,stop,5.63,17.0,1.4
rw_004,177688,2024-11-01 13:55:00,2024-11-01 14:00:00,-1,0.468133,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,20001.48,19988.18,20011.15,19988.18,11.9,2,target,17.12,0.13,1.4
rw_004,177710,2024-11-01 15:45:00,2024-11-01 15:45:00,-1,-0.353794,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_3|div_4|loss_100|foldloss_100|costgap_30,20016.11,20003.37,20025.38,20003.37,11.34,1,target,30.38,0.0,1.4
rw_004,177722,2024-11-01 16:45:00,2024-11-01 16:45:00,-1,-0.451509,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_3|div_3|loss_100|foldloss_100|costgap_30,20031.58,20014.83,20043.76,20014.83,15.55,1,target,24.25,2.75,1.2
rw_004,177730,2024-11-01 17:25:00,2024-11-01 17:25:00,-1,0.217898,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,20127.33,20143.83,20143.83,20104.64,-17.7,1,stop,5.25,24.5,1.2
rw_004,177751,2024-11-01 19:10:00,2024-11-01 19:40:00,-1,-0.617215,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_2|div_3|loss_89|foldloss_100|costgap_30,20129.83,20096.1,20154.36,20096.1,32.53,7,target,54.25,5.25,1.2
rw_004,177766,2024-11-01 20:25:00,2024-11-01 20:30:00,-1,1.025282,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_3|div_5|loss_89|foldloss_100|costgap_30,20120.83,20085.24,20146.71,20085.24,34.39,2,target,54.0,12.63,1.2
rw_004,177877,2024-11-04 06:45:00,2024-11-04 07:00:00,-1,0.432562,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,20126.37,20115.32,20134.41,20115.32,9.65,4,target,12.62,4.75,1.4
rw_004,177895,2024-11-04 08:15:00,2024-11-04 09:00:00,-1,0.088651,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,20131.87,20122.45,20138.72,20122.45,8.02,10,target,14.12,5.38,1.4
rw_004,177941,2024-11-04 12:05:00,2024-11-04 12:25:00,-1,-0.043809,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_1|div_1|loss_0|foldloss_0|costgap_30,20071.75,20082.34,20082.34,20057.18,-11.99,5,stop,12.25,11.37,1.4
rw_004,177947,2024-11-04 12:35:00,2024-11-04 13:05:00,-1,0.875318,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,20091.5,20075.9,20102.84,20075.9,14.2,7,target,19.13,10.37,1.4
rw_004,178005,2024-11-04 17:25:00,2024-11-04 17:25:00,-1,-0.216847,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_1|div_1|loss_0|foldloss_0|costgap_30,20087.72,20063.36,20105.43,20063.36,23.16,1,target,28.5,6.5,1.2
rw_004,178030,2024-11-04 19:30:00,2024-11-04 19:45:00,-1,0.43789,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,20003.22,20026.65,20026.65,19971.0,-24.63,4,stop,12.0,28.13,1.2
rw_004,178036,2024-11-04 20:00:00,2024-11-04 20:05:00,-1,-0.292993,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,20018.47,19985.57,20042.4,19985.57,31.7,2,target,44.0,15.5,1.2
rw_004,178045,2024-11-04 20:45:00,2024-11-04 21:30:00,-1,0.454311,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_5|div_5|loss_0|foldloss_0|costgap_30,20049.97,20017.68,20073.46,20017.68,31.09,10,target,36.75,15.5,1.2
rw_004,178158,2024-11-05 07:10:00,2024-11-05 07:30:00,-1,-1.159478,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_0|div_1|loss_100|foldloss_100|costgap_30,19990.77,19998.06,19998.06,19980.75,-8.69,5,stop,7.0,10.0,1.4
rw_004,178165,2024-11-05 07:45:00,2024-11-05 08:30:00,-1,-0.915124,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,19999.39,20006.45,20006.45,19989.68,-8.46,10,stop,7.37,12.13,1.4
rw_004,178177,2024-11-05 08:45:00,2024-11-05 08:55:00,-1,-0.709855,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,20016.52,20008.72,20022.19,20008.72,6.4,3,target,8.38,0.87,1.4
rw_004,178228,2024-11-05 13:00:00,2024-11-05 13:00:00,-1,-0.624091,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_0|div_0|loss_0|foldloss_0|costgap_30,20035.89,20044.03,20044.03,20024.69,-9.54,1,stop,0.12,14.5,1.4
rw_004,178253,2024-11-05 15:05:00,2024-11-05 15:10:00,-1,-1.12724,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_0|div_0|loss_0|foldloss_0|costgap_30,20043.77,20032.87,20051.7,20032.87,9.5,2,target,17.0,5.0,1.4
rw_004,178299,2024-11-05 18:55:00,2024-11-05 19:10:00,-1,1.186404,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,20231.74,20250.78,20250.78,20205.56,-20.24,4,stop,11.0,26.63,1.2
rw_004,178305,2024-11-05 19:25:00,2024-11-05 20:10:00,-1,0.443716,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,20261.24,20233.95,20281.09,20233.95,26.09,10,target,43.75,2.75,1.2
rw_004,178323,2024-11-05 20:55:00,2024-11-05 21:25:00,-1,-1.064262,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_0|div_0|loss_0|foldloss_0|costgap_30,20206.49,20226.32,20226.32,20179.22,-21.03,7,stop,16.5,21.25,1.2
rw_004,178442,2024-11-06 07:50:00,2024-11-06 07:55:00,-1,0.252533,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_0|div_0|loss_0|foldloss_0|costgap_30,20464.55,20484.64,20484.64,20436.92,-21.49,2,stop,1.5,31.5,1.4
rw_004,178448,2024-11-06 08:20:00,2024-11-06 08:20:00,-1,0.923654,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,20502.92,20523.21,20523.21,20475.02,-21.69,1,stop,1.62,31.88,1.4
rw_004,178458,2024-11-06 09:10:00,2024-11-06 09:20:00,-1,1.361446,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,20598.3,20570.8,20618.3,20570.8,26.1,3,target,32.63,8.62,1.4
rw_004,178487,2024-11-06 11:35:00,2024-11-06 12:10:00,-1,1.381565,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,20611.17,20586.18,20629.34,20586.18,23.59,8,target,31.5,13.25,1.4
rw_004,178547,2024-11-06 16:35:00,2024-11-06 16:35:00,-1,0.58631,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,20617.52,20634.22,20634.22,20594.56,-17.9,1,stop,0.12,73.63,1.2
rw_004,178579,2024-11-06 19:15:00,2024-11-06 20:05:00,-1,1.14937,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_5|div_5|loss_0|foldloss_0|costgap_30,20708.52,20736.4,20736.4,20670.19,-29.08,11,stop,26.87,31.0,1.2
rw_004,178590,2024-11-06 20:10:00,2024-11-06 20:40:00,-1,1.621013,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_5|div_5|loss_0|foldloss_0|costgap_30,20739.02,20766.59,20766.59,20701.11,-28.77,7,stop,13.37,29.75,1.2
rw_004,178598,2024-11-06 20:50:00,2024-11-06 21:40:00,-1,1.435081,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,20769.52,20769.52,20793.41,20736.67,-1.2,11,max_hold,27.5,20.88,1.2
rw_004,178707,2024-11-07 06:55:00,2024-11-07 07:05:00,-1,-0.702892,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_1|div_2|loss_89|foldloss_100|costgap_30,20822.83,20830.58,20830.58,20812.18,-9.15,3,stop,8.0,8.0,1.4
rw_004,178713,2024-11-07 07:25:00,2024-11-07 07:30:00,-1,-0.473106,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_1|div_1|loss_0|foldloss_0|costgap_30,20832.08,20839.79,20839.79,20821.48,-9.11,2,stop,5.25,15.75,1.4
rw_004,178721,2024-11-07 08:05:00,2024-11-07 08:25:00,-1,-0.03501,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,20850.7,20857.95,20857.95,20840.73,-8.65,5,stop,9.25,11.88,1.4
rw_004,178793,2024-11-07 14:05:00,2024-11-07 14:10:00,-1,-0.147963,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_3|div_4|loss_89|foldloss_100|costgap_30,20852.95,20861.56,20861.56,20841.11,-10.01,2,stop,2.5,12.88,1.4
rw_004,178825,2024-11-07 16:45:00,2024-11-07 16:45:00,-1,0.154257,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,20971.55,20957.14,20982.03,20957.14,13.21,1,target,22.25,0.75,1.2
rw_004,178838,2024-11-07 17:50:00,2024-11-07 17:55:00,-1,-0.207843,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,21049.05,21063.07,21063.07,21029.77,-15.22,2,stop,9.75,16.25,1.2
rw_004,178851,2024-11-07 18:55:00,2024-11-07 19:00:00,-1,1.350342,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_5|div_5|loss_0|foldloss_0|costgap_30,21094.05,21071.56,21110.41,21071.56,21.29,2,target,31.0,3.25,1.2
rw_004,178875,2024-11-07 20:55:00,2024-11-07 21:00:00,-1,1.136062,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,21089.3,21067.79,21104.94,21067.79,20.31,2,target,30.65,14.0,1.2
rw_004,179075,2024-11-08 14:35:00,2024-11-08 14:45:00,-1,-1.28751,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_1|div_1|loss_0|foldloss_0|costgap_30,21075.49,21084.39,21084.39,21063.25,-10.3,3,stop,4.38,11.25,1.4
rw_004,179081,2024-11-08 15:05:00,2024-11-08 15:10:00,-1,-0.234621,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,21088.74,21076.59,21097.57,21076.59,10.75,2,target,20.13,4.5,1.4
rw_004,179100,2024-11-08 16:40:00,2024-11-08 16:40:00,-1,0.325353,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,21118.21,21104.03,21128.52,21104.03,12.98,1,target,32.5,8.0,1.2
rw_004,179121,2024-11-08 18:25:00,2024-11-08 18:30:00,-1,-0.569329,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_6|div_7|loss_78|foldloss_100|costgap_30,21104.21,21118.35,21118.35,21084.77,-15.34,2,stop,3.62,14.75,1.2
rw_004,179127,2024-11-08 18:55:00,2024-11-08 19:05:00,-1,0.655192,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_6|div_6|loss_0|foldloss_0|costgap_30,21123.21,21103.02,21137.9,21103.02,18.99,3,target,20.75,11.25,1.2
rw_004,179135,2024-11-08 19:35:00,2024-11-08 20:25:00,-1,-0.36884,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_1|div_3|loss_94|foldloss_100|costgap_30,21121.96,21131.71,21136.91,21101.4,-10.95,11,max_hold,14.62,12.75,1.2
rw_004,179148,2024-11-08 20:40:00,2024-11-08 20:50:00,-1,1.568307,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,21160.84,21140.89,21175.35,21140.89,18.75,3,target,26.38,1.62,1.2
rw_004,179250,2024-11-11 06:15:00,2024-11-11 07:00:00,-1,-0.678053,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,21192.12,21197.46,21197.46,21184.78,-6.74,10,stop,5.5,7.75,1.4
rw_004,179260,2024-11-11 07:05:00,2024-11-11 07:10:00,-1,-0.574633,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,21199.75,21204.55,21204.55,21193.14,-6.2,2,stop,1.38,6.87,1.4
rw_004,179334,2024-11-11 13:15:00,2024-11-11 13:30:00,-1,-1.080345,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_0|div_2|loss_89|foldloss_100|costgap_30,21188.5,21195.33,21195.33,21179.1,-8.23,4,stop,7.75,7.87,1.4
rw_004,179348,2024-11-11 14:25:00,2024-11-11 14:25:00,-1,-0.21468,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,21211.62,21218.54,21218.54,21202.1,-8.32,1,stop,0.25,8.88,1.4
rw_004,179354,2024-11-11 14:55:00,2024-11-11 15:00:00,-1,-1.106909,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_4|div_4|loss_0|foldloss_0|costgap_30,21236.75,21243.48,21243.48,21227.49,-8.13,2,stop,5.63,10.87,1.4
rw_004,179403,2024-11-11 19:00:00,2024-11-11 19:10:00,-1,-1.761156,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_0|div_1|loss_100|foldloss_100|costgap_30,21110.72,21089.33,21126.27,21089.33,20.19,3,target,24.0,9.75,1.2
rw_004,179423,2024-11-11 20:40:00,2024-11-11 20:45:00,-1,0.388742,short|post_sc0007_regression_channel_residual_mixed_evidence|same_2|opp_3|div_5|loss_89|foldloss_100|costgap_30,21064.22,21082.52,21082.52,21039.06,-19.5,2,stop,5.0,23.25,1.2
rw_004,179629,2024-11-12 14:50:00,2024-11-12 14:50:00,-1,0.373974,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_6|div_6|loss_0|foldloss_0|costgap_30,21120.75,21104.44,21132.61,21104.44,14.91,1,target,16.63,0.25,1.4
rw_004,179641,2024-11-12 15:50:00,2024-11-12 16:00:00,-1,0.290369,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_3|div_3|loss_0|foldloss_0|costgap_30,21137.5,21121.62,21149.05,21121.62,14.48,3,target,16.88,5.37,1.4
rw_004,179655,2024-11-12 17:00:00,2024-11-12 17:00:00,-1,0.040321,short|post_sc0007_regression_channel_residual_mixed_evidence|same_0|opp_2|div_2|loss_0|foldloss_0|costgap_30,21145.35,21129.52,21156.87,21129.52,14.63,1,target,44.38,6.62,1.2
rw_004,179662,2024-11-12 17:35:00,2024-11-12 17:40:00,-1,-0.544088,short|post_sc0007_regression_channel_residual_mixed_evidence|same_1|opp_2|div_3|loss_100|foldloss_100|costgap_30,21138.22,21119.51,21151.83,21119.51,17.51,2,target,23.25,8.25,1.2
