fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124188,2024-02-01 11:00:00,2024-02-01 11:00:00,1,-2.00306,long|phase_early_confirmation|compression_high|trigger_firm|fresh_fresh|low_decay|europe_morning,17247.2,17239.72,17239.72,17257.49,-8.88,1,stop,4.0,16.9,1.4
rw_001,124233,2024-02-01 14:45:00,2024-02-01 14:45:00,1,-1.987177,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|us_overlap,17255.85,17248.77,17248.77,17265.59,-8.48,1,stop,3.25,7.45,1.4
rw_001,124254,2024-02-01 16:30:00,2024-02-01 16:30:00,-1,-1.984019,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|us_overlap,17203.5,17212.39,17212.39,17191.27,-8.89,1,stop,13.2,25.9,0.0
rw_001,124264,2024-02-01 17:20:00,2024-02-01 17:20:00,1,-1.98127,long|phase_early_confirmation|compression_low|trigger_soft|fresh_new|mid_decay|late_session,17232.0,17218.94,17218.94,17249.95,-13.06,1,stop,2.8,23.65,0.0
rw_001,124271,2024-02-01 17:55:00,2024-02-01 18:00:00,-1,-1.897948,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,17185.1,17164.69,17199.95,17164.69,20.41,2,target,25.35,5.65,0.0
rw_001,124286,2024-02-01 19:10:00,2024-02-01 19:15:00,1,-1.798872,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,17280.3,17261.99,17261.99,17305.48,-18.31,2,stop,6.6,19.8,0.0
rw_001,124294,2024-02-01 19:50:00,2024-02-01 19:55:00,1,-1.763138,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,17277.45,17302.68,17259.1,17302.68,23.83,2,target,31.0,10.45,1.4
rw_001,124301,2024-02-01 20:25:00,2024-02-01 20:35:00,1,-1.7735,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|mid_decay|late_session,17269.2,17248.93,17248.93,17297.07,-20.72,3,stop,27.8,32.55,0.45
rw_001,124422,2024-02-02 07:30:00,2024-02-02 07:30:00,1,-2.012374,long|phase_trigger|compression_high|trigger_strong|fresh_new|mid_decay|early_session,17522.65,17518.8,17518.8,17527.94,-4.1,1,stop,0.35,7.55,0.25
rw_001,124509,2024-02-02 14:45:00,2024-02-02 14:45:00,1,-1.981274,long|phase_early_confirmation|compression_high|trigger_soft|fresh_new|low_decay|us_overlap,17541.95,17535.23,17535.23,17551.19,-8.12,1,stop,0.3,9.8,1.4
rw_001,124523,2024-02-02 15:55:00,2024-02-02 15:55:00,-1,-2.010862,short|phase_trigger|compression_low|trigger_strong|fresh_fresh|low_decay|us_overlap,17416.25,17403.26,17425.7,17403.26,11.59,1,target,28.95,3.65,1.4
rw_001,124529,2024-02-02 16:25:00,2024-02-02 16:25:00,-1,-1.974449,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|us_overlap,17392.5,17403.46,17403.46,17377.43,-10.96,1,stop,0.0,20.5,0.0
rw_001,124551,2024-02-02 18:15:00,2024-02-02 18:30:00,1,-1.800864,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|late_session,17554.25,17583.01,17533.33,17583.01,27.36,4,target,34.75,19.25,1.4
rw_001,124559,2024-02-02 18:55:00,2024-02-02 19:25:00,1,-1.744505,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,17615.0,17645.47,17592.84,17645.47,29.07,7,target,39.15,19.05,1.4
rw_001,124568,2024-02-02 19:40:00,2024-02-02 19:40:00,1,-1.718259,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,17657.1,17635.13,17635.13,17687.31,-21.97,1,stop,1.65,81.15,0.0
rw_001,124575,2024-02-02 20:15:00,2024-02-02 20:25:00,1,-1.86565,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|mid_decay|late_session,17630.6,17608.27,17608.27,17661.31,-22.48,3,stop,11.7,37.15,0.15
rw_001,124742,2024-02-05 11:15:00,2024-02-05 11:15:00,1,-2.018944,long|phase_early_confirmation|compression_high|trigger_soft|fresh_fresh|low_decay|europe_morning,17628.05,17622.43,17622.43,17635.77,-7.02,1,stop,0.0,18.7,1.4
rw_001,124780,2024-02-05 14:25:00,2024-02-05 14:25:00,1,-1.992577,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|us_overlap,17633.85,17626.88,17626.88,17643.44,-8.37,1,stop,0.35,11.25,1.4
rw_001,124786,2024-02-05 14:55:00,2024-02-05 15:05:00,1,-1.987176,long|phase_early_confirmation|compression_high|trigger_soft|fresh_fresh|low_decay|us_overlap,17638.5,17631.58,17631.58,17648.01,-8.32,3,stop,5.15,7.05,1.4
rw_001,124815,2024-02-05 17:20:00,2024-02-05 17:20:00,-1,-1.992436,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,17519.2,17529.69,17529.69,17504.78,-10.49,1,stop,11.85,14.4,0.0
rw_001,124822,2024-02-05 17:55:00,2024-02-05 17:55:00,-1,-1.940429,short|phase_early_confirmation|compression_low|trigger_soft|fresh_new|low_decay|late_session,17487.45,17500.93,17500.93,17468.92,-14.88,1,stop,3.9,14.05,1.4
rw_001,124844,2024-02-05 19:45:00,2024-02-05 19:50:00,1,-1.831435,long|phase_trigger|compression_low|trigger_strong|fresh_new|mid_decay|late_session,17615.5,17599.44,17599.44,17637.58,-17.46,2,stop,3.2,20.15,1.4
rw_001,124850,2024-02-05 20:15:00,2024-02-05 20:15:00,1,-1.816022,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,17624.7,17608.18,17608.18,17647.42,-17.92,1,stop,0.0,19.05,1.4
rw_001,124856,2024-02-05 20:45:00,2024-02-05 21:25:00,1,-1.829852,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|mid_decay|late_session,17597.2,17619.82,17580.75,17619.82,21.22,9,target,25.65,14.45,1.4
rw_001,125058,2024-02-06 14:35:00,2024-02-06 14:35:00,-1,-1.975533,short|phase_early_confirmation|compression_low|trigger_soft|fresh_new|low_decay|us_overlap,17589.05,17596.65,17596.65,17578.6,-9.0,1,stop,2.75,7.9,1.4
rw_001,125074,2024-02-06 15:55:00,2024-02-06 16:05:00,1,-1.974243,long|phase_trigger|compression_mid|trigger_strong|fresh_new|mid_decay|us_overlap,17645.65,17655.98,17638.14,17655.98,8.93,3,target,12.65,2.35,1.4
rw_001,125080,2024-02-06 16:25:00,2024-02-06 16:25:00,1,-1.932299,long|phase_trigger|compression_mid|trigger_strong|fresh_new|low_decay|us_overlap,17657.95,17650.31,17650.31,17668.46,-8.94,1,stop,0.0,13.1,1.3
rw_001,125088,2024-02-06 17:05:00,2024-02-06 17:10:00,-1,-1.962645,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,17543.25,17528.52,17553.96,17528.52,13.38,2,target,27.8,9.15,1.35
rw_001,125097,2024-02-06 17:50:00,2024-02-06 17:55:00,-1,-1.902309,short|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|late_session,17532.9,17545.92,17545.92,17514.99,-13.07,2,stop,14.55,19.75,0.05
rw_001,125109,2024-02-06 18:50:00,2024-02-06 19:00:00,-1,-1.953134,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,17501.25,17480.63,17516.24,17480.63,20.62,3,target,21.75,7.55,0.0
rw_001,125116,2024-02-06 19:25:00,2024-02-06 19:25:00,-1,-1.758141,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,17480.45,17497.12,17497.12,17457.53,-18.02,1,stop,2.85,30.6,1.35
rw_001,125122,2024-02-06 19:55:00,2024-02-06 20:00:00,-1,-1.743853,short|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|mid_decay|late_session,17495.25,17513.38,17513.38,17470.31,-19.53,2,stop,0.4,19.4,1.4
rw_001,125343,2024-02-07 15:20:00,2024-02-07 15:20:00,1,-1.971656,long|phase_trigger|compression_mid|trigger_strong|fresh_new|low_decay|us_overlap,17643.4,17636.78,17636.78,17652.5,-8.02,1,stop,1.0,10.7,1.4
rw_001,125349,2024-02-07 15:50:00,2024-02-07 15:50:00,1,-1.961088,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|us_overlap,17652.55,17645.56,17645.56,17662.16,-8.39,1,stop,0.7,7.95,1.4
rw_001,125355,2024-02-07 16:20:00,2024-02-07 16:20:00,1,-1.945035,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|us_overlap,17672.7,17682.71,17665.42,17682.71,8.61,1,target,11.55,0.0,1.4
rw_001,125361,2024-02-07 16:50:00,2024-02-07 16:50:00,1,-1.95889,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|mid_decay|us_overlap,17671.2,17662.53,17662.53,17683.12,-8.67,1,stop,10.6,17.7,0.0
rw_001,125371,2024-02-07 17:40:00,2024-02-07 17:50:00,1,-1.98449,long|phase_early_confirmation|compression_low|trigger_soft|fresh_new|low_decay|late_session,17759.85,17777.78,17746.81,17777.78,16.53,3,target,27.25,10.75,1.4
rw_001,125378,2024-02-07 18:15:00,2024-02-07 18:15:00,1,-1.992173,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|mid_decay|late_session,17759.0,17744.3,17744.3,17779.21,-14.7,1,stop,4.35,21.05,0.0
rw_001,125405,2024-02-07 20:30:00,2024-02-07 20:40:00,1,-1.735585,long|phase_trigger|compression_low|trigger_strong|fresh_new|mid_decay|late_session,17760.8,17742.15,17742.15,17786.44,-20.05,3,stop,8.05,19.15,1.4
rw_001,125411,2024-02-07 21:00:00,2024-02-07 21:30:00,1,-1.746924,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|mid_decay|late_session,17764.3,17747.09,17747.09,17787.97,-17.76,7,stop,4.75,20.5,0.55
rw_001,125525,2024-02-08 07:30:00,2024-02-08 07:30:00,1,-2.055911,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|early_session,17760.9,17758.7,17758.7,17763.92,-3.6,1,stop,0.0,3.95,1.4
rw_001,125595,2024-02-08 13:20:00,2024-02-08 13:20:00,-1,-2.013599,short|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|us_overlap,17736.9,17730.36,17741.66,17730.36,5.14,1,target,13.45,0.05,1.4
rw_001,125601,2024-02-08 13:50:00,2024-02-08 13:55:00,-1,-2.024337,short|phase_early_confirmation|compression_high|trigger_soft|fresh_fresh|low_decay|us_overlap,17715.7,17720.86,17720.86,17708.61,-6.56,2,stop,4.65,5.45,1.4
rw_001,125621,2024-02-08 15:30:00,2024-02-08 15:30:00,-1,-1.97183,short|phase_early_confirmation|compression_mid|trigger_soft|fresh_new|low_decay|us_overlap,17711.1,17716.79,17716.79,17703.27,-7.09,1,stop,10.1,10.05,1.4
rw_001,125627,2024-02-08 16:00:00,2024-02-08 16:05:00,1,-2.039016,long|phase_trigger|compression_low|trigger_strong|fresh_new|high_decay|us_overlap,17733.5,17727.11,17727.11,17742.29,-7.79,2,stop,1.45,6.95,1.4
rw_001,125643,2024-02-08 17:20:00,2024-02-08 17:20:00,1,-1.918377,long|phase_early_confirmation|compression_low|trigger_firm|fresh_new|low_decay|late_session,17765.4,17756.14,17756.14,17778.14,-10.06,1,stop,7.75,23.0,0.8
rw_001,125652,2024-02-08 18:05:00,2024-02-08 18:25:00,1,-1.875232,long|phase_early_confirmation|compression_low|trigger_soft|fresh_new|low_decay|late_session,17789.5,17778.5,17778.5,17804.62,-12.4,5,stop,12.0,19.8,1.4
rw_001,125658,2024-02-08 18:35:00,2024-02-08 18:40:00,1,-1.853532,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|late_session,17787.5,17775.71,17775.71,17803.71,-13.19,2,stop,7.2,12.3,1.4
rw_001,125882,2024-02-09 14:15:00,2024-02-09 14:20:00,1,-1.979344,long|phase_early_confirmation|compression_high|trigger_soft|fresh_new|low_decay|us_overlap,17840.35,17848.35,17834.53,17848.35,6.6,2,target,13.35,2.3,1.4
rw_001,125907,2024-02-09 16:20:00,2024-02-09 16:20:00,1,-1.978063,long|phase_early_confirmation|compression_low|trigger_soft|fresh_stale|mid_decay|us_overlap,17844.8,17837.71,17837.71,17854.55,-8.49,1,stop,0.3,15.7,1.4
rw_001,125924,2024-02-09 17:45:00,2024-02-09 18:05:00,1,-1.865003,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,17901.9,17917.29,17890.7,17917.29,13.99,5,target,19.45,9.2,1.4
rw_001,125930,2024-02-09 18:15:00,2024-02-09 18:15:00,1,-1.82261,long|phase_early_confirmation|compression_low|trigger_soft|fresh_new|low_decay|late_session,17915.0,17903.29,17903.29,17931.11,-13.11,1,stop,1.9,16.65,1.4
rw_001,125937,2024-02-09 18:50:00,2024-02-09 19:00:00,1,-1.812507,long|phase_early_confirmation|compression_low|trigger_soft|fresh_stale|low_decay|late_session,17913.85,17901.2,17901.2,17931.24,-14.05,3,stop,5.55,13.55,1.4
rw_001,125951,2024-02-09 20:00:00,2024-02-09 20:25:00,1,-1.785767,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,17938.7,17954.95,17926.88,17954.95,14.85,6,target,16.5,3.35,1.4
rw_001,125957,2024-02-09 20:30:00,2024-02-09 21:20:00,1,-1.778684,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,17951.5,17958.1,17939.9,17967.45,5.2,11,max_hold,10.65,9.6,1.4
rw_001,126127,2024-02-12 11:45:00,2024-02-12 11:45:00,1,-2.028486,long|phase_early_confirmation|compression_high|trigger_soft|fresh_fresh|low_decay|europe_morning,17973.65,17969.57,17969.57,17979.26,-5.48,1,stop,0.45,4.25,1.4
rw_001,126175,2024-02-12 15:45:00,2024-02-12 16:10:00,-1,-1.992856,short|phase_trigger|compression_mid|trigger_strong|fresh_new|low_decay|us_overlap,17948.4,17942.29,17952.84,17942.29,4.71,6,target,8.9,4.2,1.4
rw_001,126181,2024-02-12 16:15:00,2024-02-12 16:20:00,-1,-1.970342,short|phase_trigger|compression_mid|trigger_strong|fresh_new|low_decay|us_overlap,17941.15,17945.55,17945.55,17935.11,-5.8,2,stop,1.85,6.15,1.4
rw_001,126189,2024-02-12 16:55:00,2024-02-12 16:55:00,-1,-1.989003,short|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|mid_decay|us_overlap,17949.25,17955.17,17955.17,17941.11,-7.32,1,stop,2.65,8.6,1.4
rw_001,126201,2024-02-12 17:55:00,2024-02-12 18:00:00,1,-1.929743,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,17997.4,17989.73,17989.73,18007.94,-9.07,2,stop,2.3,17.65,1.4
rw_001,126207,2024-02-12 18:25:00,2024-02-12 18:30:00,1,-1.873784,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,18000.7,18012.3,17992.26,18012.3,10.2,2,target,27.85,1.05,1.4
rw_001,126217,2024-02-12 19:15:00,2024-02-12 19:15:00,1,-1.870593,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|late_session,18018.15,18007.99,18007.99,18032.12,-11.56,1,stop,0.4,12.8,1.4
rw_001,126236,2024-02-12 20:50:00,2024-02-12 20:55:00,-1,-1.832739,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,17923.6,17935.93,17935.93,17906.65,-13.73,2,stop,1.25,20.95,1.4
rw_001,126406,2024-02-13 12:00:00,2024-02-13 12:05:00,-1,-1.978167,short|phase_early_confirmation|compression_low|trigger_soft|fresh_new|low_decay|europe_morning,17792.25,17782.58,17799.28,17782.58,8.27,2,target,11.75,3.35,1.4
rw_001,126412,2024-02-13 12:30:00,2024-02-13 12:30:00,-1,-1.95089,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|europe_morning,17774.35,17781.7,17781.7,17764.24,-8.75,1,stop,0.1,13.8,1.4
rw_001,126421,2024-02-13 13:15:00,2024-02-13 13:15:00,-1,-1.936018,short|phase_early_confirmation|compression_low|trigger_firm|fresh_fresh|low_decay|us_overlap,17769.0,17776.83,17776.83,17758.24,-9.23,1,stop,0.75,9.55,1.4
rw_001,126430,2024-02-13 14:00:00,2024-02-13 14:00:00,-1,-1.915977,short|phase_early_confirmation|compression_mid|trigger_soft|fresh_new|low_decay|us_overlap,17763.6,17752.44,17771.72,17752.44,9.81,1,target,33.25,3.25,1.35
rw_001,126439,2024-02-13 14:45:00,2024-02-13 14:55:00,-1,-1.934373,short|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|mid_decay|us_overlap,17746.25,17754.76,17754.76,17734.55,-9.91,3,stop,8.2,13.3,1.4
rw_001,126457,2024-02-13 16:15:00,2024-02-13 16:15:00,-1,-1.888344,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|us_overlap,17554.3,17567.31,17567.31,17536.41,-14.41,1,stop,0.25,16.35,1.4
rw_001,126501,2024-02-13 19:55:00,2024-02-13 20:15:00,-1,-1.815116,short|phase_trigger|compression_low|trigger_strong|fresh_new|high_decay|late_session,17599.05,17620.08,17620.08,17570.13,-21.03,5,stop,11.85,21.8,0.0
rw_001,126512,2024-02-13 20:50:00,2024-02-13 21:00:00,-1,-1.709746,short|phase_trigger|compression_low|trigger_strong|fresh_new|high_decay|late_session,17584.95,17558.91,17603.89,17558.91,25.49,3,target,36.1,2.2,0.55
rw_001,126630,2024-02-14 07:40:00,2024-02-14 07:40:00,1,-2.020553,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|early_session,17614.3,17610.87,17610.87,17619.02,-4.83,1,stop,0.15,3.6,1.4
rw_001,126663,2024-02-14 10:25:00,2024-02-14 10:25:00,1,-2.019171,long|phase_early_confirmation|compression_high|trigger_soft|fresh_fresh|low_decay|europe_morning,17664.95,17671.18,17660.42,17671.18,4.83,1,target,14.9,1.25,1.4
rw_001,126670,2024-02-14 11:00:00,2024-02-14 11:00:00,1,-2.013691,long|phase_early_confirmation|compression_high|trigger_soft|fresh_fresh|low_decay|europe_morning,17676.6,17683.96,17671.25,17683.96,5.96,1,target,9.65,5.1,1.4
rw_001,126678,2024-02-14 11:40:00,2024-02-14 11:45:00,1,-2.009604,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|europe_morning,17696.55,17704.64,17690.67,17704.64,6.69,2,target,15.5,1.8,1.4
rw_001,126708,2024-02-14 14:10:00,2024-02-14 14:10:00,1,-2.017199,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|us_overlap,17734.5,17727.85,17727.85,17743.64,-8.05,1,stop,1.2,16.3,1.4
rw_001,126756,2024-02-14 18:10:00,2024-02-14 18:15:00,-1,-1.88729,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|late_session,17655.35,17635.39,17669.87,17635.39,19.33,2,target,26.2,11.45,0.63
rw_001,126763,2024-02-14 18:45:00,2024-02-14 18:50:00,-1,-1.841999,short|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|late_session,17654.35,17670.34,17670.34,17632.37,-16.49,2,stop,4.9,23.7,0.5
rw_001,126786,2024-02-14 20:40:00,2024-02-14 20:55:00,1,-1.775128,long|phase_trigger|compression_low|trigger_strong|fresh_new|mid_decay|late_session,17733.45,17714.27,17714.27,17759.82,-19.28,4,stop,5.1,40.45,0.1
rw_001,126989,2024-02-15 14:35:00,2024-02-15 14:35:00,1,-2.000672,long|phase_trigger|compression_high|trigger_strong|fresh_fresh|low_decay|us_overlap,17841.3,17835.22,17835.22,17849.65,-7.48,1,stop,0.0,6.65,1.4
rw_001,127002,2024-02-15 15:40:00,2024-02-15 15:40:00,1,-2.003685,long|phase_trigger|compression_mid|trigger_strong|fresh_new|low_decay|us_overlap,17847.2,17841.04,17841.04,17855.67,-7.21,1,stop,3.45,19.55,1.05
rw_001,127010,2024-02-15 16:20:00,2024-02-15 16:20:00,-1,-1.983797,short|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|us_overlap,17813.2,17820.55,17820.55,17803.09,-8.75,1,stop,0.0,11.45,1.4
rw_001,127024,2024-02-15 17:30:00,2024-02-15 17:30:00,-1,-1.924719,short|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|late_session,17744.07,17756.05,17756.05,17727.6,-12.43,1,stop,8.87,15.13,0.45
rw_001,127034,2024-02-15 18:20:00,2024-02-15 18:20:00,-1,-1.830926,short|phase_early_confirmation|compression_low|trigger_soft|fresh_new|mid_decay|late_session,17724.9,17740.63,17740.63,17703.28,-16.83,1,stop,0.9,22.25,1.1
rw_001,127041,2024-02-15 18:55:00,2024-02-15 19:10:00,-1,-1.831471,short|phase_early_confirmation|compression_low|trigger_soft|fresh_stale|high_decay|late_session,17750.35,17767.15,17767.15,17727.25,-16.95,4,stop,11.15,23.85,0.15
rw_001,127051,2024-02-15 19:45:00,2024-02-15 19:45:00,1,-1.793026,long|phase_trigger|compression_low|trigger_strong|fresh_new|high_decay|late_session,17799.6,17781.94,17781.94,17823.88,-19.06,1,stop,5.6,18.6,1.4
rw_001,127062,2024-02-15 20:40:00,2024-02-15 20:40:00,1,-1.740368,long|phase_early_confirmation|compression_low|trigger_soft|fresh_new|low_decay|late_session,17840.35,17822.46,17822.46,17864.94,-18.49,1,stop,4.7,18.35,0.6
rw_001,127169,2024-02-16 06:35:00,2024-02-16 06:50:00,1,-2.010558,long|phase_trigger|compression_high|trigger_strong|fresh_new|mid_decay|early_session,17881.55,17878.06,17878.06,17886.34,-4.89,4,stop,0.0,5.35,1.4
rw_001,127235,2024-02-16 12:05:00,2024-02-16 12:45:00,1,-2.000587,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|europe_morning,17949.6,17956.74,17944.41,17956.74,5.74,9,target,7.6,3.6,1.4
rw_001,127249,2024-02-16 13:15:00,2024-02-16 13:15:00,1,-1.988554,long|phase_early_confirmation|compression_high|trigger_soft|fresh_fresh|low_decay|us_overlap,17954.1,17948.77,17948.77,17961.42,-6.73,1,stop,0.35,6.3,1.4
rw_001,127286,2024-02-16 16:20:00,2024-02-16 16:20:00,-1,-2.01647,short|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|high_decay|us_overlap,17866.6,17855.76,17874.48,17855.76,9.44,1,target,14.35,1.9,1.4
rw_001,127292,2024-02-16 16:50:00,2024-02-16 16:50:00,-1,-1.953096,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|us_overlap,17793.7,17780.27,17803.47,17780.27,13.43,1,target,89.85,3.7,0.0
rw_001,127301,2024-02-16 17:35:00,2024-02-16 17:35:00,-1,-2.009675,short|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|low_decay|late_session,17683.15,17698.43,17698.43,17662.14,-15.5,1,stop,5.8,54.95,0.22
rw_001,127334,2024-02-16 20:20:00,2024-02-16 20:20:00,-1,-1.734426,short|phase_trigger|compression_low|trigger_strong|fresh_new|high_decay|late_session,17738.75,17759.33,17759.33,17710.46,-20.58,1,stop,0.15,30.8,0.0
rw_001,127450,2024-02-19 07:05:00,2024-02-19 07:10:00,1,-2.038399,long|phase_trigger|compression_high|trigger_strong|fresh_new|high_decay|early_session,17716.05,17711.32,17711.32,17722.56,-6.13,2,stop,0.0,5.55,1.4
rw_001,127458,2024-02-19 07:45:00,2024-02-19 07:55:00,1,-2.045468,long|phase_trigger|compression_high|trigger_strong|fresh_new|high_decay|early_session,17722.45,17718.4,17718.4,17728.02,-5.45,3,stop,0.6,5.05,1.4
rw_001,127481,2024-02-19 09:40:00,2024-02-19 09:40:00,-1,-2.029533,short|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|europe_morning,17687.95,17691.7,17691.7,17682.8,-5.15,1,stop,0.0,12.75,1.4
rw_001,127490,2024-02-19 10:25:00,2024-02-19 10:25:00,-1,-2.035622,short|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|europe_morning,17680.5,17685.02,17685.02,17674.29,-5.92,1,stop,3.3,18.65,1.4
rw_001,127538,2024-02-19 14:25:00,2024-02-19 14:30:00,-1,-2.024536,short|phase_trigger|compression_high|trigger_strong|fresh_new|mid_decay|us_overlap,17692.2,17698.24,17698.24,17683.89,-7.44,2,stop,0.1,7.25,1.4
rw_001,127552,2024-02-19 15:35:00,2024-02-19 15:40:00,1,-1.995271,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|us_overlap,17717.55,17712.28,17712.28,17724.8,-6.67,2,stop,0.85,7.3,1.4
rw_001,127562,2024-02-19 16:25:00,2024-02-19 16:30:00,1,-1.978335,long|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|us_overlap,17720.65,17727.79,17715.46,17727.79,6.54,2,target,16.35,0.1,0.6
rw_001,127685,2024-02-20 07:40:00,2024-02-20 07:45:00,-1,-1.933626,short|phase_trigger|compression_mid|trigger_strong|fresh_new|low_decay|early_session,17612.25,17617.91,17617.91,17604.47,-7.06,2,stop,1.6,10.55,1.4
rw_001,127712,2024-02-20 09:55:00,2024-02-20 09:55:00,1,-1.946002,long|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|europe_morning,17659.35,17654.31,17654.31,17666.28,-6.44,1,stop,0.45,7.7,1.4
rw_001,127742,2024-02-20 12:25:00,2024-02-20 12:25:00,-1,-1.863039,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|europe_morning,17563.1,17573.25,17573.25,17549.15,-11.55,1,stop,0.4,12.1,1.4
rw_001,127748,2024-02-20 12:55:00,2024-02-20 13:20:00,-1,-1.868061,short|phase_early_confirmation|compression_low|trigger_soft|fresh_stale|low_decay|europe_morning,17564.3,17575.1,17575.1,17549.45,-12.2,6,stop,12.7,11.9,1.4
rw_001,127782,2024-02-20 15:45:00,2024-02-20 15:45:00,1,-1.87734,long|phase_trigger|compression_low|trigger_strong|fresh_new|high_decay|us_overlap,17627.5,17618.3,17618.3,17640.15,-9.2,1,stop,5.55,11.7,0.0
rw_001,127788,2024-02-20 16:15:00,2024-02-20 16:20:00,1,-1.853211,long|phase_early_confirmation|compression_low|trigger_soft|fresh_fresh|high_decay|us_overlap,17613.35,17603.93,17603.93,17626.3,-10.82,2,stop,3.05,13.65,1.4
rw_001,127801,2024-02-20 17:20:00,2024-02-20 17:25:00,-1,-1.880353,short|phase_early_confirmation|compression_low|trigger_soft|fresh_new|mid_decay|late_session,17466.25,17446.64,17480.51,17446.64,19.58,2,target,25.5,12.8,0.03
rw_001,127826,2024-02-20 19:25:00,2024-02-20 19:30:00,-1,-1.671586,short|phase_trigger|compression_low|trigger_strong|fresh_new|mid_decay|late_session,17400.8,17420.67,17420.67,17373.48,-20.37,2,stop,0.65,29.4,0.5
rw_001,128028,2024-02-21 13:15:00,2024-02-21 13:15:00,-1,-1.995104,short|phase_trigger|compression_high|trigger_strong|fresh_new|low_decay|us_overlap,17459.2,17467.31,17467.31,17448.05,-9.51,1,stop,0.0,9.6,1.4
rw_001,128034,2024-02-21 13:45:00,2024-02-21 13:45:00,-1,-1.974838,short|phase_early_confirmation|compression_high|trigger_soft|fresh_fresh|low_decay|us_overlap,17456.85,17465.27,17465.27,17445.27,-9.82,1,stop,0.0,9.05,1.4
rw_001,128049,2024-02-21 15:00:00,2024-02-21 15:00:00,-1,-1.976133,short|phase_trigger|compression_mid|trigger_strong|fresh_new|low_decay|us_overlap,17425.7,17434.23,17434.23,17413.97,-9.93,1,stop,0.0,18.95,1.4
rw_001,128056,2024-02-21 15:35:00,2024-02-21 15:35:00,-1,-1.951973,short|phase_trigger|compression_low|trigger_strong|fresh_new|low_decay|us_overlap,17421.7,17430.32,17430.32,17409.85,-10.02,1,stop,2.1,17.6,1.4
