fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124149,2024-02-01 07:45:00,2024-02-01 07:50:00,1,0.134857,long|displacement_stretch_extended|equilibrium_reclaim_mixed|failed_extension_decay_defined|range_reset_expanding|boundary_wick_against|volume_confirmation_mixed|path_loss_mid|prior_day_contrarian_supportive|session_reversion_defined|spread_high|early_session,17200.85,17196.45,17196.45,17206.9,-5.8,2,stop,2.6,5.4,1.4
rw_001,124201,2024-02-01 12:05:00,2024-02-01 12:45:00,1,0.248103,long|displacement_stretch_light|equilibrium_reclaim_clear|failed_extension_decay_defined|range_reset_expanding|boundary_wick_rejecting|volume_confirmation_mixed|path_loss_high|prior_day_contrarian_supportive|session_reversion_defined|spread_high|europe_morning,17235.5,17247.4,17226.84,17247.4,10.5,9,target,13.0,2.55,1.4
rw_001,124225,2024-02-01 14:05:00,2024-02-01 14:05:00,1,0.164479,long|displacement_stretch_defined|equilibrium_reclaim_mixed|failed_extension_decay_heavy|range_reset_expanding|boundary_wick_rejecting|volume_confirmation_mixed|path_loss_high|prior_day_contrarian_supportive|session_reversion_defined|spread_high|us_overlap,17234.25,17244.91,17226.49,17244.91,9.26,1,target,15.4,0.0,1.4
rw_001,124250,2024-02-01 16:10:00,2024-02-01 16:10:00,1,0.139456,long|displacement_stretch_extended|equilibrium_reclaim_clear|failed_extension_decay_heavy|range_reset_expanding|boundary_wick_rejecting|volume_confirmation_mixed|path_loss_high|prior_day_contrarian_supportive|session_reversion_defined|spread_low|us_overlap,17228.7,17220.22,17220.22,17240.37,-9.88,1,stop,5.2,8.7,1.4
rw_001,124259,2024-02-01 16:55:00,2024-02-01 16:55:00,-1,0.156468,short|displacement_stretch_defined|equilibrium_reclaim_mixed|failed_extension_decay_defined|range_reset_expanding|boundary_wick_mixed|volume_confirmation_mixed|path_loss_mid|prior_day_contrarian_conflict|session_reversion_defined|spread_low|us_overlap,17208.55,17193.44,17219.54,17193.44,14.94,1,target,27.25,2.15,0.17
rw_001,124282,2024-02-01 18:50:00,2024-02-01 19:00:00,-1,0.185384,short|displacement_stretch_defined|equilibrium_reclaim_mixed|failed_extension_decay_defined|range_reset_expanding|boundary_wick_against|volume_confirmation_mixed|path_loss_mid|prior_day_contrarian_conflict|session_reversion_defined|spread_low|late_session,17213.75,17231.49,17231.49,17189.35,-18.34,3,stop,0.65,41.15,0.6
rw_001,124305,2024-02-01 20:45:00,2024-02-01 20:50:00,1,0.274262,long|displacement_stretch_light|equilibrium_reclaim_clear|failed_extension_decay_defined|range_reset_expanding|boundary_wick_mixed|volume_confirmation_mixed|path_loss_high|prior_day_contrarian_supportive|session_reversion_defined|spread_low|late_session,17249.7,17277.72,17229.32,17277.72,28.02,2,target,30.6,0.5,0.0
rw_001,124481,2024-02-02 12:25:00,2024-02-02 12:25:00,-1,0.212986,short|displacement_stretch_defined|equilibrium_reclaim_clear|failed_extension_decay_defined|range_reset_expanding|boundary_wick_against|volume_confirmation_mixed|path_loss_mid|prior_day_contrarian_supportive|session_reversion_defined|spread_high|europe_morning,17513.2,17520.1,17520.1,17503.71,-8.3,1,stop,1.45,9.95,1.4
rw_001,124496,2024-02-02 13:40:00,2024-02-02 14:15:00,-1,0.231543,short|displacement_stretch_light|equilibrium_reclaim_mixed|failed_extension_decay_defined|range_reset_expanding|boundary_wick_mixed|volume_confirmation_mixed|path_loss_mid|prior_day_contrarian_supportive|session_reversion_defined|spread_high|us_overlap,17516.95,17523.97,17523.97,17507.3,-8.42,8,stop,9.6,10.35,1.4
rw_001,124527,2024-02-02 16:15:00,2024-02-02 16:20:00,-1,0.194903,short|displacement_stretch_defined|equilibrium_reclaim_clear|failed_extension_decay_defined|range_reset_expanding|boundary_wick_against|volume_confirmation_against|path_loss_mid|prior_day_contrarian_supportive|session_reversion_defined|spread_mid|us_overlap,17409.45,17394.88,17420.04,17394.88,13.17,2,target,19.8,9.0,1.4
