signal_bar_time,score,raw_direction,admitted_direction,active_direction,event,detail
2026.03.31 23:55:00,-0.325590611,-1,-1,-1,enter,ok
2026.04.01 01:00:00,-0.288217396,-1,0,-1,hold,ok
2026.04.01 01:05:00,-0.439978093,-1,0,-1,hold,ok
2026.04.01 01:10:00,-0.035643943,0,0,-1,hold,ok
2026.04.01 01:15:00,-0.435925335,-1,0,-1,hold,ok
2026.04.01 01:20:00,-0.278314203,-1,0,-1,hold,ok
2026.04.01 01:25:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.01 01:25:00,-0.399875462,-1,-1,-1,enter,ok
2026.04.01 01:30:00,-0.426606029,-1,0,-1,hold,ok
2026.04.01 01:35:00,-0.270840973,-1,0,-1,hold,ok
2026.04.01 01:40:00,-0.383326620,-1,0,-1,hold,ok
2026.04.01 01:45:00,-0.394593477,-1,0,-1,hold,ok
2026.04.01 01:50:00,-0.391876578,-1,0,-1,hold,ok
2026.04.01 01:55:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.01 01:55:00,-0.331137359,-1,-1,-1,enter,ok
2026.04.01 02:00:00,-0.341710061,-1,0,-1,hold,ok
2026.04.01 02:05:00,-0.433420986,-1,0,-1,hold,ok
2026.04.01 02:10:00,-0.342199326,-1,0,-1,hold,ok
2026.04.01 02:15:00,-0.238346934,0,0,-1,hold,ok
2026.04.01 02:20:00,-0.307187855,-1,0,-1,hold,ok
2026.04.01 02:25:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.01 02:25:00,-0.263217807,-1,-1,-1,enter,ok
2026.04.01 02:30:00,-0.144152269,0,0,-1,hold,ok
2026.04.01 02:35:00,-0.154579833,0,0,-1,hold,ok
2026.04.01 02:40:00,-0.299501747,-1,0,-1,hold,ok
2026.04.01 02:45:00,-0.230263814,0,0,-1,hold,ok
2026.04.01 02:50:00,-0.105181769,0,0,-1,hold,ok
2026.04.01 02:55:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.01 02:55:00,-0.073945805,0,0,0,flat,ok
2026.04.01 03:00:00,-0.091063850,0,0,0,flat,ok
2026.04.01 03:05:00,-0.167780712,0,0,0,flat,ok
2026.04.01 03:10:00,-0.165201738,0,0,0,flat,ok
2026.04.01 03:15:00,-0.185382128,0,0,0,flat,ok
2026.04.01 03:20:00,-0.166374251,0,0,0,flat,ok
2026.04.01 03:25:00,-0.244467393,0,0,0,flat,ok
2026.04.01 03:30:00,-0.142768160,0,0,0,flat,ok
2026.04.01 03:35:00,-0.262217849,-1,-1,-1,enter,ok
2026.04.01 03:40:00,-0.146477699,0,0,-1,hold,ok
2026.04.01 03:45:00,-0.280587316,-1,0,-1,hold,ok
2026.04.01 03:50:00,-0.272604614,-1,0,-1,hold,ok
2026.04.01 03:55:00,-0.079685539,0,0,-1,hold,ok
2026.04.01 04:00:00,0.210535482,0,0,-1,hold,ok
2026.04.01 04:05:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.01 04:05:00,0.190227479,0,0,0,flat,ok
2026.04.01 04:10:00,-0.135008156,0,0,0,flat,ok
2026.04.01 04:15:00,-0.052508924,0,0,0,flat,ok
2026.04.01 04:20:00,-0.116406657,0,0,0,flat,ok
2026.04.01 04:25:00,-0.085654013,0,0,0,flat,ok
2026.04.01 04:30:00,-0.128784165,0,0,0,flat,ok
2026.04.01 04:35:00,-0.203269273,0,0,0,flat,ok
2026.04.01 04:40:00,-0.158378318,0,0,0,flat,ok
2026.04.01 04:45:00,-0.298992574,-1,-1,-1,enter,ok
2026.04.01 04:50:00,-0.141176000,0,0,-1,hold,ok
2026.04.01 04:55:00,-0.328232348,-1,0,-1,hold,ok
2026.04.01 05:00:00,-0.145390630,0,0,-1,hold,ok
2026.04.01 05:05:00,-0.310325801,-1,0,-1,hold,ok
2026.04.01 05:10:00,-0.224833474,0,0,-1,hold,ok
2026.04.01 05:15:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.01 05:15:00,-0.183368087,0,0,0,flat,ok
2026.04.01 05:20:00,-0.286617547,-1,-1,-1,enter,ok
2026.04.01 05:25:00,-0.269189179,-1,0,-1,hold,ok
2026.04.01 05:30:00,-0.269276619,-1,0,-1,hold,ok
2026.04.01 05:35:00,-0.219671056,0,0,-1,hold,ok
2026.04.01 05:40:00,-0.189992040,0,0,-1,hold,ok
2026.04.01 05:45:00,-0.286236316,-1,0,-1,hold,ok
2026.04.01 05:50:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.01 05:50:00,-0.183990091,0,0,0,flat,ok
2026.04.01 05:55:00,-0.261300981,-1,-1,-1,enter,ok
2026.04.01 06:00:00,-0.210899860,0,0,-1,hold,ok
2026.04.01 06:05:00,-0.102404729,0,0,-1,hold,ok
2026.04.01 06:10:00,-0.280277014,-1,0,-1,hold,ok
2026.04.01 06:15:00,-0.279090464,-1,0,-1,hold,ok
2026.04.01 06:20:00,-0.266693890,-1,0,-1,hold,ok
2026.04.01 06:25:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.01 06:25:00,-0.172572955,0,0,0,flat,ok
2026.04.01 06:30:00,-0.124300584,0,0,0,flat,ok
2026.04.01 06:35:00,-0.165788502,0,0,0,flat,ok
2026.04.01 06:40:00,-0.198908448,0,0,0,flat,ok
2026.04.01 06:45:00,-0.165036410,0,0,0,flat,ok
2026.04.01 06:50:00,-0.196343586,0,0,0,flat,ok
2026.04.01 06:55:00,-0.251442850,-1,-1,-1,enter,ok
2026.04.01 07:00:00,-0.160361096,0,0,-1,hold,ok
2026.04.01 07:05:00,-0.116373114,0,0,-1,hold,ok
2026.04.01 07:10:00,-0.187340707,0,0,-1,hold,ok
2026.04.01 07:15:00,-0.071196735,0,0,-1,hold,ok
2026.04.01 07:20:00,0.175235942,0,0,-1,hold,ok
2026.04.01 07:25:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.01 07:25:00,-0.041603755,0,0,0,flat,ok
2026.04.01 07:30:00,-0.089528106,0,0,0,flat,ok
2026.04.01 07:35:00,-0.081609361,0,0,0,flat,ok
2026.04.01 07:40:00,-0.087204732,0,0,0,flat,ok
2026.04.01 07:45:00,0.108432271,0,0,0,flat,ok
2026.04.01 07:50:00,-0.167318493,0,0,0,flat,ok
2026.04.01 07:55:00,-0.008121246,0,0,0,flat,ok
2026.04.01 08:00:00,0.103505902,0,0,0,flat,ok
2026.04.01 08:05:00,0.232856765,0,0,0,flat,ok
2026.04.01 08:10:00,0.183102474,0,0,0,flat,ok
2026.04.01 08:15:00,0.019605724,0,0,0,flat,ok
2026.04.01 08:20:00,0.209755629,0,0,0,flat,ok
2026.04.01 08:25:00,0.306268483,1,1,1,enter,ok
2026.04.01 08:30:00,0.223555461,0,0,1,hold,ok
2026.04.01 08:35:00,0.375288725,1,0,1,hold,ok
2026.04.01 08:40:00,0.286259145,1,0,1,hold,ok
