signal_bar_time,score,raw_direction,admitted_direction,active_direction,event,detail
2026.04.01 08:45:00,0.268518597,1,0,1,hold,ok
2026.04.01 08:50:00,0.173477575,0,0,1,hold,ok
2026.04.01 08:55:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.01 08:55:00,0.389373183,1,1,1,enter,ok
2026.04.01 09:00:00,0.501909912,1,0,1,hold,ok
2026.04.01 09:05:00,0.607751071,1,0,1,hold,ok
2026.04.01 09:10:00,0.723622859,1,0,1,hold,ok
2026.04.01 09:15:00,0.735109925,1,0,1,hold,ok
2026.04.01 09:20:00,0.562177420,1,0,1,hold,ok
2026.04.01 09:25:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.01 09:25:00,0.583281815,1,1,1,enter,ok
2026.04.01 09:30:00,1.026694179,1,0,1,hold,ok
2026.04.01 09:35:00,0.432361066,1,0,1,hold,ok
2026.04.01 09:40:00,0.557787836,1,0,1,hold,ok
2026.04.01 09:45:00,0.414166927,1,0,1,hold,ok
2026.04.01 09:50:00,0.489155829,1,0,1,hold,ok
2026.04.01 09:55:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.01 09:55:00,0.272275925,1,1,1,enter,ok
2026.04.01 10:00:00,0.571293771,1,0,1,hold,ok
2026.04.01 10:05:00,0.503089249,1,0,1,hold,ok
2026.04.01 10:10:00,0.410867840,1,0,1,hold,ok
2026.04.01 10:15:00,0.268684596,1,0,1,hold,ok
2026.04.01 10:20:00,0.315821499,1,0,1,hold,ok
2026.04.01 10:25:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.01 10:25:00,0.368028522,1,1,1,enter,ok
2026.04.01 10:30:00,0.411504418,1,0,1,hold,ok
2026.04.01 10:35:00,0.345875353,1,0,1,hold,ok
2026.04.01 10:40:00,0.411241889,1,0,1,hold,ok
2026.04.01 10:45:00,0.538426340,1,0,1,hold,ok
2026.04.01 10:50:00,0.759380162,1,0,1,hold,ok
2026.04.01 10:55:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.01 10:55:00,0.565255404,1,1,1,enter,ok
2026.04.01 11:00:00,0.839621067,1,0,1,hold,ok
2026.04.01 11:05:00,0.608447731,1,0,1,hold,ok
2026.04.01 11:10:00,0.514878511,1,0,1,hold,ok
2026.04.01 11:15:00,0.638806641,1,0,1,hold,ok
2026.04.01 11:20:00,0.438153833,1,0,1,hold,ok
2026.04.01 11:25:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.01 11:25:00,0.339834154,1,1,1,enter,ok
2026.04.01 11:30:00,0.423066735,1,0,1,hold,ok
2026.04.01 11:35:00,0.393223763,1,0,1,hold,ok
2026.04.01 11:40:00,0.353499413,1,0,1,hold,ok
2026.04.01 11:45:00,0.316053092,1,0,1,hold,ok
2026.04.01 11:50:00,0.591816485,1,0,1,hold,ok
2026.04.01 11:55:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.01 11:55:00,0.534086645,1,1,1,enter,ok
2026.04.01 12:00:00,0.436303914,1,0,1,hold,ok
2026.04.01 12:05:00,0.425340146,1,0,1,hold,ok
2026.04.01 12:10:00,0.405345261,1,0,1,hold,ok
2026.04.01 12:15:00,0.331184953,1,0,1,hold,ok
2026.04.01 12:20:00,0.446737975,1,0,1,hold,ok
2026.04.01 12:25:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.01 12:25:00,0.463349044,1,1,1,enter,ok
2026.04.01 12:30:00,0.404543340,1,0,1,hold,ok
2026.04.01 12:35:00,0.258893102,1,0,1,hold,ok
2026.04.01 12:40:00,0.304051340,1,0,1,hold,ok
2026.04.01 12:45:00,0.521943688,1,0,1,hold,ok
2026.04.01 12:50:00,0.227376834,0,0,1,hold,ok
2026.04.01 12:55:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.01 12:55:00,0.521853983,1,0,0,flat,ok
2026.04.01 13:00:00,0.374617338,1,0,0,flat,ok
2026.04.01 13:05:00,0.309876412,1,0,0,flat,ok
2026.04.01 13:10:00,0.491171986,1,0,0,flat,ok
2026.04.01 13:15:00,0.278023422,1,0,0,flat,ok
2026.04.01 13:20:00,0.281539410,1,0,0,flat,ok
2026.04.01 13:25:00,0.355303645,1,0,0,flat,ok
2026.04.01 13:30:00,0.267146885,1,0,0,flat,ok
2026.04.01 13:35:00,0.463590294,1,0,0,flat,ok
2026.04.01 13:40:00,0.368266732,1,0,0,flat,ok
2026.04.01 13:45:00,0.815782666,1,0,0,flat,ok
2026.04.01 13:50:00,0.399106205,1,0,0,flat,ok
2026.04.01 13:55:00,0.460898489,1,0,0,flat,ok
2026.04.01 14:00:00,0.646614730,1,0,0,flat,ok
2026.04.01 14:05:00,0.329253048,1,0,0,flat,ok
2026.04.01 14:10:00,0.449133426,1,0,0,flat,ok
2026.04.01 14:15:00,0.462786674,1,0,0,flat,ok
2026.04.01 14:20:00,0.376088530,1,0,0,flat,ok
2026.04.01 14:25:00,0.354818106,1,0,0,flat,ok
2026.04.01 14:30:00,0.543868065,1,0,0,flat,ok
2026.04.01 14:35:00,0.606739044,1,0,0,flat,ok
2026.04.01 14:40:00,0.417869806,1,0,0,flat,ok
2026.04.01 14:45:00,0.405051678,1,0,0,flat,ok
2026.04.01 14:50:00,0.441278070,1,0,0,flat,ok
2026.04.01 14:55:00,0.351081789,1,0,0,flat,ok
2026.04.01 15:00:00,0.511513472,1,0,0,flat,ok
2026.04.01 15:05:00,0.443752557,1,0,0,flat,ok
2026.04.01 15:10:00,0.407224774,1,0,0,flat,ok
2026.04.01 15:15:00,0.487528890,1,0,0,flat,ok
2026.04.01 15:20:00,0.632057309,1,0,0,flat,ok
2026.04.01 15:25:00,0.669634342,1,0,0,flat,ok
2026.04.01 15:30:00,0.813106775,1,0,0,flat,ok
2026.04.01 15:35:00,0.919915497,1,0,0,flat,ok
2026.04.01 15:40:00,1.271312714,1,0,0,flat,ok
2026.04.01 15:45:00,1.401604772,1,0,0,flat,ok
2026.04.01 15:50:00,1.110742569,1,0,0,flat,ok
2026.04.01 15:55:00,0.797842979,1,0,0,flat,ok
2026.04.01 16:00:00,0.711113989,1,0,0,flat,ok
2026.04.01 16:05:00,0.613131166,1,0,0,flat,ok
2026.04.01 16:10:00,0.794063628,1,0,0,flat,ok
2026.04.01 16:15:00,0.688758790,1,0,0,flat,ok
2026.04.01 16:20:00,0.555764496,1,0,0,flat,ok
2026.04.01 16:25:00,0.631862342,1,0,0,flat,ok
2026.04.01 16:30:00,1.606881857,1,0,0,flat,ok
2026.04.01 16:35:00,0.948046803,1,0,0,flat,ok
2026.04.01 16:40:00,0.913809180,1,0,0,flat,ok
2026.04.01 16:45:00,0.852745175,1,0,0,flat,ok
2026.04.01 16:50:00,0.871962249,1,0,0,flat,ok
2026.04.01 16:55:00,0.682272494,1,0,0,flat,ok
2026.04.01 17:00:00,0.738221109,1,0,0,flat,ok
2026.04.01 17:05:00,0.630660415,1,0,0,flat,ok
2026.04.01 17:10:00,0.626411080,1,0,0,flat,ok
2026.04.01 17:15:00,0.556991637,1,0,0,flat,ok
2026.04.01 17:20:00,0.486658275,1,0,0,flat,ok
2026.04.01 17:25:00,0.461599797,1,0,0,flat,ok
2026.04.01 17:30:00,0.399531811,1,0,0,flat,ok
2026.04.01 17:35:00,0.741336167,1,0,0,flat,ok
2026.04.01 17:40:00,0.503352523,1,0,0,flat,ok
2026.04.01 17:45:00,0.579392195,1,0,0,flat,ok
2026.04.01 17:50:00,0.450356871,1,0,0,flat,ok
2026.04.01 17:55:00,0.410470635,1,0,0,flat,ok
2026.04.01 18:00:00,0.288941830,1,0,0,flat,ok
2026.04.01 18:05:00,0.405611753,1,0,0,flat,ok
2026.04.01 18:10:00,0.221003413,0,0,0,flat,ok
2026.04.01 18:15:00,0.352624655,1,0,0,flat,ok
2026.04.01 18:20:00,0.217624485,0,0,0,flat,ok
2026.04.01 18:25:00,0.209603131,0,0,0,flat,ok
2026.04.01 18:30:00,0.383415878,1,0,0,flat,ok
2026.04.01 18:35:00,0.378976136,1,0,0,flat,ok
2026.04.01 18:40:00,0.277755380,1,0,0,flat,ok
2026.04.01 18:45:00,0.157638222,0,0,0,flat,ok
2026.04.01 18:50:00,0.277024180,1,0,0,flat,ok
2026.04.01 18:55:00,0.242259383,0,0,0,flat,ok
2026.04.01 19:00:00,0.165355176,0,0,0,flat,ok
2026.04.01 19:05:00,0.235946119,0,0,0,flat,ok
2026.04.01 19:10:00,0.174741909,0,0,0,flat,ok
2026.04.01 19:15:00,0.314875931,1,0,0,flat,ok
2026.04.01 19:20:00,0.075188063,0,0,0,flat,ok
2026.04.01 19:25:00,0.067897238,0,0,0,flat,ok
2026.04.01 19:30:00,0.201104239,0,0,0,flat,ok
2026.04.01 19:35:00,0.096558094,0,0,0,flat,ok
2026.04.01 19:40:00,0.193339586,0,0,0,flat,ok
2026.04.01 19:45:00,0.086607710,0,0,0,flat,ok
2026.04.01 19:50:00,0.037133917,0,0,0,flat,ok
2026.04.01 19:55:00,0.017225051,0,0,0,flat,ok
2026.04.01 20:00:00,0.294307172,1,0,0,flat,ok
2026.04.01 20:05:00,0.004451621,0,0,0,flat,ok
2026.04.01 20:10:00,0.049447317,0,0,0,flat,ok
2026.04.01 20:15:00,-0.008417589,0,0,0,flat,ok
2026.04.01 20:20:00,0.039410893,0,0,0,flat,ok
2026.04.01 20:25:00,-0.009046820,0,0,0,flat,ok
2026.04.01 20:30:00,0.144734561,0,0,0,flat,ok
2026.04.01 20:35:00,0.183298826,0,0,0,flat,ok
2026.04.01 20:40:00,0.067988306,0,0,0,flat,ok
2026.04.01 20:45:00,0.013896484,0,0,0,flat,ok
2026.04.01 20:50:00,0.026111899,0,0,0,flat,ok
2026.04.01 20:55:00,0.195593372,0,0,0,flat,ok
2026.04.01 21:00:00,0.487467676,1,0,0,flat,ok
2026.04.01 21:05:00,0.222839028,0,0,0,flat,ok
2026.04.01 21:10:00,0.071223490,0,0,0,flat,ok
2026.04.01 21:15:00,0.416219026,1,0,0,flat,ok
2026.04.01 21:20:00,0.423070371,1,0,0,flat,ok
2026.04.01 21:25:00,0.318436801,1,0,0,flat,ok
2026.04.01 21:30:00,0.179298073,0,0,0,flat,ok
2026.04.01 21:35:00,0.395427138,1,0,0,flat,ok
2026.04.01 21:40:00,0.342171043,1,0,0,flat,ok
2026.04.01 21:45:00,0.150729731,0,0,0,flat,ok
2026.04.01 21:50:00,0.099702373,0,0,0,flat,ok
2026.04.01 21:55:00,0.041670561,0,0,0,flat,ok
2026.04.01 22:00:00,0.178396836,0,0,0,flat,ok
2026.04.01 22:05:00,0.121817723,0,0,0,flat,ok
2026.04.01 22:10:00,0.024357527,0,0,0,flat,ok
2026.04.01 22:15:00,0.119287349,0,0,0,flat,ok
2026.04.01 22:20:00,0.008157513,0,0,0,flat,ok
2026.04.01 22:25:00,0.040603604,0,0,0,flat,ok
2026.04.01 22:30:00,0.021390243,0,0,0,flat,ok
2026.04.01 22:35:00,0.057696577,0,0,0,flat,ok
2026.04.01 22:40:00,-0.112495735,0,0,0,flat,ok
2026.04.01 22:45:00,-0.047398560,0,0,0,flat,ok
2026.04.01 22:50:00,0.220881984,0,0,0,flat,ok
2026.04.01 22:55:00,0.266728580,1,0,0,flat,ok
2026.04.01 23:00:00,-0.106578708,0,0,0,flat,ok
2026.04.01 23:05:00,-0.274156749,-1,0,0,flat,ok
2026.04.01 23:10:00,-0.176089272,0,0,0,flat,ok
2026.04.01 23:15:00,-0.313514948,-1,0,0,flat,ok
2026.04.01 23:20:00,-0.394412786,-1,0,0,flat,ok
2026.04.01 23:25:00,-0.346674621,-1,0,0,flat,ok
2026.04.01 23:30:00,-0.270090789,-1,0,0,flat,ok
2026.04.01 23:35:00,-0.298851252,-1,0,0,flat,ok
2026.04.01 23:40:00,-0.432247579,-1,0,0,flat,ok
2026.04.01 23:45:00,-0.285873979,-1,0,0,flat,ok
2026.04.01 23:50:00,-0.303274572,-1,0,0,flat,ok
2026.04.01 23:55:00,-0.352046221,-1,0,0,flat,ok
2026.04.02 01:00:00,-0.185166448,0,0,0,flat,ok
2026.04.02 01:05:00,-0.349157184,-1,0,0,flat,ok
2026.04.02 01:10:00,-0.306179881,-1,0,0,flat,ok
2026.04.02 01:15:00,-0.404006630,-1,0,0,flat,ok
2026.04.02 01:20:00,-0.281668395,-1,0,0,flat,ok
2026.04.02 01:25:00,-0.278835237,-1,0,0,flat,ok
2026.04.02 01:30:00,-0.373739958,-1,0,0,flat,ok
2026.04.02 01:35:00,-0.387764454,-1,0,0,flat,ok
2026.04.02 01:40:00,-0.367097050,-1,0,0,flat,ok
2026.04.02 01:45:00,-0.404730201,-1,0,0,flat,ok
2026.04.02 01:50:00,-0.201770127,0,0,0,flat,ok
2026.04.02 01:55:00,-0.269619316,-1,0,0,flat,ok
2026.04.02 02:00:00,-0.272143185,-1,0,0,flat,ok
2026.04.02 02:05:00,-0.189800188,0,0,0,flat,ok
2026.04.02 02:10:00,-0.188085973,0,0,0,flat,ok
2026.04.02 02:15:00,-0.402502924,-1,0,0,flat,ok
2026.04.02 02:20:00,-0.278276265,-1,0,0,flat,ok
2026.04.02 02:25:00,-0.295720339,-1,0,0,flat,ok
2026.04.02 02:30:00,-0.355605841,-1,0,0,flat,ok
2026.04.02 02:35:00,-0.346734285,-1,0,0,flat,ok
2026.04.02 02:40:00,-0.281699121,-1,0,0,flat,ok
2026.04.02 02:45:00,-0.342116684,-1,0,0,flat,ok
2026.04.02 02:50:00,-0.103734836,0,0,0,flat,ok
2026.04.02 02:55:00,-0.320500553,-1,0,0,flat,ok
2026.04.02 03:00:00,-0.069249682,0,0,0,flat,ok
2026.04.02 03:05:00,-0.075434312,0,0,0,flat,ok
2026.04.02 03:10:00,-0.086656980,0,0,0,flat,ok
2026.04.02 03:15:00,-0.129099101,0,0,0,flat,ok
2026.04.02 03:20:00,-0.180111244,0,0,0,flat,ok
2026.04.02 03:25:00,-0.207434461,0,0,0,flat,ok
2026.04.02 03:30:00,-0.022199802,0,0,0,flat,ok
2026.04.02 03:35:00,-0.072539054,0,0,0,flat,ok
2026.04.02 03:40:00,0.413370997,1,0,0,flat,ok
2026.04.02 03:45:00,-0.124408282,0,0,0,flat,ok
2026.04.02 03:50:00,-0.128501266,0,0,0,flat,ok
2026.04.02 03:55:00,0.139901936,0,0,0,flat,ok
2026.04.02 04:00:00,0.426571012,1,0,0,flat,ok
2026.04.02 04:05:00,0.245404691,0,0,0,flat,ok
2026.04.02 04:10:00,0.131356850,0,0,0,flat,ok
2026.04.02 04:15:00,0.414588034,1,0,0,flat,ok
2026.04.02 04:20:00,0.035936724,0,0,0,flat,ok
2026.04.02 04:25:00,-0.106633924,0,0,0,flat,ok
2026.04.02 04:30:00,-0.119367465,0,0,0,flat,ok
2026.04.02 04:35:00,-0.049951315,0,0,0,flat,ok
2026.04.02 04:40:00,-0.309044510,-1,0,0,flat,ok
2026.04.02 04:45:00,-0.059318230,0,0,0,flat,ok
2026.04.02 04:50:00,0.051002964,0,0,0,flat,ok
2026.04.02 04:55:00,0.016987937,0,0,0,flat,ok
2026.04.02 05:00:00,-0.054251164,0,0,0,flat,ok
2026.04.02 05:05:00,-0.056378838,0,0,0,flat,ok
2026.04.02 05:10:00,-0.054646216,0,0,0,flat,ok
2026.04.02 05:15:00,0.060677316,0,0,0,flat,ok
2026.04.02 05:20:00,-0.133956119,0,0,0,flat,ok
2026.04.02 05:25:00,-0.216924891,0,0,0,flat,ok
2026.04.02 05:30:00,-0.063721061,0,0,0,flat,ok
2026.04.02 05:35:00,-0.164328188,0,0,0,flat,ok
2026.04.02 05:40:00,-0.090518281,0,0,0,flat,ok
2026.04.02 05:45:00,-0.237228274,0,0,0,flat,ok
2026.04.02 05:50:00,-0.217406511,0,0,0,flat,ok
2026.04.02 05:55:00,-0.246416584,0,0,0,flat,ok
2026.04.02 06:00:00,-0.209457546,0,0,0,flat,ok
2026.04.02 06:05:00,-0.184576601,0,0,0,flat,ok
2026.04.02 06:10:00,-0.260706693,-1,0,0,flat,ok
2026.04.02 06:15:00,-0.210612729,0,0,0,flat,ok
2026.04.02 06:20:00,-0.121313579,0,0,0,flat,ok
2026.04.02 06:25:00,-0.289237827,-1,0,0,flat,ok
2026.04.02 06:30:00,-0.164878741,0,0,0,flat,ok
2026.04.02 06:35:00,-0.128975898,0,0,0,flat,ok
2026.04.02 06:40:00,-0.092093661,0,0,0,flat,ok
2026.04.02 06:45:00,-0.180378422,0,0,0,flat,ok
2026.04.02 06:50:00,-0.245143518,0,0,0,flat,ok
2026.04.02 06:55:00,-0.251761794,-1,-1,-1,enter,ok
2026.04.02 07:00:00,-0.213719904,0,0,-1,hold,ok
2026.04.02 07:05:00,-0.159960210,0,0,-1,hold,ok
2026.04.02 07:10:00,-0.137305945,0,0,-1,hold,ok
2026.04.02 07:15:00,-0.126898631,0,0,-1,hold,ok
2026.04.02 07:20:00,-0.164242014,0,0,-1,hold,ok
2026.04.02 07:25:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.02 07:25:00,-0.158550471,0,0,0,flat,ok
2026.04.02 07:30:00,-0.160385802,0,0,0,flat,ok
2026.04.02 07:35:00,-0.171864137,0,0,0,flat,ok
2026.04.02 07:40:00,-0.076064758,0,0,0,flat,ok
2026.04.02 07:45:00,-0.155563191,0,0,0,flat,ok
2026.04.02 07:50:00,-0.141815513,0,0,0,flat,ok
2026.04.02 07:55:00,-0.078938544,0,0,0,flat,ok
2026.04.02 08:00:00,0.006694443,0,0,0,flat,ok
2026.04.02 08:05:00,-0.088065587,0,0,0,flat,ok
2026.04.02 08:10:00,-0.046703819,0,0,0,flat,ok
2026.04.02 08:15:00,-0.085357063,0,0,0,flat,ok
2026.04.02 08:20:00,-0.062593922,0,0,0,flat,ok
2026.04.02 08:25:00,0.130901262,0,0,0,flat,ok
2026.04.02 08:30:00,0.160368368,0,0,0,flat,ok
2026.04.02 08:35:00,0.051716980,0,0,0,flat,ok
2026.04.02 08:40:00,0.072438173,0,0,0,flat,ok
2026.04.02 08:45:00,0.142670304,0,0,0,flat,ok
2026.04.02 08:50:00,0.104168519,0,0,0,flat,ok
2026.04.02 08:55:00,0.005779344,0,0,0,flat,ok
2026.04.02 09:00:00,0.407151610,1,1,1,enter,ok
2026.04.02 09:05:00,0.090775929,0,0,1,hold,ok
2026.04.02 09:10:00,0.148835316,0,0,1,hold,ok
2026.04.02 09:15:00,0.297007531,1,0,1,hold,ok
2026.04.02 09:20:00,0.317228079,1,0,1,hold,ok
2026.04.02 09:25:00,0.126669109,0,0,1,hold,ok
2026.04.02 09:30:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.02 09:30:00,0.069338560,0,0,0,flat,ok
2026.04.02 09:35:00,0.199419394,0,0,0,flat,ok
2026.04.02 09:40:00,0.034635853,0,0,0,flat,ok
2026.04.02 09:45:00,0.021647301,0,0,0,flat,ok
2026.04.02 09:50:00,0.200488910,0,0,0,flat,ok
2026.04.02 09:55:00,0.248989224,0,0,0,flat,ok
2026.04.02 10:00:00,0.563893735,1,1,1,enter,ok
2026.04.02 10:05:00,0.402855456,1,0,1,hold,ok
2026.04.02 10:10:00,0.396457165,1,0,1,hold,ok
2026.04.02 10:15:00,0.368324757,1,0,1,hold,ok
2026.04.02 10:20:00,0.305978835,1,0,1,hold,ok
2026.04.02 10:25:00,0.571129024,1,0,1,hold,ok
2026.04.02 10:30:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.02 10:30:00,0.330934405,1,1,1,enter,ok
2026.04.02 10:35:00,0.360389441,1,0,1,hold,ok
2026.04.02 10:40:00,0.210336983,0,0,1,hold,ok
2026.04.02 10:45:00,0.291719496,1,0,1,hold,ok
2026.04.02 10:50:00,0.282061666,1,0,1,hold,ok
2026.04.02 10:55:00,0.252328068,1,0,1,hold,ok
2026.04.02 11:00:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.02 11:00:00,0.460965544,1,1,1,enter,ok
2026.04.02 11:05:00,0.338555753,1,0,1,hold,ok
2026.04.02 11:10:00,0.299699157,1,0,1,hold,ok
2026.04.02 11:15:00,0.433868319,1,0,1,hold,ok
2026.04.02 11:20:00,0.284245640,1,0,1,hold,ok
2026.04.02 11:25:00,0.366183907,1,0,1,hold,ok
2026.04.02 11:30:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.02 11:30:00,0.404924423,1,1,1,enter,ok
2026.04.02 11:35:00,0.363821834,1,0,1,hold,ok
2026.04.02 11:40:00,0.310048014,1,0,1,hold,ok
2026.04.02 11:45:00,0.385467589,1,0,1,hold,ok
2026.04.02 11:50:00,0.225599438,0,0,1,hold,ok
2026.04.02 11:55:00,0.317274034,1,0,1,hold,ok
2026.04.02 12:00:00,0.000000000,0,0,0,exit,fixed_horizon
2026.04.02 12:00:00,0.275062948,1,1,1,enter,ok
2026.04.02 12:05:00,0.245335445,0,0,1,hold,ok
