fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124139,2024-02-01 06:55:00,2024-02-01 07:00:00,1,0.364921,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_wide|counter_body_turning|adverse_absorption_thin|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_absent|day_extreme_alignment_deep|prior_tailwind_against|session_phase_early|spread_high|early_session,17217.25,17212.45,17212.45,17223.85,-6.2,2,stop,0.55,11.15,1.4
rw_001,124188,2024-02-01 11:00:00,2024-02-01 11:00:00,1,0.08619,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_wide|counter_body_turning|adverse_absorption_heavy|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_deep|prior_tailwind_against|session_phase_early|spread_high|europe_morning,17247.2,17239.72,17239.72,17257.49,-8.88,1,stop,4.0,16.9,1.4
rw_001,124195,2024-02-01 11:35:00,2024-02-01 11:35:00,1,0.086576,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_tradeable|counter_body_mixed|adverse_absorption_thin|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_outer|prior_tailwind_against|session_phase_core|spread_high|europe_morning,17230.45,17222.15,17222.15,17241.86,-9.7,1,stop,0.0,8.6,1.4
rw_001,124201,2024-02-01 12:05:00,2024-02-01 12:45:00,1,0.230854,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_wide|counter_body_turning|adverse_absorption_defined|trend_persistence_mixed|range_reexpansion_absent|volume_confirmation_absent|day_extreme_alignment_deep|prior_tailwind_against|session_phase_core|spread_high|europe_morning,17235.5,17247.4,17226.84,17247.4,10.5,9,target,13.0,2.55,1.4
rw_001,124216,2024-02-01 13:20:00,2024-02-01 13:25:00,1,0.19274,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_tradeable|counter_body_turning|adverse_absorption_thin|trend_persistence_with|range_reexpansion_absent|volume_confirmation_absent|day_extreme_alignment_deep|prior_tailwind_against|session_phase_core|spread_high|us_overlap,17237.05,17228.92,17228.92,17248.23,-9.53,2,stop,0.95,8.95,1.4
rw_001,124226,2024-02-01 14:10:00,2024-02-01 14:10:00,1,0.067869,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_wide|counter_body_turning|adverse_absorption_thin|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_deep|prior_tailwind_against|session_phase_core|spread_high|us_overlap,17246.5,17238.84,17238.84,17257.03,-9.06,1,stop,0.3,11.45,1.4
rw_001,124232,2024-02-01 14:40:00,2024-02-01 14:45:00,1,0.04645,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_wide|counter_body_turning|adverse_absorption_defined|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_active|day_extreme_alignment_deep|prior_tailwind_against|session_phase_core|spread_high|us_overlap,17246.3,17256.23,17239.08,17256.23,8.53,2,target,12.8,0.0,1.4
rw_001,124415,2024-02-02 06:55:00,2024-02-02 07:05:00,-1,0.265934,short|vwap_dislocation_light|failed_pullback_deep|residual_dislocation_thin|counter_body_turning|adverse_absorption_thin|trend_persistence_with|range_reexpansion_absent|volume_confirmation_absent|day_extreme_alignment_outer|prior_tailwind_against|session_phase_early|spread_high|early_session,17507.9,17512.1,17512.1,17502.13,-5.6,3,stop,2.05,5.0,1.4
rw_001,124421,2024-02-02 07:25:00,2024-02-02 07:25:00,1,0.123977,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_tradeable|counter_body_turning|adverse_absorption_thin|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_outer|prior_tailwind_with|session_phase_early|spread_high|early_session,17515.4,17520.8,17511.47,17520.8,4.0,1,target,7.15,1.75,1.4
rw_001,124428,2024-02-02 08:00:00,2024-02-02 08:00:00,1,0.107898,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_tradeable|counter_body_turning|adverse_absorption_heavy|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_outer|prior_tailwind_with|session_phase_early|spread_high|early_session,17516.45,17512.79,17512.79,17521.48,-5.06,1,stop,0.5,10.3,1.4
rw_001,124450,2024-02-02 09:50:00,2024-02-02 10:00:00,-1,0.107319,short|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_tradeable|counter_body_mixed|adverse_absorption_defined|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_outer|prior_tailwind_against|session_phase_early|spread_high|europe_morning,17500.2,17494.17,17504.59,17494.17,4.63,3,target,11.0,3.05,1.4
rw_001,124477,2024-02-02 12:05:00,2024-02-02 12:05:00,-1,0.119414,short|vwap_dislocation_defined|failed_pullback_deep|residual_dislocation_thin|counter_body_turning|adverse_absorption_thin|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_outer|prior_tailwind_against|session_phase_core|spread_high|europe_morning,17504.5,17511.33,17511.33,17495.11,-8.23,1,stop,1.7,8.75,1.4
rw_001,124484,2024-02-02 12:40:00,2024-02-02 12:45:00,1,0.112091,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_tradeable|counter_body_turning|adverse_absorption_thin|trend_persistence_mixed|range_reexpansion_mixed|volume_confirmation_absent|day_extreme_alignment_deep|prior_tailwind_with|session_phase_core|spread_high|europe_morning,17527.25,17520.32,17520.32,17536.78,-8.33,2,stop,1.05,10.35,1.4
rw_001,124490,2024-02-02 13:10:00,2024-02-02 13:10:00,-1,0.102469,short|vwap_dislocation_defined|failed_pullback_deep|residual_dislocation_thin|counter_body_turning|adverse_absorption_defined|trend_persistence_with|range_reexpansion_absent|volume_confirmation_absent|day_extreme_alignment_outer|prior_tailwind_against|session_phase_core|spread_high|us_overlap,17507.5,17514.51,17514.51,17497.85,-8.41,1,stop,0.35,7.8,1.4
rw_001,124500,2024-02-02 14:00:00,2024-02-02 14:05:00,1,0.138709,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_tradeable|counter_body_turning|adverse_absorption_heavy|trend_persistence_mixed|range_reexpansion_absent|volume_confirmation_absent|day_extreme_alignment_outer|prior_tailwind_with|session_phase_core|spread_high|us_overlap,17522.55,17515.6,17515.6,17532.11,-8.35,2,stop,1.15,15.2,1.4
rw_001,124714,2024-02-05 08:55:00,2024-02-05 09:00:00,1,0.035164,long|vwap_dislocation_defined|failed_pullback_deep|residual_dislocation_thin|counter_body_mixed|adverse_absorption_heavy|trend_persistence_with|range_reexpansion_active|volume_confirmation_neutral|day_extreme_alignment_outer|prior_tailwind_with|session_phase_early|spread_high|europe_morning,17601.45,17597.93,17597.93,17606.28,-4.92,2,stop,3.75,3.85,1.4
rw_001,124720,2024-02-05 09:25:00,2024-02-05 09:35:00,1,0.072748,long|vwap_dislocation_light|failed_pullback_deep|residual_dislocation_thin|counter_body_absent|adverse_absorption_heavy|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_outer|prior_tailwind_with|session_phase_early|spread_high|europe_morning,17599.25,17604.05,17595.76,17604.05,3.4,3,target,9.0,3.1,1.4
rw_001,124742,2024-02-05 11:15:00,2024-02-05 11:15:00,1,0.056579,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_wide|counter_body_turning|adverse_absorption_thin|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_active|day_extreme_alignment_deep|prior_tailwind_with|session_phase_core|spread_high|europe_morning,17628.05,17622.43,17622.43,17635.77,-7.02,1,stop,0.0,18.7,1.4
rw_001,124753,2024-02-05 12:10:00,2024-02-05 12:20:00,-1,0.009691,short|vwap_dislocation_light|failed_pullback_deep|residual_dislocation_thin|counter_body_mixed|adverse_absorption_defined|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_outer|prior_tailwind_against|session_phase_core|spread_high|europe_morning,17599.95,17606.41,17606.41,17591.07,-7.86,3,stop,2.15,9.15,1.4
rw_001,124759,2024-02-05 12:40:00,2024-02-05 12:40:00,1,0.084845,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_tradeable|counter_body_turning|adverse_absorption_heavy|trend_persistence_with|range_reexpansion_absent|volume_confirmation_absent|day_extreme_alignment_deep|prior_tailwind_with|session_phase_core|spread_high|europe_morning,17625.15,17618.54,17618.54,17634.24,-8.01,1,stop,0.75,7.95,1.4
rw_001,124766,2024-02-05 13:15:00,2024-02-05 13:40:00,1,0.126315,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_wide|counter_body_turning|adverse_absorption_defined|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_absent|day_extreme_alignment_deep|prior_tailwind_with|session_phase_core|spread_high|us_overlap,17622.95,17616.04,17616.04,17632.45,-8.31,6,stop,4.95,7.2,1.4
rw_001,124772,2024-02-05 13:45:00,2024-02-05 13:50:00,1,0.082375,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_tradeable|counter_body_absent|adverse_absorption_thin|trend_persistence_with|range_reexpansion_absent|volume_confirmation_neutral|day_extreme_alignment_outer|prior_tailwind_with|session_phase_core|spread_high|us_overlap,17616.45,17609.34,17609.34,17626.23,-7.54,2,stop,2.55,7.5,0.43
rw_001,124790,2024-02-05 15:15:00,2024-02-05 15:15:00,1,0.042976,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_wide|counter_body_turning|adverse_absorption_defined|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_deep|prior_tailwind_with|session_phase_core|spread_high|us_overlap,17637.05,17630.18,17630.18,17646.5,-8.27,1,stop,1.15,6.95,1.4
rw_001,124965,2024-02-06 06:50:00,2024-02-06 06:50:00,1,0.397121,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_wide|counter_body_turning|adverse_absorption_thin|trend_persistence_mixed|range_reexpansion_absent|volume_confirmation_absent|day_extreme_alignment_deep|prior_tailwind_neutral|session_phase_early|spread_high|early_session,17644.15,17648.59,17640.92,17648.59,3.04,1,target,4.5,0.5,1.4
rw_001,124971,2024-02-06 07:20:00,2024-02-06 07:20:00,1,0.034795,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_wide|counter_body_turning|adverse_absorption_defined|trend_persistence_with|range_reexpansion_active|volume_confirmation_active|day_extreme_alignment_deep|prior_tailwind_neutral|session_phase_early|spread_high|early_session,17652.1,17648.73,17648.73,17656.74,-4.77,1,stop,0.0,7.85,1.4
rw_001,124981,2024-02-06 08:10:00,2024-02-06 08:10:00,1,0.168531,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_tradeable|counter_body_mixed|adverse_absorption_heavy|trend_persistence_against|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_outer|prior_tailwind_neutral|session_phase_early|spread_high|europe_morning,17643.3,17639.94,17639.94,17647.91,-4.76,1,stop,2.2,4.75,1.4
rw_001,124992,2024-02-06 09:05:00,2024-02-06 09:10:00,1,0.157341,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_tradeable|counter_body_turning|adverse_absorption_thin|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_deep|prior_tailwind_neutral|session_phase_early|spread_high|europe_morning,17650.3,17655.17,17646.76,17655.17,3.47,2,target,11.55,0.65,1.4
rw_001,125002,2024-02-06 09:55:00,2024-02-06 10:00:00,1,0.143691,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_wide|counter_body_turning|adverse_absorption_defined|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_deep|prior_tailwind_neutral|session_phase_early|spread_high|europe_morning,17670.5,17666.67,17666.67,17675.76,-5.23,2,stop,4.45,4.55,1.4
rw_001,125036,2024-02-06 12:45:00,2024-02-06 12:50:00,-1,0.06012,short|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_tradeable|counter_body_absent|adverse_absorption_heavy|trend_persistence_with|range_reexpansion_absent|volume_confirmation_neutral|day_extreme_alignment_outer|prior_tailwind_neutral|session_phase_core|spread_high|europe_morning,17632.1,17638.4,17638.4,17623.44,-7.7,2,stop,1.55,11.0,1.4
rw_001,125045,2024-02-06 13:30:00,2024-02-06 13:30:00,-1,0.100603,short|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_tradeable|counter_body_turning|adverse_absorption_heavy|trend_persistence_with|range_reexpansion_absent|volume_confirmation_absent|day_extreme_alignment_outer|prior_tailwind_neutral|session_phase_core|spread_high|us_overlap,17634.3,17625.54,17640.67,17625.54,7.36,1,target,23.3,1.45,1.4
rw_001,125056,2024-02-06 14:25:00,2024-02-06 14:35:00,-1,0.001768,short|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_wide|counter_body_turning|adverse_absorption_thin|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_deep|prior_tailwind_neutral|session_phase_core|spread_high|us_overlap,17585.2,17592.75,17592.75,17574.82,-7.55,3,stop,7.5,11.75,0.0
rw_001,125243,2024-02-07 07:00:00,2024-02-07 07:30:00,-1,0.357555,short|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_wide|counter_body_turning|adverse_absorption_heavy|trend_persistence_with|range_reexpansion_absent|volume_confirmation_absent|day_extreme_alignment_deep|prior_tailwind_with|session_phase_early|spread_high|early_session,17573.15,17577.86,17577.86,17566.67,-6.11,7,stop,6.1,5.0,1.4
rw_001,125259,2024-02-07 08:20:00,2024-02-07 08:25:00,-1,0.204293,short|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_wide|counter_body_absent|adverse_absorption_defined|trend_persistence_mixed|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_deep|prior_tailwind_with|session_phase_early|spread_high|europe_morning,17573.6,17568.79,17577.1,17568.79,3.41,2,target,22.25,1.6,1.4
rw_001,125271,2024-02-07 09:20:00,2024-02-07 09:20:00,-1,0.116306,short|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_wide|counter_body_absent|adverse_absorption_defined|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_deep|prior_tailwind_with|session_phase_early|spread_high|europe_morning,17559.9,17554.29,17563.98,17554.29,4.21,1,target,6.6,3.35,1.4
rw_001,125282,2024-02-07 10:15:00,2024-02-07 10:15:00,-1,0.154051,short|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_wide|counter_body_turning|adverse_absorption_defined|trend_persistence_mixed|range_reexpansion_mixed|volume_confirmation_active|day_extreme_alignment_deep|prior_tailwind_with|session_phase_early|spread_high|europe_morning,17555.4,17559.96,17559.96,17549.13,-5.96,1,stop,0.5,5.8,1.4
rw_001,125307,2024-02-07 12:20:00,2024-02-07 12:30:00,1,0.02166,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_tradeable|counter_body_turning|adverse_absorption_heavy|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_outer|prior_tailwind_against|session_phase_core|spread_high|europe_morning,17591.75,17586.14,17586.14,17599.46,-7.01,3,stop,4.75,9.85,1.4
rw_001,125313,2024-02-07 12:50:00,2024-02-07 13:05:00,-1,0.043665,short|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_thin|counter_body_turning|adverse_absorption_defined|trend_persistence_mixed|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_outer|prior_tailwind_with|session_phase_core|spread_high|europe_morning,17572.65,17577.99,17577.99,17565.31,-6.74,4,stop,6.55,7.75,1.4
rw_001,125321,2024-02-07 13:30:00,2024-02-07 13:30:00,1,0.000343,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_tradeable|counter_body_turning|adverse_absorption_thin|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_outer|prior_tailwind_against|session_phase_core|spread_high|us_overlap,17590.5,17597.77,17585.21,17597.77,5.87,1,target,9.5,1.7,1.4
rw_001,125517,2024-02-08 06:50:00,2024-02-08 07:05:00,1,0.302435,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_tradeable|counter_body_absent|adverse_absorption_defined|trend_persistence_with|range_reexpansion_absent|volume_confirmation_absent|day_extreme_alignment_outer|prior_tailwind_with|session_phase_early|spread_high|early_session,17758.1,17755.74,17755.74,17761.34,-3.76,4,stop,1.35,2.8,1.4
rw_001,125523,2024-02-08 07:20:00,2024-02-08 07:30:00,1,0.225702,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_wide|counter_body_turning|adverse_absorption_thin|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_outer|prior_tailwind_with|session_phase_early|spread_high|early_session,17759.6,17757.31,17757.31,17762.75,-3.69,3,stop,1.9,2.65,1.4
rw_001,125529,2024-02-08 07:50:00,2024-02-08 07:55:00,-1,0.128565,short|vwap_dislocation_defined|failed_pullback_deep|residual_dislocation_thin|counter_body_turning|adverse_absorption_thin|trend_persistence_with|range_reexpansion_active|volume_confirmation_neutral|day_extreme_alignment_outer|prior_tailwind_against|session_phase_early|spread_high|early_session,17751.2,17753.3,17753.3,17748.32,-3.5,2,stop,0.5,3.35,1.4
rw_001,125554,2024-02-08 09:55:00,2024-02-08 10:00:00,-1,0.042167,short|vwap_dislocation_light|failed_pullback_deep|residual_dislocation_thin|counter_body_turning|adverse_absorption_thin|trend_persistence_mixed|range_reexpansion_active|volume_confirmation_active|day_extreme_alignment_outer|prior_tailwind_against|session_phase_early|spread_high|europe_morning,17753.0,17755.66,17755.66,17749.34,-4.06,2,stop,0.1,7.55,1.4
rw_001,125576,2024-02-08 11:45:00,2024-02-08 11:50:00,1,0.068861,long|vwap_dislocation_extreme|failed_pullback_deep|residual_dislocation_tradeable|counter_body_turning|adverse_absorption_thin|trend_persistence_with|range_reexpansion_mixed|volume_confirmation_neutral|day_extreme_alignment_outer|prior_tailwind_with|session_phase_core|spread_high|europe_morning,17758.8,17754.3,17754.3,17764.99,-5.9,2,stop,0.65,5.1,1.4
