fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124130,2024-02-01 06:10:00,2024-02-01 06:25:00,1,0.204329,long|opposing_run_thin|body_decay_strong|close_erosion_clear|counter_wick_mid|participation_flat|path_loss_low|range_extension_underbuilt|followthrough_decay_heavy|prior_direction_aligned|session_pressure_low|spread_high|early_session,17212.65,17219.96,17207.34,17219.96,5.91,4,target,8.9,1.0,1.4
rw_001,124173,2024-02-01 09:45:00,2024-02-01 09:45:00,1,0.224059,long|opposing_run_thin|body_decay_strong|close_erosion_clear|counter_wick_mid|participation_flat|path_loss_low|range_extension_underbuilt|followthrough_decay_heavy|prior_direction_aligned|session_pressure_high|spread_low|europe_morning,17209.65,17203.97,17203.97,17217.46,-7.08,1,stop,0.25,9.4,1.4
rw_001,124210,2024-02-01 12:50:00,2024-02-01 13:10:00,1,0.218645,long|opposing_run_thin|body_decay_strong|close_erosion_clear|counter_wick_high|participation_flat|path_loss_low|range_extension_underbuilt|followthrough_decay_heavy|prior_direction_aligned|session_pressure_high|spread_high|europe_morning,17243.9,17235.29,17235.29,17255.74,-10.01,5,stop,9.55,12.55,1.4
rw_001,124239,2024-02-01 15:15:00,2024-02-01 15:15:00,-1,0.386245,short|opposing_run_thin|body_decay_strong|close_erosion_clear|counter_wick_mid|participation_expanding|path_loss_low|range_extension_underbuilt|followthrough_decay_heavy|prior_direction_conflict|session_pressure_high|spread_low|us_overlap,17212.5,17202.94,17219.45,17202.94,8.91,1,target,14.45,1.9,0.65
rw_001,124272,2024-02-01 18:00:00,2024-02-01 18:05:00,-1,0.433234,short|opposing_run_thin|body_decay_strong|close_erosion_clear|counter_wick_mid|participation_fading|path_loss_low|range_extension_underbuilt|followthrough_decay_heavy|prior_direction_conflict|session_pressure_high|spread_low|late_session,17169.0,17184.53,17184.53,17147.65,-15.53,2,stop,9.25,20.45,0.0
rw_001,124279,2024-02-01 18:35:00,2024-02-01 18:50:00,1,0.28252,long|opposing_run_defined|body_decay_strong|close_erosion_clear|counter_wick_mid|participation_fading|path_loss_high|range_extension_underbuilt|followthrough_decay_heavy|prior_direction_aligned|session_pressure_high|spread_low|late_session,17206.4,17229.67,17189.48,17229.67,21.87,4,target,23.7,12.95,1.4
rw_001,124292,2024-02-01 19:40:00,2024-02-01 19:45:00,-1,0.383795,short|opposing_run_thin|body_decay_strong|close_erosion_clear|counter_wick_high|participation_fading|path_loss_low|range_extension_underbuilt|followthrough_decay_heavy|prior_direction_conflict|session_pressure_high|spread_low|late_session,17238.55,17257.34,17257.34,17212.71,-19.94,2,stop,5.6,40.55,1.15
rw_001,124303,2024-02-01 20:35:00,2024-02-01 20:35:00,1,0.278296,long|opposing_run_thin|body_decay_strong|close_erosion_clear|counter_wick_high|participation_flat|path_loss_low|range_extension_underbuilt|followthrough_decay_heavy|prior_direction_aligned|session_pressure_high|spread_low|late_session,17285.85,17265.8,17265.8,17313.42,-20.15,1,stop,5.25,49.2,0.1
rw_001,124471,2024-02-02 11:35:00,2024-02-02 11:40:00,-1,0.250191,short|opposing_run_defined|body_decay_strong|close_erosion_clear|counter_wick_mid|participation_flat|path_loss_high|range_extension_underbuilt|followthrough_decay_heavy|prior_direction_aligned|session_pressure_high|spread_high|europe_morning,17517.05,17508.19,17523.49,17508.19,7.46,2,target,13.6,1.3,1.4
rw_001,124483,2024-02-02 12:35:00,2024-02-02 12:55:00,1,0.235741,long|opposing_run_thin|body_decay_strong|close_erosion_clear|counter_wick_high|participation_flat|path_loss_low|range_extension_underbuilt|followthrough_decay_heavy|prior_direction_conflict|session_pressure_high|spread_high|europe_morning,17523.1,17516.18,17516.18,17532.62,-8.32,5,stop,7.05,12.25,1.4
rw_001,124490,2024-02-02 13:10:00,2024-02-02 13:10:00,-1,0.23794,short|opposing_run_thin|body_decay_strong|close_erosion_clear|counter_wick_high|participation_flat|path_loss_low|range_extension_underbuilt|followthrough_decay_heavy|prior_direction_aligned|session_pressure_high|spread_high|us_overlap,17507.5,17514.51,17514.51,17497.85,-8.41,1,stop,0.35,7.8,1.4
