fold_id,signal_time,entry_time,exit_time,direction,score,residual_band,causal_cost_edge,decision_spread_broker_points,applicable_execution_spread_broker_points,cost_source,execution_spread_fallback_used,gross_broker_points,spread_cost_broker_points,net_broker_points,evaluable_after_cost,exclusion_reason,market_day,market_hour
V2D002,2024-05-07 05:50:00,2024-05-07 05:55:00,2024-05-07 06:25:00,-1,-1.4991482112435002,0.0,0.3816013628619819,140.0,140.0,max_decision_and_execution_spread,False,-544.999999999709,140.0,-684.999999999709,True,,2024-05-06,22
V2D002,2024-05-07 14:00:00,2024-05-07 14:05:00,2024-05-07 14:35:00,-1,-0.10844629822695155,0.0,0.041710114702813744,25.0,100.0,max_decision_and_execution_spread,False,1579.9999999999272,100.0,1479.9999999999272,True,,2024-05-07,7
V2D002,2024-05-16 04:30:00,2024-05-16 04:35:00,2024-05-16 05:05:00,-1,-0.43952299829599806,0.0,0.2862010221465219,140.0,140.0,max_decision_and_execution_spread,False,535.0000000002183,140.0,395.0000000002183,True,,2024-05-15,21
V2D002,2024-05-16 10:20:00,2024-05-16 10:25:00,2024-05-16 10:55:00,-1,-0.22354694485842513,0.0,0.13412816691505508,75.0,140.0,max_decision_and_execution_spread,False,-70.00000000007276,140.0,-210.00000000007276,True,,2024-05-16,3
V2D002,2024-05-24 04:55:00,2024-05-24 05:00:00,2024-05-24 05:30:00,-1,-0.44231478068555946,0.0,0.24769627718391332,140.0,140.0,max_decision_and_execution_spread,False,-210.00000000021828,140.0,-350.0000000002183,True,,2024-05-23,22
V2D002,2024-06-04 14:25:00,2024-06-04 14:30:00,2024-06-04 15:00:00,-1,-0.09705210103714952,0.0,0.08790951180917911,125.0,125.0,max_decision_and_execution_spread,False,-2200.0,125.0,-2325.0,True,,2024-06-04,7
V2D002,2024-06-05 22:40:00,2024-06-05 22:45:00,2024-06-05 23:15:00,-1,-0.7881773399014779,0.0,0.09852216748768473,125.0,125.0,max_decision_and_execution_spread,False,-2150.0,125.0,-2275.0,True,,2024-06-05,15
V2D002,2024-06-07 01:45:00,2024-06-07 01:50:00,2024-06-07 02:20:00,-1,-0.2756649139823532,0.0,0.15314717443464068,125.0,125.0,max_decision_and_execution_spread,False,-275.0,125.0,-400.0,True,,2024-06-06,18
V2D002,2024-06-11 08:05:00,2024-06-11 08:10:00,2024-06-11 08:40:00,-1,-0.9150145570497583,0.0,0.4159157077498901,125.0,125.0,max_decision_and_execution_spread,False,-175.0,125.0,-300.0,True,,2024-06-11,1
V2D002,2024-06-11 16:35:00,2024-06-11 16:40:00,2024-06-11 17:10:00,-1,-0.8446516315989544,0.0,0.1259921884843156,125.0,125.0,max_decision_and_execution_spread,False,375.0,125.0,250.0,True,,2024-06-11,9
V2D002,2024-06-14 02:35:00,2024-06-14 02:40:00,2024-06-14 03:10:00,-1,-0.44706360495838277,0.0,0.20321072952653763,125.0,125.0,max_decision_and_execution_spread,False,-525.0,125.0,-650.0,True,,2024-06-13,19
V2D002,2024-06-21 21:30:00,2024-06-21 21:35:00,2024-06-21 22:05:00,-1,-0.16367213114748755,0.0,0.06557377049180328,125.0,125.0,max_decision_and_execution_spread,False,-450.0,125.0,-575.0,True,,2024-06-21,14
V2D002,2024-06-24 14:05:00,2024-06-24 14:10:00,2024-06-24 14:40:00,-1,-0.17993702204228382,0.0,0.11246063877642738,125.0,125.0,max_decision_and_execution_spread,False,250.0,125.0,125.0,True,,2024-06-24,7
V2D002,2024-07-04 13:55:00,2024-07-04 14:00:00,2024-07-04 14:30:00,-1,-0.7842112142203425,0.0,0.39210560711017123,125.0,125.0,max_decision_and_execution_spread,False,11.999999999898137,125.0,-113.00000000010186,True,,2024-07-04,7
V2D002,2024-07-09 07:45:00,2024-07-09 07:50:00,2024-07-09 08:20:00,-1,-0.39335664335668835,0.0,0.32779720279724034,125.0,125.0,max_decision_and_execution_spread,False,-475.0,125.0,-600.0,True,,2024-07-09,0
V2D002,2024-07-09 19:10:00,2024-07-09 19:15:00,2024-07-09 19:45:00,-1,-0.5077126487439401,0.0,0.05288673424416042,125.0,125.0,max_decision_and_execution_spread,False,2075.0,125.0,1950.0,True,,2024-07-09,12
