fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124133,2024-02-01 06:25:00,2024-02-01 06:45:00,1,-1.860065,long|symbolic_microstructure_grammar,17216.75,17211.48,17211.48,17224.0,-6.67,5,stop,4.8,6.15,1.4
rw_001,124206,2024-02-01 12:30:00,2024-02-01 13:00:00,-1,-1.83738,short|symbolic_microstructure_grammar,17240.5,17249.51,17249.51,17228.11,-10.41,7,stop,4.05,12.95,1.4
rw_001,124222,2024-02-01 13:50:00,2024-02-01 14:05:00,-1,-1.866583,short|symbolic_microstructure_grammar,17228.95,17236.66,17236.66,17218.34,-9.11,4,stop,7.5,20.7,1.4
rw_001,124231,2024-02-01 14:35:00,2024-02-01 14:40:00,-1,-1.863019,short|symbolic_microstructure_grammar,17242.3,17249.61,17249.61,17232.25,-8.71,2,stop,1.45,13.85,1.4
rw_001,124284,2024-02-01 19:00:00,2024-02-01 19:00:00,-1,-1.84633,short|symbolic_microstructure_grammar,17220.3,17238.28,17238.28,17195.58,-19.38,1,stop,1.75,34.6,1.4
rw_001,124292,2024-02-01 19:40:00,2024-02-01 19:45:00,-1,-1.837369,short|symbolic_microstructure_grammar,17238.55,17257.34,17257.34,17212.71,-19.94,2,stop,5.6,40.55,1.15
rw_001,124301,2024-02-01 20:25:00,2024-02-01 20:30:00,-1,-1.852929,short|symbolic_microstructure_grammar,17269.2,17289.47,17289.47,17241.33,-20.72,2,stop,8.15,27.8,0.45
rw_001,124307,2024-02-01 20:55:00,2024-02-01 21:05:00,-1,-1.827226,short|symbolic_microstructure_grammar,17273.55,17293.63,17293.63,17245.94,-20.08,3,stop,8.75,26.9,0.0
rw_001,124475,2024-02-02 11:55:00,2024-02-02 12:05:00,-1,-1.869229,short|symbolic_microstructure_grammar,17513.25,17504.04,17519.94,17504.04,7.81,3,target,10.45,3.0,1.4
rw_001,124487,2024-02-02 12:55:00,2024-02-02 13:00:00,-1,-1.873072,short|symbolic_microstructure_grammar,17519.8,17510.13,17526.83,17510.13,9.15,2,target,14.9,0.3,0.52
rw_001,124496,2024-02-02 13:40:00,2024-02-02 14:15:00,-1,-1.868081,short|symbolic_microstructure_grammar,17516.95,17523.97,17523.97,17507.3,-8.42,8,stop,9.6,10.35,1.4
rw_001,124553,2024-02-02 18:25:00,2024-02-02 18:25:00,-1,-1.83188,short|symbolic_microstructure_grammar,17549.6,17570.86,17570.86,17520.37,-21.26,1,stop,8.25,26.1,0.0
rw_001,124562,2024-02-02 19:10:00,2024-02-02 19:20:00,-1,-1.827725,short|symbolic_microstructure_grammar,17603.4,17625.73,17625.73,17572.7,-23.73,3,stop,7.45,23.4,1.4
rw_001,124568,2024-02-02 19:40:00,2024-02-02 19:40:00,-1,-1.843835,short|symbolic_microstructure_grammar,17657.1,17626.89,17679.07,17626.89,30.21,1,target,81.15,1.65,0.0
rw_001,124575,2024-02-02 20:15:00,2024-02-02 20:25:00,-1,-1.859596,short|symbolic_microstructure_grammar,17630.6,17599.89,17652.93,17599.89,30.56,3,target,37.15,11.7,0.15
rw_001,124581,2024-02-02 20:45:00,2024-02-02 21:00:00,-1,-1.845113,short|symbolic_microstructure_grammar,17621.5,17643.73,17643.73,17590.93,-22.53,4,stop,10.6,32.1,0.3
rw_001,124685,2024-02-05 06:30:00,2024-02-05 07:00:00,-1,-1.841785,short|symbolic_microstructure_grammar,17587.8,17592.87,17592.87,17580.83,-6.47,7,stop,3.45,6.55,1.4
rw_001,124748,2024-02-05 11:45:00,2024-02-05 11:45:00,-1,-1.880738,short|symbolic_microstructure_grammar,17603.2,17595.04,17609.14,17595.04,6.76,1,target,11.95,1.55,1.4
rw_001,124755,2024-02-05 12:20:00,2024-02-05 12:25:00,-1,-1.878271,short|symbolic_microstructure_grammar,17603.2,17609.7,17609.7,17594.26,-7.9,2,stop,1.7,7.25,1.4
rw_001,124761,2024-02-05 12:50:00,2024-02-05 12:50:00,-1,-1.875988,short|symbolic_microstructure_grammar,17620.0,17626.75,17626.75,17610.72,-8.15,1,stop,0.0,9.2,1.4
rw_001,124787,2024-02-05 15:00:00,2024-02-05 15:20:00,-1,-1.872866,short|symbolic_microstructure_grammar,17637.6,17628.09,17644.51,17628.09,8.11,5,target,22.4,6.05,1.4
rw_001,124838,2024-02-05 19:15:00,2024-02-05 19:30:00,-1,-1.847565,short|symbolic_microstructure_grammar,17579.95,17595.62,17595.62,17558.41,-17.07,4,stop,6.2,23.1,1.4
rw_001,124847,2024-02-05 20:00:00,2024-02-05 20:10:00,-1,-1.84245,short|symbolic_microstructure_grammar,17600.35,17616.7,17616.7,17577.87,-17.75,3,stop,13.95,25.4,1.4
rw_001,124857,2024-02-05 20:50:00,2024-02-05 21:10:00,-1,-1.825864,short|symbolic_microstructure_grammar,17599.1,17615.34,17615.34,17576.77,-17.64,5,stop,16.35,16.25,1.4
rw_001,124960,2024-02-06 06:25:00,2024-02-06 06:35:00,1,-1.872178,long|symbolic_microstructure_grammar,17638.35,17642.98,17634.98,17642.98,3.23,3,target,5.6,0.7,1.4
rw_001,125037,2024-02-06 12:50:00,2024-02-06 12:50:00,-1,-1.858123,short|symbolic_microstructure_grammar,17634.8,17641.13,17641.13,17626.09,-7.73,1,stop,0.6,8.3,1.4
rw_001,125063,2024-02-06 15:00:00,2024-02-06 15:00:00,-1,-1.847455,short|symbolic_microstructure_grammar,17611.95,17619.67,17619.67,17601.34,-9.12,1,stop,3.9,9.15,1.4
rw_001,125080,2024-02-06 16:25:00,2024-02-06 16:25:00,-1,-1.860928,short|symbolic_microstructure_grammar,17657.95,17647.44,17665.6,17647.44,9.21,1,target,13.1,0.0,1.3
rw_001,125105,2024-02-06 18:30:00,2024-02-06 18:35:00,-1,-1.857817,short|symbolic_microstructure_grammar,17562.5,17542.47,17577.07,17542.47,18.63,2,target,24.65,6.9,1.4
rw_001,125113,2024-02-06 19:10:00,2024-02-06 19:20:00,-1,-1.849939,short|symbolic_microstructure_grammar,17496.1,17473.92,17512.23,17473.92,21.63,3,target,28.35,4.8,0.55
rw_001,125124,2024-02-06 20:05:00,2024-02-06 20:35:00,-1,-1.839433,short|symbolic_microstructure_grammar,17515.1,17533.55,17533.55,17489.73,-19.85,7,stop,19.6,22.9,1.4
rw_001,125134,2024-02-06 20:55:00,2024-02-06 21:05:00,-1,-1.820681,short|symbolic_microstructure_grammar,17525.7,17501.17,17543.54,17501.17,23.13,3,target,39.95,13.4,1.4
rw_001,125248,2024-02-07 07:25:00,2024-02-07 07:30:00,-1,-1.869459,short|symbolic_microstructure_grammar,17575.25,17569.7,17579.29,17569.7,4.15,2,target,6.95,2.9,1.4
