fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124543,2024-02-02 17:35:00,2024-02-02 17:35:00,1,1.194746,long|cost_slippage_portability_hardening|low_cost_stable,17488.95,17512.89,17471.54,17512.89,23.94,1,target,32.75,12.25,0.0
rw_001,124710,2024-02-05 08:35:00,2024-02-05 08:35:00,1,0.648349,long|cost_slippage_portability_hardening|moderate_cost_stable,17603.65,17600.13,17600.13,17608.49,-4.92,1,stop,0.0,5.3,1.4
rw_001,124716,2024-02-05 09:05:00,2024-02-05 09:05:00,-1,0.805694,short|cost_slippage_portability_hardening|moderate_cost_stable,17600.45,17595.69,17603.92,17595.69,3.36,1,target,6.3,0.1,1.4
rw_001,124753,2024-02-05 12:10:00,2024-02-05 12:20:00,-1,0.854029,short|cost_slippage_portability_hardening|low_cost_stable,17599.95,17606.41,17606.41,17591.07,-7.86,3,stop,2.15,9.15,1.4
rw_001,124761,2024-02-05 12:50:00,2024-02-05 13:40:00,1,0.563379,long|cost_slippage_portability_hardening|low_cost_stable,17620.0,17616.4,17613.25,17629.28,-5.0,11,max_hold,9.2,5.3,1.4
rw_001,124801,2024-02-05 16:10:00,2024-02-05 16:10:00,-1,0.753392,short|cost_slippage_portability_hardening|low_cost_stable,17604.95,17611.8,17611.8,17595.53,-8.25,1,stop,0.75,10.4,1.4
rw_001,124818,2024-02-05 17:35:00,2024-02-05 17:35:00,-1,0.357137,short|cost_slippage_portability_hardening|low_cost_stable,17514.85,17526.76,17526.76,17498.47,-12.36,1,stop,9.85,12.45,0.45
rw_001,124833,2024-02-05 18:50:00,2024-02-05 18:55:00,-1,1.005879,short|cost_slippage_portability_hardening|moderate_cost_stable,17549.05,17564.08,17564.08,17528.38,-15.18,2,stop,4.55,18.6,0.15
rw_001,124839,2024-02-05 19:20:00,2024-02-05 19:35:00,1,0.632653,long|cost_slippage_portability_hardening|moderate_cost_stable,17584.3,17605.98,17568.53,17605.98,20.98,4,target,40.35,10.55,0.7
rw_001,125026,2024-02-06 11:55:00,2024-02-06 11:55:00,1,0.844772,long|cost_slippage_portability_hardening|moderate_cost_stable,17638.85,17633.14,17633.14,17646.7,-7.11,1,stop,1.7,6.9,1.4
rw_001,125032,2024-02-06 12:25:00,2024-02-06 12:25:00,-1,0.771277,short|cost_slippage_portability_hardening|moderate_cost_stable,17634.1,17625.89,17640.07,17625.89,6.81,1,target,8.8,0.0,1.4
rw_001,125042,2024-02-06 13:15:00,2024-02-06 13:30:00,-1,0.506514,short|cost_slippage_portability_hardening|low_cost_stable,17637.45,17628.83,17643.72,17628.83,7.37,4,target,26.45,4.0,1.25
rw_001,125051,2024-02-06 14:00:00,2024-02-06 14:00:00,-1,-0.02119,short|cost_slippage_portability_hardening|low_cost_stable,17598.5,17605.96,17605.96,17588.24,-8.86,1,stop,1.15,8.4,1.4
rw_001,125070,2024-02-06 15:35:00,2024-02-06 15:50:00,1,0.643185,long|cost_slippage_portability_hardening|low_cost_stable,17637.75,17648.16,17630.18,17648.16,9.01,4,target,14.3,3.2,1.4
rw_001,125084,2024-02-06 16:45:00,2024-02-06 16:45:00,1,0.000838,long|cost_slippage_portability_hardening|low_cost_stable,17632.85,17624.25,17624.25,17644.67,-8.6,1,stop,5.6,42.4,0.0
rw_001,125091,2024-02-06 17:20:00,2024-02-06 17:20:00,-1,0.582592,short|cost_slippage_portability_hardening|low_cost_stable,17560.15,17544.26,17571.71,17544.26,15.89,1,target,38.8,4.5,0.0
rw_001,125297,2024-02-07 11:30:00,2024-02-07 11:30:00,-1,1.090652,short|cost_slippage_portability_hardening|low_cost_stable,17580.7,17585.89,17585.89,17573.56,-6.59,1,stop,0.8,5.2,1.4
rw_001,125303,2024-02-07 12:00:00,2024-02-07 12:20:00,1,0.636389,long|cost_slippage_portability_hardening|low_cost_stable,17587.15,17594.66,17581.69,17594.66,6.11,5,target,9.35,3.95,1.4
rw_001,125309,2024-02-07 12:30:00,2024-02-07 12:30:00,1,0.706641,long|cost_slippage_portability_hardening|moderate_cost_stable,17591.15,17585.48,17585.48,17598.95,-7.07,1,stop,0.0,9.25,1.4
rw_001,125315,2024-02-07 13:00:00,2024-02-07 13:05:00,-1,0.207678,short|cost_slippage_portability_hardening|moderate_cost_stable,17572.8,17578.15,17578.15,17565.45,-6.75,2,stop,1.8,7.6,1.4
rw_001,125324,2024-02-07 13:45:00,2024-02-07 13:50:00,1,0.294876,long|cost_slippage_portability_hardening|moderate_cost_stable,17594.0,17588.76,17588.76,17601.21,-6.64,2,stop,1.55,7.2,1.4
rw_001,125330,2024-02-07 14:15:00,2024-02-07 14:15:00,1,0.474036,long|cost_slippage_portability_hardening|moderate_cost_stable,17586.25,17580.67,17580.67,17593.92,-6.98,1,stop,0.0,10.35,1.4
rw_001,125337,2024-02-07 14:50:00,2024-02-07 15:00:00,1,-0.867612,long|cost_slippage_portability_hardening|low_cost_stable,17619.15,17627.68,17612.94,17627.68,7.13,3,target,15.5,2.1,1.4
rw_001,125370,2024-02-07 17:35:00,2024-02-07 17:35:00,1,-0.613823,long|cost_slippage_portability_hardening|low_cost_stable,17773.95,17761.13,17761.13,17791.57,-13.6,1,stop,1.1,23.85,0.78
rw_001,125511,2024-02-08 06:20:00,2024-02-08 06:40:00,1,0.293708,long|cost_slippage_portability_hardening|high_cost_survivor,17755.75,17759.1,17753.31,17759.1,1.95,5,target,5.05,0.35,1.4
rw_001,125564,2024-02-08 10:45:00,2024-02-08 10:45:00,-1,0.360351,short|cost_slippage_portability_hardening|moderate_cost_stable,17745.7,17740.64,17749.38,17740.64,3.66,1,target,7.85,0.45,1.4
rw_001,125575,2024-02-08 11:40:00,2024-02-08 12:05:00,1,0.702365,long|cost_slippage_portability_hardening|moderate_cost_stable,17754.85,17750.38,17750.38,17760.99,-5.87,6,stop,5.7,6.65,1.4
rw_001,125583,2024-02-08 12:20:00,2024-02-08 12:30:00,1,0.647808,long|cost_slippage_portability_hardening|moderate_cost_stable,17754.35,17749.63,17749.63,17760.83,-6.12,3,stop,1.6,7.8,1.4
rw_001,125591,2024-02-08 13:00:00,2024-02-08 13:10:00,-1,0.508097,short|cost_slippage_portability_hardening|moderate_cost_stable,17746.1,17739.42,17750.96,17739.42,5.28,3,target,8.0,1.1,1.4
rw_001,125632,2024-02-08 16:25:00,2024-02-08 16:25:00,-1,0.882668,short|cost_slippage_portability_hardening|low_cost_stable,17729.0,17735.54,17735.54,17720.01,-6.54,1,stop,0.0,14.45,0.0
rw_001,125642,2024-02-08 17:15:00,2024-02-08 17:15:00,1,0.484544,long|cost_slippage_portability_hardening|low_cost_stable,17747.0,17759.54,17737.88,17759.54,11.19,1,target,22.1,0.05,1.35
rw_001,125648,2024-02-08 17:45:00,2024-02-08 17:45:00,1,0.671205,long|cost_slippage_portability_hardening|low_cost_stable,17763.35,17777.4,17753.13,17777.4,12.65,1,target,22.65,3.7,1.4
rw_001,125784,2024-02-09 06:05:00,2024-02-09 06:55:00,1,0.312545,long|cost_slippage_portability_hardening|high_cost_survivor,17783.45,17780.33,17780.33,17787.74,-4.52,11,stop,2.35,3.7,1.4
rw_001,125795,2024-02-09 07:00:00,2024-02-09 07:05:00,1,0.306872,long|cost_slippage_portability_hardening|high_cost_survivor,17780.2,17783.68,17777.67,17783.68,2.08,2,target,5.3,0.0,1.4
rw_001,125811,2024-02-09 08:20:00,2024-02-09 08:20:00,1,0.200997,long|cost_slippage_portability_hardening|high_cost_survivor,17780.25,17778.3,17778.3,17782.93,-3.35,1,stop,0.4,2.9,1.4
rw_001,125847,2024-02-09 11:20:00,2024-02-09 11:20:00,1,0.343321,long|cost_slippage_portability_hardening|moderate_cost_stable,17803.75,17809.93,17799.26,17809.93,4.78,1,target,7.7,0.95,1.4
rw_001,125853,2024-02-09 11:50:00,2024-02-09 12:00:00,1,0.502736,long|cost_slippage_portability_hardening|moderate_cost_stable,17815.8,17822.81,17810.7,17822.81,5.61,3,target,11.2,1.3,1.4
rw_001,125902,2024-02-09 15:55:00,2024-02-09 16:00:00,1,0.057421,long|cost_slippage_portability_hardening|low_cost_stable,17847.55,17840.66,17840.66,17857.02,-8.29,2,stop,3.0,10.1,1.4
rw_001,125913,2024-02-09 16:50:00,2024-02-09 16:50:00,-1,0.337027,short|cost_slippage_portability_hardening|low_cost_stable,17820.6,17829.01,17829.01,17809.04,-9.81,1,stop,8.8,10.45,1.4
rw_001,125920,2024-02-09 17:25:00,2024-02-09 17:30:00,1,0.403624,long|cost_slippage_portability_hardening|low_cost_stable,17876.15,17890.63,17865.62,17890.63,13.08,2,target,21.8,4.9,1.4
rw_001,126067,2024-02-12 06:45:00,2024-02-12 06:45:00,1,0.030005,long|cost_slippage_portability_hardening|high_cost_survivor,17941.3,17939.33,17939.33,17944.02,-3.37,1,stop,0.0,3.9,1.4
rw_001,126073,2024-02-12 07:15:00,2024-02-12 07:20:00,-1,0.078787,short|cost_slippage_portability_hardening|high_cost_survivor,17936.45,17938.37,17938.37,17933.82,-3.32,2,stop,0.65,2.2,1.4
rw_001,126093,2024-02-12 08:55:00,2024-02-12 08:55:00,1,0.049332,long|cost_slippage_portability_hardening|high_cost_survivor,17942.1,17940.11,17940.11,17944.84,-3.39,1,stop,0.45,2.95,1.4
rw_001,126101,2024-02-12 09:35:00,2024-02-12 09:35:00,1,-0.309081,long|cost_slippage_portability_hardening|high_cost_survivor,17953.3,17950.76,17950.76,17956.79,-3.94,1,stop,0.2,3.2,1.4
rw_001,126180,2024-02-12 16:10:00,2024-02-12 16:10:00,1,0.52812,long|cost_slippage_portability_hardening|moderate_cost_stable,17951.45,17946.96,17946.96,17957.63,-5.89,1,stop,1.15,11.95,1.4
rw_001,126196,2024-02-12 17:30:00,2024-02-12 17:30:00,-1,0.670304,short|cost_slippage_portability_hardening|low_cost_stable,17948.75,17955.68,17955.68,17939.22,-8.33,1,stop,5.3,16.25,1.4
rw_001,126203,2024-02-12 18:05:00,2024-02-12 18:10:00,1,0.20565,long|cost_slippage_portability_hardening|low_cost_stable,17987.75,17979.66,17979.66,17998.87,-9.49,2,stop,5.05,8.15,1.4
rw_001,126237,2024-02-12 20:55:00,2024-02-12 21:00:00,-1,0.102572,short|cost_slippage_portability_hardening|low_cost_stable,17935.1,17918.35,17947.28,17918.35,15.35,2,target,17.65,9.45,1.4
rw_001,126335,2024-02-13 06:05:00,2024-02-13 06:25:00,-1,0.504201,short|cost_slippage_portability_hardening|high_cost_survivor,17851.65,17854.47,17854.47,17847.77,-4.22,5,stop,2.6,4.65,1.4
rw_001,126341,2024-02-13 06:35:00,2024-02-13 06:35:00,1,-0.000271,long|cost_slippage_portability_hardening|high_cost_survivor,17853.45,17851.0,17851.0,17856.82,-3.85,1,stop,0.0,3.0,1.4
rw_001,126349,2024-02-13 07:15:00,2024-02-13 07:15:00,1,0.08123,long|cost_slippage_portability_hardening|high_cost_survivor,17856.2,17859.24,17853.99,17859.24,1.64,1,target,3.85,0.2,1.4
rw_001,126362,2024-02-13 08:20:00,2024-02-13 08:25:00,1,-0.718457,long|cost_slippage_portability_hardening|high_cost_survivor,17878.6,17881.96,17876.15,17881.96,1.96,2,target,5.7,1.05,1.4
rw_001,126390,2024-02-13 10:40:00,2024-02-13 10:40:00,-1,-0.417294,short|cost_slippage_portability_hardening|moderate_cost_stable,17847.25,17841.2,17851.65,17841.2,4.65,1,target,14.15,0.9,1.4
rw_001,126396,2024-02-13 11:10:00,2024-02-13 11:10:00,-1,0.19484,short|cost_slippage_portability_hardening|moderate_cost_stable,17817.8,17810.01,17823.46,17810.01,6.39,1,target,10.35,1.2,1.4
rw_001,126476,2024-02-13 17:50:00,2024-02-13 17:55:00,-1,1.211546,short|cost_slippage_portability_hardening|low_cost_stable,17696.25,17668.07,17716.75,17668.07,27.9,2,target,47.4,6.6,0.28
rw_001,126485,2024-02-13 18:35:00,2024-02-13 18:35:00,-1,1.135055,short|cost_slippage_portability_hardening|low_cost_stable,17662.5,17684.91,17684.91,17631.68,-22.66,1,stop,0.75,25.35,0.25
rw_001,126631,2024-02-14 07:45:00,2024-02-14 08:05:00,1,0.672814,long|cost_slippage_portability_hardening|moderate_cost_stable,17611.5,17616.2,17608.08,17616.2,3.3,5,target,5.75,2.9,1.4
rw_001,126637,2024-02-14 08:15:00,2024-02-14 08:15:00,1,0.265952,long|cost_slippage_portability_hardening|moderate_cost_stable,17623.1,17620.02,17620.02,17627.34,-4.48,1,stop,0.6,5.1,1.4
rw_001,126741,2024-02-14 16:55:00,2024-02-14 16:55:00,1,0.597267,long|cost_slippage_portability_hardening|low_cost_stable,17681.9,17695.28,17672.17,17695.28,13.38,1,target,32.3,2.0,0.0
rw_001,126761,2024-02-14 18:35:00,2024-02-14 18:40:00,-1,1.266126,short|cost_slippage_portability_hardening|low_cost_stable,17679.4,17657.65,17695.22,17657.65,21.4,2,target,31.65,13.45,0.35
rw_001,126768,2024-02-14 19:10:00,2024-02-14 19:10:00,-1,0.602351,short|cost_slippage_portability_hardening|low_cost_stable,17643.75,17661.11,17661.11,17619.88,-18.76,1,stop,0.0,18.9,1.4
rw_001,126777,2024-02-14 19:55:00,2024-02-14 20:10:00,1,0.692545,long|cost_slippage_portability_hardening|spread_acceleration_stress,17704.05,17685.56,17685.56,17729.47,-19.89,4,stop,12.9,40.5,1.4
rw_001,126784,2024-02-14 20:30:00,2024-02-14 20:30:00,1,0.941049,long|cost_slippage_portability_hardening|spread_acceleration_stress,17684.6,17711.04,17665.37,17711.04,25.04,1,target,29.35,3.5,1.4
rw_001,126790,2024-02-14 21:00:00,2024-02-14 21:00:00,1,0.687343,long|cost_slippage_portability_hardening|moderate_cost_stable,17710.7,17692.39,17692.39,17735.88,-19.71,1,stop,0.9,21.85,1.4
rw_001,126959,2024-02-15 12:05:00,2024-02-15 12:20:00,1,0.744528,long|cost_slippage_portability_hardening|moderate_cost_stable,17817.3,17811.09,17811.09,17825.83,-7.61,4,stop,7.0,10.2,1.4
rw_001,126966,2024-02-15 12:40:00,2024-02-15 12:50:00,1,1.02681,long|cost_slippage_portability_hardening|low_cost_stable,17818.45,17812.0,17812.0,17827.32,-7.85,3,stop,4.9,8.5,1.4
rw_001,127007,2024-02-15 16:05:00,2024-02-15 16:05:00,1,0.868876,long|cost_slippage_portability_hardening|low_cost_stable,17818.25,17811.18,17811.18,17827.98,-8.07,1,stop,2.65,13.45,1.0
rw_001,127014,2024-02-15 16:40:00,2024-02-15 16:40:00,-1,0.008269,short|cost_slippage_portability_hardening|low_cost_stable,17785.6,17793.7,17793.7,17774.46,-8.1,1,stop,22.15,12.3,0.0
rw_001,127021,2024-02-15 17:15:00,2024-02-15 17:20:00,-1,1.124416,short|cost_slippage_portability_hardening|low_cost_stable,17780.65,17765.39,17791.75,17765.39,14.71,2,target,31.15,6.85,0.55
rw_001,127047,2024-02-15 19:25:00,2024-02-15 19:35:00,-1,0.849708,short|cost_slippage_portability_hardening|spread_acceleration_stress,17778.9,17796.87,17796.87,17754.19,-19.37,3,stop,3.35,20.05,1.4
rw_001,127053,2024-02-15 19:55:00,2024-02-15 20:10:00,1,0.825474,long|cost_slippage_portability_hardening|spread_acceleration_stress,17790.0,17813.73,17772.74,17813.73,22.33,4,target,29.9,16.45,1.4
rw_001,127059,2024-02-15 20:25:00,2024-02-15 21:10:00,1,0.25047,long|cost_slippage_portability_hardening|spread_acceleration_stress,17835.6,17817.49,17817.49,17860.49,-19.51,10,stop,19.4,31.85,1.4
rw_001,127185,2024-02-16 07:55:00,2024-02-16 08:10:00,-1,-0.190124,short|cost_slippage_portability_hardening|high_cost_survivor,17868.8,17871.7,17871.7,17864.82,-4.3,4,stop,3.35,3.3,1.4
rw_001,127192,2024-02-16 08:30:00,2024-02-16 08:35:00,-1,0.390242,short|cost_slippage_portability_hardening|high_cost_survivor,17868.35,17871.31,17871.31,17864.29,-4.36,2,stop,0.9,4.4,1.4
rw_001,127282,2024-02-16 16:00:00,2024-02-16 16:05:00,-1,-0.428662,short|cost_slippage_portability_hardening|low_cost_stable,17871.8,17879.27,17879.27,17861.53,-8.87,2,stop,10.6,7.55,1.4
rw_001,127297,2024-02-16 17:15:00,2024-02-16 17:15:00,-1,-0.375422,short|cost_slippage_portability_hardening|low_cost_stable,17695.7,17709.16,17709.16,17677.2,-13.46,1,stop,7.9,28.15,0.0
rw_001,127311,2024-02-16 18:25:00,2024-02-16 18:55:00,-1,1.306666,short|cost_slippage_portability_hardening|low_cost_stable,17798.15,17817.29,17817.29,17771.83,-20.54,7,stop,21.6,26.05,1.4
rw_001,127326,2024-02-16 19:40:00,2024-02-16 20:00:00,-1,0.924063,short|cost_slippage_portability_hardening|spread_acceleration_stress,17794.75,17766.51,17815.29,17766.51,26.84,5,target,39.1,8.6,1.4
rw_001,127342,2024-02-16 21:00:00,2024-02-16 21:05:00,1,0.248685,long|cost_slippage_portability_hardening|moderate_cost_stable,17807.0,17831.96,17788.84,17831.96,23.56,2,target,26.7,0.0,1.4
rw_001,127438,2024-02-19 06:05:00,2024-02-19 06:40:00,-1,0.579004,short|cost_slippage_portability_hardening|moderate_cost_stable,17704.55,17709.7,17709.7,17697.47,-6.55,8,stop,2.2,9.2,1.4
rw_001,127450,2024-02-19 07:05:00,2024-02-19 07:10:00,1,0.17826,long|cost_slippage_portability_hardening|moderate_cost_stable,17716.05,17711.32,17711.32,17722.56,-6.13,2,stop,0.0,5.55,1.4
rw_001,127475,2024-02-19 09:10:00,2024-02-19 09:10:00,1,0.27012,long|cost_slippage_portability_hardening|high_cost_survivor,17708.75,17705.5,17705.5,17713.21,-4.65,1,stop,3.05,7.0,1.4
rw_001,127498,2024-02-19 11:05:00,2024-02-19 11:15:00,1,0.813475,long|cost_slippage_portability_hardening|moderate_cost_stable,17715.05,17722.89,17709.35,17722.89,6.44,3,target,8.0,2.3,1.4
rw_001,127521,2024-02-19 13:00:00,2024-02-19 13:00:00,-1,0.754802,short|cost_slippage_portability_hardening|low_cost_stable,17703.1,17709.54,17709.54,17694.24,-7.84,1,stop,2.25,8.85,1.4
rw_001,127530,2024-02-19 13:45:00,2024-02-19 13:45:00,-1,0.564881,short|cost_slippage_portability_hardening|low_cost_stable,17704.35,17695.58,17710.72,17695.58,8.3,1,target,11.35,0.75,0.47
rw_001,127554,2024-02-19 15:45:00,2024-02-19 16:15:00,1,0.704698,long|cost_slippage_portability_hardening|moderate_cost_stable,17711.3,17718.49,17706.07,17718.49,5.79,7,target,10.85,2.3,1.4
rw_001,127720,2024-02-20 10:35:00,2024-02-20 10:35:00,-1,-0.336257,short|cost_slippage_portability_hardening|low_cost_stable,17599.45,17606.23,17606.23,17590.13,-8.18,1,stop,2.6,18.9,1.4
rw_001,127730,2024-02-20 11:25:00,2024-02-20 11:25:00,-1,0.888082,short|cost_slippage_portability_hardening|low_cost_stable,17618.2,17606.45,17626.75,17606.45,10.35,1,target,14.7,0.0,1.4
rw_001,127792,2024-02-20 16:35:00,2024-02-20 16:35:00,-1,-0.949187,short|cost_slippage_portability_hardening|low_cost_stable,17621.65,17630.91,17630.91,17608.91,-9.26,1,stop,65.15,10.75,0.0
rw_001,127798,2024-02-20 17:05:00,2024-02-20 17:05:00,-1,-0.789879,short|cost_slippage_portability_hardening|low_cost_stable,17475.6,17488.95,17488.95,17457.25,-13.35,1,stop,7.35,16.55,0.0
rw_001,127946,2024-02-21 06:25:00,2024-02-21 06:50:00,-1,0.821674,short|cost_slippage_portability_hardening|moderate_cost_stable,17500.2,17494.07,17504.66,17494.07,4.73,6,target,7.6,2.45,1.4
rw_001,127967,2024-02-21 08:10:00,2024-02-21 08:10:00,1,0.275014,long|cost_slippage_portability_hardening|moderate_cost_stable,17506.55,17503.1,17503.1,17511.29,-4.85,1,stop,0.75,8.4,1.4
rw_001,127975,2024-02-21 08:50:00,2024-02-21 08:50:00,-1,0.536958,short|cost_slippage_portability_hardening|moderate_cost_stable,17501.8,17505.56,17505.56,17496.63,-5.16,1,stop,2.15,11.45,1.4
rw_001,127982,2024-02-21 09:25:00,2024-02-21 09:25:00,1,0.072557,long|cost_slippage_portability_hardening|moderate_cost_stable,17510.9,17516.75,17506.64,17516.75,4.45,1,target,9.35,0.2,1.4
rw_001,127991,2024-02-21 10:10:00,2024-02-21 10:10:00,1,0.428539,long|cost_slippage_portability_hardening|moderate_cost_stable,17504.55,17499.79,17499.79,17511.09,-6.16,1,stop,0.0,17.0,1.4
rw_001,127998,2024-02-21 10:45:00,2024-02-21 10:45:00,-1,0.309745,short|cost_slippage_portability_hardening|low_cost_stable,17467.45,17473.78,17473.78,17458.74,-7.73,1,stop,3.75,12.0,1.4
rw_001,128024,2024-02-21 12:55:00,2024-02-21 13:00:00,-1,0.68872,short|cost_slippage_portability_hardening|low_cost_stable,17485.85,17474.77,17493.91,17474.77,9.68,2,target,11.75,2.75,1.4
rw_001,128078,2024-02-21 17:25:00,2024-02-21 17:25:00,-1,1.022787,short|cost_slippage_portability_hardening|low_cost_stable,17437.85,17419.31,17451.33,17419.31,18.54,1,target,31.85,2.85,0.0
rw_001,128549,2024-02-23 10:40:00,2024-02-23 10:40:00,-1,0.764937,short|cost_slippage_portability_hardening|moderate_cost_stable,17981.0,17985.43,17985.43,17974.91,-5.83,1,stop,5.25,6.4,1.4
rw_001,128585,2024-02-23 13:40:00,2024-02-23 13:40:00,-1,0.829598,short|cost_slippage_portability_hardening|low_cost_stable,17972.1,17978.22,17978.22,17963.68,-7.52,1,stop,0.8,6.35,1.4
rw_001,128592,2024-02-23 14:15:00,2024-02-23 14:15:00,1,0.780222,long|cost_slippage_portability_hardening|moderate_cost_stable,17977.8,17971.98,17971.98,17985.8,-7.22,1,stop,0.25,9.3,1.4
rw_001,128636,2024-02-23 17:55:00,2024-02-23 17:55:00,-1,1.095132,short|cost_slippage_portability_hardening|low_cost_stable,17985.4,17966.42,17999.2,17966.42,18.66,1,target,27.3,5.35,0.32
rw_001,128650,2024-02-23 19:05:00,2024-02-23 19:10:00,-1,1.164585,short|cost_slippage_portability_hardening|low_cost_stable,17989.1,18007.21,18007.21,17964.2,-19.51,2,stop,7.55,18.8,1.4
rw_001,128657,2024-02-23 19:40:00,2024-02-23 19:40:00,-1,0.878721,short|cost_slippage_portability_hardening|moderate_cost_stable,17981.35,17954.62,18000.79,17954.62,26.73,1,target,29.15,1.9,0.0
rw_001,128663,2024-02-23 20:10:00,2024-02-23 20:20:00,-1,1.035096,short|cost_slippage_portability_hardening|spread_acceleration_stress,17985.2,18005.29,18005.29,17957.58,-21.49,3,stop,1.8,20.35,1.4
rw_001,128673,2024-02-23 21:00:00,2024-02-23 21:00:00,-1,0.724318,short|cost_slippage_portability_hardening|spread_acceleration_stress,17981.9,17955.52,18001.09,17955.52,25.63,1,target,26.65,0.55,0.75
rw_001,128784,2024-02-26 07:20:00,2024-02-26 07:30:00,1,0.450058,long|cost_slippage_portability_hardening|moderate_cost_stable,17909.15,17904.64,17904.64,17915.35,-5.91,3,stop,1.3,4.65,1.4
rw_001,128790,2024-02-26 07:50:00,2024-02-26 07:50:00,1,0.825585,long|cost_slippage_portability_hardening|moderate_cost_stable,17906.0,17901.82,17901.82,17911.74,-5.58,1,stop,0.25,7.75,1.4
rw_001,128797,2024-02-26 08:25:00,2024-02-26 08:30:00,-1,0.351232,short|cost_slippage_portability_hardening|moderate_cost_stable,17897.95,17892.78,17901.71,17892.78,3.77,2,target,6.95,2.3,1.4
rw_001,128822,2024-02-26 10:30:00,2024-02-26 10:30:00,-1,0.976038,short|cost_slippage_portability_hardening|moderate_cost_stable,17905.85,17910.95,17910.95,17898.84,-6.0,1,stop,0.35,7.9,0.9
rw_001,128828,2024-02-26 11:00:00,2024-02-26 11:05:00,1,0.715497,long|cost_slippage_portability_hardening|low_cost_stable,17913.75,17908.14,17908.14,17921.46,-7.01,2,stop,4.9,18.05,1.4
rw_001,128834,2024-02-26 11:30:00,2024-02-26 11:35:00,1,0.178092,long|cost_slippage_portability_hardening|low_cost_stable,17917.65,17926.01,17911.57,17926.01,6.96,2,target,11.6,0.95,1.4
rw_001,128903,2024-02-26 17:15:00,2024-02-26 17:15:00,1,0.587475,long|cost_slippage_portability_hardening|low_cost_stable,17944.9,17957.95,17935.41,17957.95,12.52,1,target,27.75,5.65,0.53
