fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124213,2024-02-01 13:05:00,2024-02-01 13:10:00,-1,0.173098,short|probe_defined|recoil_weak|followthrough_opposite|tail_rejection_failed|boundary_reclaimed_clear|volume_exhausting|extension_stressed|opening_context_against|prior_boundary_against|time_reversal_mixed|session_phase_core|spread_high|us_overlap,17247.75,17236.26,17256.1,17236.26,10.09,2,target,16.4,1.5,1.4
rw_001,124239,2024-02-01 15:15:00,2024-02-01 15:15:00,1,0.232024,long|probe_deep|recoil_weak|followthrough_opposite|tail_rejection_mixed|boundary_not_reclaimed|volume_flat|extension_minor|opening_context_reclaimed|prior_boundary_supportive|time_reversal_mixed|session_phase_core|spread_low|us_overlap,17212.5,17205.55,17205.55,17222.06,-7.6,1,stop,1.9,14.45,0.65
rw_001,124260,2024-02-01 17:00:00,2024-02-01 17:00:00,1,0.220658,long|probe_deep|recoil_weak|followthrough_opposite|tail_rejection_mixed|boundary_reclaimed_thin|volume_still_expanding|extension_minor|opening_context_reclaimed|prior_boundary_supportive|time_reversal_aligned|session_phase_late|spread_low|us_overlap,17176.5,17191.85,17165.34,17191.85,13.95,1,target,38.1,10.5,1.4
rw_001,124268,2024-02-01 17:40:00,2024-02-01 17:40:00,-1,0.364607,short|probe_deep|recoil_weak|followthrough_opposite|tail_rejection_mixed|boundary_reclaimed_clear|volume_flat|extension_stressed|opening_context_against|prior_boundary_against|time_reversal_mixed|session_phase_late|spread_low|late_session,17251.75,17232.22,17265.95,17232.22,18.23,1,target,21.25,1.25,1.3
rw_001,124274,2024-02-01 18:10:00,2024-02-01 18:30:00,1,0.287224,long|probe_deep|recoil_weak|followthrough_opposite|tail_rejection_mixed|boundary_reclaimed_clear|volume_flat|extension_minor|opening_context_neutral|prior_boundary_supportive|time_reversal_aligned|session_phase_late|spread_low|late_session,17177.55,17199.41,17161.65,17199.41,20.46,5,target,29.55,13.5,1.4
rw_001,124288,2024-02-01 19:20:00,2024-02-01 19:30:00,-1,0.328558,short|probe_deep|recoil_weak|followthrough_opposite|tail_rejection_mixed|boundary_reclaimed_clear|volume_flat|extension_stressed|opening_context_against|prior_boundary_against|time_reversal_aligned|session_phase_late|spread_low|late_session,17263.0,17237.22,17281.75,17237.22,24.38,3,target,31.85,1.95,1.4
rw_001,124296,2024-02-01 20:00:00,2024-02-01 20:00:00,-1,0.262967,short|probe_deep|recoil_partial|followthrough_stalled|tail_rejection_mixed|boundary_reclaimed_thin|volume_flat|extension_stressed|opening_context_against|prior_boundary_against|time_reversal_aligned|session_phase_late|spread_low|late_session,17279.05,17253.03,17297.98,17253.03,26.02,1,target,44.35,2.35,0.0
rw_001,124303,2024-02-01 20:35:00,2024-02-01 20:35:00,-1,0.355044,short|probe_deep|recoil_weak|followthrough_opposite|tail_rejection_failed|boundary_reclaimed_thin|volume_exhausting|extension_stressed|opening_context_against|prior_boundary_against|time_reversal_aligned|session_phase_late|spread_low|late_session,17285.85,17258.28,17305.9,17258.28,27.47,1,target,49.2,5.25,0.1
rw_001,124464,2024-02-02 11:00:00,2024-02-02 11:00:00,-1,0.03917,short|probe_deep|recoil_weak|followthrough_opposite|tail_rejection_failed|boundary_reclaimed_clear|volume_flat|extension_stressed|opening_context_against|prior_boundary_supportive|time_reversal_mixed|session_phase_early|spread_high|europe_morning,17519.8,17525.41,17525.41,17512.09,-7.01,1,stop,0.0,18.75,1.4
rw_001,124475,2024-02-02 11:55:00,2024-02-02 12:05:00,-1,0.059532,short|probe_shallow|recoil_full|followthrough_reversal_started|tail_rejection_failed|boundary_reclaimed_clear|volume_exhausting|extension_stressed|opening_context_neutral|prior_boundary_supportive|time_reversal_aligned|session_phase_core|spread_low|europe_morning,17513.25,17504.04,17519.94,17504.04,7.81,3,target,10.45,3.0,1.4
