fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124815,2024-02-05 17:20:00,2024-02-05 17:20:00,-1,0.117467,short|post_c0022_negative_memory|c0018|same_1|opp_0,17519.2,17529.69,17529.69,17504.78,-10.49,1,stop,11.85,14.4,0.0
rw_001,124836,2024-02-05 19:05:00,2024-02-05 19:20:00,1,0.150862,long|post_c0022_negative_memory|c0019|same_4|opp_5,17569.3,17590.66,17553.77,17590.66,19.96,4,target,23.05,0.0,1.4
rw_001,124842,2024-02-05 19:35:00,2024-02-05 19:35:00,-1,0.658411,short|post_c0022_negative_memory|c0022|same_5|opp_5,17600.1,17615.84,17615.84,17578.45,-16.99,1,stop,2.6,24.55,1.25
rw_001,124849,2024-02-05 20:10:00,2024-02-05 20:20:00,1,0.814562,long|post_c0022_negative_memory|c0020|same_4|opp_6,17610.25,17593.85,17593.85,17632.79,-17.8,3,stop,15.5,18.7,1.4
rw_001,124858,2024-02-05 20:55:00,2024-02-05 21:05:00,-1,0.623125,short|post_c0022_negative_memory|c0020|same_5|opp_4,17592.9,17608.66,17608.66,17571.23,-17.16,3,stop,10.15,20.1,1.4
rw_001,124959,2024-02-06 06:20:00,2024-02-06 06:35:00,1,-0.232128,long|post_c0022_negative_memory|c0022|same_2|opp_5,17638.35,17643.01,17634.96,17643.01,3.26,4,target,5.6,1.0,1.4
rw_001,124965,2024-02-06 06:50:00,2024-02-06 06:50:00,1,0.404595,long|post_c0022_negative_memory|c0017|same_2|opp_2,17644.15,17648.59,17640.92,17648.59,3.04,1,target,4.5,0.5,1.4
rw_001,125046,2024-02-06 13:35:00,2024-02-06 13:35:00,-1,0.370125,short|post_c0022_negative_memory|c0018|same_1|opp_0,17611.15,17602.41,17617.51,17602.41,7.34,1,target,28.05,1.6,1.4
rw_001,125080,2024-02-06 16:25:00,2024-02-06 16:25:00,1,-0.247659,long|post_c0022_negative_memory|c0014|same_4|opp_6,17657.95,17650.31,17650.31,17668.46,-8.94,1,stop,0.0,13.1,1.3
rw_001,125108,2024-02-06 18:45:00,2024-02-06 18:45:00,-1,0.429257,short|post_c0022_negative_memory|c0021|same_3|opp_5,17533.65,17513.18,17548.53,17513.18,20.22,1,target,41.0,0.75,0.25
rw_001,125115,2024-02-06 19:20:00,2024-02-06 19:25:00,-1,0.419163,short|post_c0022_negative_memory|c0021|same_4|opp_4,17486.45,17502.94,17502.94,17463.78,-17.89,2,stop,18.7,24.6,1.4
rw_001,125125,2024-02-06 20:10:00,2024-02-06 20:35:00,-1,0.954675,short|post_c0022_negative_memory|c0021|same_3|opp_5,17514.7,17533.31,17533.31,17489.11,-20.01,6,stop,19.2,23.3,1.4
rw_001,125134,2024-02-06 20:55:00,2024-02-06 21:05:00,1,1.367022,long|post_c0022_negative_memory|c0020|same_3|opp_6,17525.7,17507.86,17507.86,17550.23,-19.24,3,stop,13.4,39.95,1.4
rw_001,125232,2024-02-07 06:05:00,2024-02-07 06:05:00,1,0.219099,long|post_c0022_negative_memory|c0017|same_5|opp_3,17574.1,17569.34,17569.34,17580.64,-6.16,1,stop,0.45,5.45,1.4
rw_001,125242,2024-02-07 06:55:00,2024-02-07 07:05:00,1,0.164757,long|post_c0022_negative_memory|c0017|same_5|opp_1,17572.85,17568.08,17568.08,17579.41,-6.17,3,stop,1.65,5.8,1.4
rw_001,125248,2024-02-07 07:25:00,2024-02-07 07:30:00,-1,0.311762,short|post_c0022_negative_memory|c0017|same_3|opp_1,17575.25,17569.7,17579.29,17569.7,4.15,2,target,6.95,2.9,1.4
rw_001,125261,2024-02-07 08:30:00,2024-02-07 08:30:00,-1,1.144907,short|post_c0022_negative_memory|c0018|same_1|opp_1,17554.65,17549.88,17558.12,17549.88,3.37,1,target,10.5,0.0,1.4
rw_001,125389,2024-02-07 19:10:00,2024-02-07 19:10:00,1,0.37237,long|post_c0022_negative_memory|c0014|same_5|opp_5,17757.5,17741.28,17741.28,17779.81,-17.52,1,stop,1.15,20.5,1.3
rw_001,125398,2024-02-07 19:55:00,2024-02-07 20:00:00,-1,0.821773,short|post_c0022_negative_memory|c0015|same_2|opp_5,17725.45,17742.95,17742.95,17701.39,-17.78,2,stop,24.15,25.85,0.28
rw_001,125405,2024-02-07 20:30:00,2024-02-07 21:20:00,-1,0.456434,short|post_c0022_negative_memory|c0013|same_5|opp_5,17760.8,17763.1,17779.45,17735.16,-3.7,11,max_hold,19.15,10.0,1.4
rw_001,125509,2024-02-08 06:10:00,2024-02-08 06:20:00,-1,1.6352,short|post_c0022_negative_memory|c0017|same_4|opp_4,17753.95,17756.5,17756.5,17750.45,-3.95,3,stop,0.5,4.8,1.4
rw_001,125515,2024-02-08 06:40:00,2024-02-08 06:40:00,-1,1.027277,short|post_c0022_negative_memory|c0017|same_4|opp_3,17758.4,17760.74,17760.74,17755.18,-3.74,1,stop,0.2,2.4,1.4
rw_001,125521,2024-02-08 07:10:00,2024-02-08 07:15:00,-1,0.515639,short|post_c0022_negative_memory|c0017|same_2|opp_2,17756.35,17758.7,17758.7,17753.12,-3.75,2,stop,0.2,3.2,1.4
rw_001,125529,2024-02-08 07:50:00,2024-02-08 07:55:00,-1,0.299644,short|post_c0022_negative_memory|c0017|same_1|opp_0,17751.2,17753.3,17753.3,17748.32,-3.5,2,stop,0.5,3.35,1.4
rw_001,125596,2024-02-08 13:25:00,2024-02-08 13:25:00,-1,0.145486,short|post_c0022_negative_memory|c0018|same_1|opp_2,17724.05,17717.46,17728.84,17717.46,5.19,1,target,12.85,0.85,1.4
rw_001,125663,2024-02-08 19:00:00,2024-02-08 19:05:00,1,0.133421,long|post_c0022_negative_memory|c0021|same_5|opp_4,17793.25,17780.93,17780.93,17810.19,-13.72,2,stop,3.4,22.15,1.4
rw_001,125669,2024-02-08 19:30:00,2024-02-08 19:40:00,-1,0.600402,short|post_c0022_negative_memory|c0016|same_3|opp_7,17796.75,17779.53,17809.28,17779.53,15.82,3,target,25.35,3.0,1.4
rw_001,125680,2024-02-08 20:25:00,2024-02-08 20:30:00,-1,0.634336,short|post_c0022_negative_memory|c0020|same_3|opp_5,17778.5,17792.12,17792.12,17759.77,-15.02,2,stop,0.25,15.35,1.4
rw_001,125786,2024-02-09 06:15:00,2024-02-09 06:20:00,-1,1.144225,short|post_c0022_negative_memory|c0017|same_2|opp_5,17782.55,17785.48,17785.48,17778.52,-4.33,2,stop,0.1,3.25,1.4
rw_001,125795,2024-02-09 07:00:00,2024-02-09 07:00:00,-1,0.450274,short|post_c0022_negative_memory|c0017|same_1|opp_0,17780.2,17782.73,17782.73,17776.72,-3.93,1,stop,0.0,3.25,1.4
rw_001,125832,2024-02-09 10:05:00,2024-02-09 10:05:00,1,1.646844,long|post_c0022_negative_memory|c0018|same_1|opp_0,17823.45,17821.09,17821.09,17826.7,-3.76,1,stop,0.0,14.95,1.4
rw_001,125930,2024-02-09 18:15:00,2024-02-09 18:15:00,1,0.45398,long|post_c0022_negative_memory|c0014|same_4|opp_2,17915.0,17903.29,17903.29,17931.11,-13.11,1,stop,1.9,16.65,1.4
rw_001,125938,2024-02-09 18:55:00,2024-02-09 19:05:00,1,1.041324,long|post_c0022_negative_memory|c0014|same_2|opp_3,17909.1,17896.35,17896.35,17926.63,-13.15,3,stop,7.55,13.9,0.4
rw_001,125944,2024-02-09 19:25:00,2024-02-09 19:30:00,-1,0.860563,short|post_c0022_negative_memory|c0015|same_3|opp_5,17904.95,17917.91,17917.91,17887.12,-14.36,2,stop,1.25,17.65,1.4
rw_001,125953,2024-02-09 20:10:00,2024-02-09 20:25:00,1,1.161636,long|post_c0022_negative_memory|c0014|same_5|opp_4,17938.85,17955.06,17927.06,17955.06,14.86,4,target,16.35,3.5,1.35
rw_001,125963,2024-02-09 21:00:00,2024-02-09 21:30:00,1,1.571507,long|post_c0022_negative_memory|c0014|same_4|opp_5,17953.55,17968.1,17942.97,17968.1,13.15,7,target,16.8,8.6,1.4
rw_001,126059,2024-02-12 06:05:00,2024-02-12 06:05:00,1,0.84176,long|post_c0022_negative_memory|c0017|same_6|opp_1,17945.65,17948.55,17943.54,17948.55,1.5,1,target,3.85,0.2,1.4
rw_001,126081,2024-02-12 07:55:00,2024-02-12 07:55:00,-1,-0.415797,short|post_c0022_negative_memory|c0017|same_1|opp_1,17933.75,17935.57,17935.57,17931.25,-3.22,1,stop,0.0,2.8,1.4
rw_001,126099,2024-02-12 09:25:00,2024-02-12 09:25:00,1,-0.191093,long|post_c0022_negative_memory|c0018|same_1|opp_0,17960.05,17957.79,17957.79,17963.15,-3.56,1,stop,6.25,3.6,1.3
rw_001,126145,2024-02-12 13:15:00,2024-02-12 13:15:00,-1,-0.477614,short|post_c0022_negative_memory|c0020|same_1|opp_5,17964.9,17969.54,17969.54,17958.52,-6.04,1,stop,1.2,7.25,1.4
rw_001,126174,2024-02-12 15:40:00,2024-02-12 16:10:00,-1,-0.280326,short|post_c0022_negative_memory|c0018|same_2|opp_4,17949.3,17943.24,17953.71,17943.24,4.66,7,target,9.8,3.3,1.4
rw_001,126217,2024-02-12 19:15:00,2024-02-12 19:20:00,-1,-0.111222,short|post_c0022_negative_memory|c0016|same_2|opp_5,18018.15,18004.18,18028.31,18004.18,12.57,2,target,34.75,0.4,1.4
rw_001,126227,2024-02-12 20:05:00,2024-02-12 20:20:00,1,0.312761,long|post_c0022_negative_memory|c0021|same_5|opp_5,18016.35,18005.08,18005.08,18031.84,-12.67,4,stop,7.35,29.3,1.4
rw_001,126238,2024-02-12 21:00:00,2024-02-12 21:00:00,-1,0.195776,short|post_c0022_negative_memory|c0021|same_3|opp_4,17935.3,17918.59,17947.46,17918.59,16.56,1,target,17.85,4.3,0.15
rw_001,126338,2024-02-13 06:20:00,2024-02-13 06:20:00,1,1.813298,long|post_c0022_negative_memory|c0017|same_3|opp_4,17849.85,17853.44,17847.24,17853.44,2.19,1,target,4.4,0.0,1.4
rw_001,126347,2024-02-13 07:05:00,2024-02-13 07:05:00,-1,0.794393,short|post_c0022_negative_memory|c0017|same_1|opp_0,17853.45,17855.81,17855.81,17850.21,-3.76,1,stop,0.0,2.65,1.4
rw_001,126449,2024-02-13 15:35:00,2024-02-13 15:35:00,-1,5.342644,short|post_c0022_negative_memory|c0018|same_1|opp_1,17612.3,17601.69,17620.02,17601.69,10.61,1,target,30.75,2.55,0.0
rw_001,126459,2024-02-13 16:25:00,2024-02-13 16:30:00,-1,1.151062,short|post_c0022_negative_memory|c0014|same_1|opp_0,17545.0,17558.25,17558.25,17526.78,-13.25,2,stop,34.25,16.25,0.0
rw_001,126469,2024-02-13 17:15:00,2024-02-13 17:15:00,-1,0.960285,short|post_c0022_negative_memory|c0014|same_1|opp_1,17573.55,17591.11,17591.11,17549.4,-17.56,1,stop,19.0,26.35,0.0
rw_001,126496,2024-02-13 19:30:00,2024-02-13 19:30:00,-1,1.64777,short|post_c0022_negative_memory|c0014|same_3|opp_7,17615.6,17639.96,17639.96,17582.1,-25.76,1,stop,1.0,32.25,1.4
rw_001,126504,2024-02-13 20:10:00,2024-02-13 20:50:00,-1,1.14072,short|post_c0022_negative_memory|c0014|same_5|opp_4,17604.7,17576.1,17625.5,17576.1,28.1,9,target,30.25,16.15,0.5
rw_001,126514,2024-02-13 21:00:00,2024-02-13 21:00:00,-1,1.651208,short|post_c0022_negative_memory|c0014|same_1|opp_0,17580.5,17555.45,17598.72,17555.45,24.53,1,target,31.65,0.0,0.52
rw_001,126611,2024-02-14 06:05:00,2024-02-14 06:55:00,-1,0.160863,short|post_c0022_negative_memory|c0017|same_6|opp_3,17602.15,17606.4,17606.4,17596.3,-5.65,11,stop,5.75,9.6,1.4
rw_001,126649,2024-02-14 09:15:00,2024-02-14 09:15:00,1,0.003089,long|post_c0022_negative_memory|c0018|same_1|opp_0,17650.7,17655.43,17647.26,17655.43,3.33,1,target,7.25,0.25,1.4
rw_001,126693,2024-02-14 12:55:00,2024-02-14 13:00:00,1,0.282582,long|post_c0022_negative_memory|c0022|same_3|opp_6,17710.7,17704.12,17704.12,17719.75,-7.98,2,stop,7.95,16.8,1.4
rw_001,126738,2024-02-14 16:40:00,2024-02-14 16:40:00,-1,0.106945,short|post_c0022_negative_memory|c0018|same_1|opp_0,17677.4,17685.81,17685.81,17665.83,-8.66,1,stop,9.4,24.75,0.25
rw_001,126762,2024-02-14 18:40:00,2024-02-14 18:40:00,1,0.517447,long|post_c0022_negative_memory|c0021|same_1|opp_4,17685.2,17669.23,17669.23,17707.16,-17.27,1,stop,7.65,37.45,1.3
rw_001,126772,2024-02-14 19:30:00,2024-02-14 20:00:00,1,0.304,long|post_c0022_negative_memory|c0018|same_3|opp_6,17687.45,17712.44,17669.28,17712.44,23.59,7,target,29.5,2.25,1.4
rw_001,126789,2024-02-14 20:55:00,2024-02-14 20:55:00,-1,0.984054,short|post_c0022_negative_memory|c0016|same_2|opp_4,17723.05,17697.44,17741.68,17697.44,24.21,1,target,30.05,0.5,1.4
rw_001,126892,2024-02-15 06:30:00,2024-02-15 06:40:00,1,1.333534,long|post_c0022_negative_memory|c0017|same_3|opp_5,17798.8,17795.15,17795.15,17803.82,-5.05,3,stop,1.5,3.75,1.4
rw_001,126899,2024-02-15 07:05:00,2024-02-15 07:10:00,-1,0.641631,short|post_c0022_negative_memory|c0017|same_5|opp_0,17802.5,17797.69,17806.0,17797.69,3.41,2,target,5.25,0.9,1.4
rw_001,126908,2024-02-15 07:50:00,2024-02-15 08:00:00,-1,0.534949,short|post_c0022_negative_memory|c0017|same_1|opp_0,17800.6,17796.44,17803.62,17796.44,2.76,3,target,5.85,2.6,1.4
rw_001,127039,2024-02-15 18:45:00,2024-02-15 18:50:00,-1,0.736372,short|post_c0022_negative_memory|c0021|same_3|opp_5,17765.6,17742.79,17782.19,17742.79,21.41,2,target,29.1,4.45,1.4
rw_001,127045,2024-02-15 19:15:00,2024-02-15 19:25:00,-1,1.007342,short|post_c0022_negative_memory|c0021|same_3|opp_5,17770.7,17788.34,17788.34,17746.44,-19.04,3,stop,3.15,24.85,1.4
rw_001,127051,2024-02-15 19:45:00,2024-02-15 19:45:00,1,1.323699,long|post_c0022_negative_memory|c0019|same_3|opp_6,17799.6,17781.94,17781.94,17823.88,-19.06,1,stop,5.6,18.6,1.4
rw_001,127057,2024-02-15 20:15:00,2024-02-15 20:15:00,-1,0.683373,short|post_c0022_negative_memory|c0021|same_3|opp_4,17810.45,17828.14,17828.14,17786.13,-19.09,1,stop,0.5,28.75,1.4
rw_001,127066,2024-02-15 21:00:00,2024-02-15 21:10:00,-1,0.604565,short|post_c0022_negative_memory|c0016|same_4|opp_4,17833.65,17810.92,17850.18,17810.92,21.33,3,target,29.9,13.2,1.4
rw_001,127164,2024-02-16 06:10:00,2024-02-16 06:10:00,-1,1.119859,short|post_c0022_negative_memory|c0017|same_3|opp_5,17875.55,17879.13,17879.13,17870.63,-4.98,1,stop,0.1,3.6,1.4
rw_001,127173,2024-02-16 06:55:00,2024-02-16 07:05:00,-1,0.910033,short|post_c0022_negative_memory|c0017|same_4|opp_4,17876.05,17879.53,17879.53,17871.26,-4.88,3,stop,3.95,4.1,1.4
rw_001,127277,2024-02-16 15:35:00,2024-02-16 15:35:00,-1,3.78883,short|post_c0022_negative_memory|c0018|same_1|opp_0,17853.95,17859.03,17859.03,17846.96,-5.08,1,stop,9.7,18.05,0.0
rw_001,127293,2024-02-16 16:55:00,2024-02-16 16:55:00,-1,1.663296,short|post_c0022_negative_memory|c0018|same_1|opp_0,17706.95,17717.24,17717.24,17692.8,-10.29,1,stop,21.7,10.4,0.0
rw_001,127312,2024-02-16 18:30:00,2024-02-16 18:55:00,1,0.644666,long|post_c0022_negative_memory|c0019|same_2|opp_4,17794.75,17821.18,17775.53,17821.18,25.03,6,target,29.45,18.2,1.4
rw_001,127318,2024-02-16 19:00:00,2024-02-16 19:10:00,1,0.566218,long|post_c0022_negative_memory|c0019|same_2|opp_5,17809.5,17789.0,17789.0,17837.69,-21.2,3,stop,9.45,24.3,0.7
rw_001,127327,2024-02-16 19:45:00,2024-02-16 20:00:00,1,1.699004,long|post_c0022_negative_memory|c0013|same_2|opp_6,17792.3,17771.92,17771.92,17820.32,-21.78,4,stop,11.05,36.65,1.4
rw_001,127338,2024-02-16 20:40:00,2024-02-16 20:50:00,-1,1.295588,short|post_c0022_negative_memory|c0013|same_3|opp_3,17777.95,17798.41,17798.41,17749.82,-21.86,3,stop,1.95,22.55,1.4
rw_001,127438,2024-02-19 06:05:00,2024-02-19 06:40:00,-1,1.626003,short|post_c0022_negative_memory|c0017|same_2|opp_3,17704.55,17709.7,17709.7,17697.47,-6.55,8,stop,2.2,9.2,1.4
rw_001,127449,2024-02-19 07:00:00,2024-02-19 07:25:00,-1,1.08088,short|post_c0022_negative_memory|c0022|same_3|opp_6,17714.4,17719.17,17719.17,17707.85,-6.17,6,stop,6.45,5.8,1.4
rw_001,127458,2024-02-19 07:45:00,2024-02-19 07:55:00,1,0.237019,long|post_c0022_negative_memory|c0017|same_1|opp_1,17722.45,17718.4,17718.4,17728.02,-5.45,3,stop,0.6,5.05,1.4
rw_001,127512,2024-02-19 12:15:00,2024-02-19 12:20:00,-1,0.200051,short|post_c0022_negative_memory|c0022|same_1|opp_2,17719.45,17711.13,17725.5,17711.13,6.92,2,target,10.15,1.1,1.4
rw_001,127557,2024-02-19 16:00:00,2024-02-19 16:15:00,-1,-0.049101,short|post_c0022_negative_memory|c0022|same_5|opp_3,17713.95,17719.09,17719.09,17706.88,-6.54,4,stop,4.95,8.2,1.4
rw_001,127563,2024-02-19 16:30:00,2024-02-19 16:30:00,-1,-0.223966,short|post_c0022_negative_memory|c0022|same_4|opp_5,17725.0,17730.12,17730.12,17717.96,-6.52,1,stop,4.25,12.0,1.4
rw_001,127592,2024-02-19 18:55:00,2024-02-19 18:55:00,1,0.20238,long|post_c0022_negative_memory|c0022|same_1|opp_3,17715.75,17722.87,17710.57,17722.87,5.72,1,target,7.25,0.1,1.4
rw_001,127599,2024-02-19 19:30:00,2024-02-19 19:40:00,-1,0.266086,short|post_c0022_negative_memory|c0022|same_4|opp_4,17721.75,17726.6,17726.6,17715.08,-6.25,3,stop,1.75,5.6,1.4
rw_001,127667,2024-02-20 06:10:00,2024-02-20 06:15:00,1,1.379669,long|post_c0022_negative_memory|c0017|same_3|opp_6,17621.55,17630.56,17615.0,17630.56,7.61,2,target,11.0,3.95,1.4
rw_001,127761,2024-02-20 14:00:00,2024-02-20 14:05:00,-1,0.780559,short|post_c0022_negative_memory|c0022|same_4|opp_4,17593.15,17604.12,17604.12,17578.06,-10.97,2,stop,7.1,13.0,0.0
rw_001,127799,2024-02-20 17:10:00,2024-02-20 17:10:00,-1,1.73912,short|post_c0022_negative_memory|c0014|same_1|opp_0,17471.65,17452.84,17485.33,17452.84,18.81,1,target,25.4,7.35,0.0
rw_001,127805,2024-02-20 17:40:00,2024-02-20 17:40:00,-1,1.937961,short|post_c0022_negative_memory|c0014|same_2|opp_0,17449.25,17465.1,17465.1,17427.46,-16.05,1,stop,1.05,19.05,0.2
rw_001,127814,2024-02-20 18:25:00,2024-02-20 18:30:00,-1,1.601628,short|post_c0022_negative_memory|c0014|same_4|opp_2,17509.4,17485.15,17527.03,17485.15,23.8,2,target,45.0,6.6,0.45
rw_001,127820,2024-02-20 18:55:00,2024-02-20 19:00:00,-1,2.24068,short|post_c0022_negative_memory|c0014|same_4|opp_4,17461.8,17435.9,17480.64,17435.9,24.55,2,target,37.25,1.55,1.35
rw_001,127826,2024-02-20 19:25:00,2024-02-20 19:30:00,-1,2.82635,short|post_c0022_negative_memory|c0014|same_5|opp_4,17400.8,17420.67,17420.67,17373.48,-20.37,2,stop,0.65,29.4,0.5
rw_001,127835,2024-02-20 20:10:00,2024-02-20 20:20:00,-1,1.522646,short|post_c0022_negative_memory|c0014|same_7|opp_1,17434.6,17455.86,17455.86,17405.37,-22.66,3,stop,16.5,35.25,1.4
rw_001,127942,2024-02-21 06:05:00,2024-02-21 06:50:00,-1,0.539367,short|post_c0022_negative_memory|c0017|same_5|opp_1,17500.4,17494.07,17505.0,17494.07,4.93,10,target,7.8,3.25,1.4
rw_001,127955,2024-02-21 07:10:00,2024-02-21 07:20:00,1,0.305685,long|post_c0022_negative_memory|c0017|same_3|opp_1,17494.95,17491.06,17491.06,17500.31,-5.29,3,stop,0.55,10.6,1.4
rw_001,127965,2024-02-21 08:00:00,2024-02-21 08:00:00,1,0.502456,long|post_c0022_negative_memory|c0017|same_2|opp_0,17499.95,17504.65,17496.53,17504.65,3.3,1,target,10.45,0.3,1.4
rw_001,128091,2024-02-21 18:30:00,2024-02-21 18:50:00,-1,0.731899,short|post_c0022_negative_memory|c0021|same_2|opp_6,17426.6,17442.67,17442.67,17404.5,-17.47,5,stop,16.5,17.9,1.4
rw_001,128097,2024-02-21 19:00:00,2024-02-21 19:00:00,-1,0.274416,short|post_c0022_negative_memory|c0021|same_5|opp_5,17442.05,17419.35,17458.56,17419.35,21.3,1,target,23.9,1.9,1.4
rw_001,128105,2024-02-21 19:40:00,2024-02-21 19:55:00,-1,0.575003,short|post_c0022_negative_memory|c0013|same_5|opp_5,17393.65,17410.9,17410.9,17369.94,-18.65,4,stop,22.4,24.9,1.4
rw_001,128113,2024-02-21 20:20:00,2024-02-21 20:25:00,1,0.95108,long|post_c0022_negative_memory|c0019|same_2|opp_5,17411.75,17393.19,17393.19,17437.27,-18.96,2,stop,1.25,23.75,0.4
rw_001,128120,2024-02-21 20:55:00,2024-02-21 21:00:00,1,0.971342,long|post_c0022_negative_memory|c0013|same_3|opp_3,17388.75,17371.49,17371.49,17412.49,-17.26,2,stop,33.05,29.6,0.0
rw_001,128221,2024-02-22 06:20:00,2024-02-22 06:40:00,-1,1.643549,short|post_c0022_negative_memory|c0017|same_3|opp_5,17727.0,17732.82,17732.82,17719.0,-7.22,5,stop,5.1,7.05,1.4
rw_001,128229,2024-02-22 07:00:00,2024-02-22 07:10:00,-1,1.727496,short|post_c0022_negative_memory|c0017|same_3|opp_4,17733.65,17727.17,17738.36,17727.17,5.08,3,target,6.65,0.0,1.4
rw_001,128310,2024-02-22 13:45:00,2024-02-22 14:00:00,1,0.960557,long|post_c0022_negative_memory|c0014|same_1|opp_0,17849.6,17840.98,17840.98,17861.45,-10.02,4,stop,4.15,13.9,1.4
rw_001,128336,2024-02-22 15:55:00,2024-02-22 15:55:00,1,0.97935,long|post_c0022_negative_memory|c0014|same_1|opp_0,17836.35,17828.69,17828.69,17846.88,-9.06,1,stop,2.05,9.6,1.4
rw_001,128370,2024-02-22 18:45:00,2024-02-22 18:45:00,1,0.852231,long|post_c0022_negative_memory|c0014|same_4|opp_4,17908.0,17890.97,17890.97,17931.41,-18.43,1,stop,3.4,28.2,1.4
rw_001,128379,2024-02-22 19:30:00,2024-02-22 19:55:00,1,1.314236,long|post_c0022_negative_memory|c0014|same_3|opp_4,17924.45,17949.87,17905.96,17949.87,24.02,6,target,29.7,16.95,1.4
rw_001,128385,2024-02-22 20:00:00,2024-02-22 20:40:00,1,1.642905,long|post_c0022_negative_memory|c0014|same_3|opp_5,17953.6,17979.19,17934.99,17979.19,24.19,9,target,26.8,15.4,1.4
