fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124133,2024-02-01 06:25:00,2024-02-01 06:45:00,1,0.145269,long|impulse_range_defined|pullback_shallow|strong_rejection_wick|close_commitment_strong|body_neutral|retention_strong|volume_confirmation_mixed|prior_direction_conflict|session_pressure_low|spread_high|early_session,17216.75,17211.48,17211.48,17224.0,-6.67,5,stop,4.8,6.15,1.4
rw_001,124147,2024-02-01 07:35:00,2024-02-01 07:50:00,-1,0.088798,short|impulse_range_defined|pullback_shallow|mid_rejection_wick|close_commitment_strong|body_neutral|retention_strong|volume_confirmation_with|prior_direction_aligned|session_pressure_low|spread_high|early_session,17202.75,17196.64,17207.2,17196.64,4.71,4,target,7.3,1.55,1.4
rw_001,124202,2024-02-01 12:10:00,2024-02-01 12:10:00,-1,0.100423,short|impulse_range_thin|pullback_shallow|mid_rejection_wick|close_commitment_strong|body_with|retention_mixed|volume_confirmation_mixed|prior_direction_aligned|session_pressure_mid|spread_high|europe_morning,17233.8,17242.63,17242.63,17221.66,-10.23,1,stop,0.85,11.15,1.4
rw_001,124211,2024-02-01 12:55:00,2024-02-01 13:05:00,1,0.212785,long|impulse_range_defined|pullback_shallow|mid_rejection_wick|close_commitment_strong|body_neutral|retention_strong|volume_confirmation_mixed|prior_direction_conflict|session_pressure_mid|spread_high|europe_morning,17249.1,17240.56,17240.56,17260.84,-9.94,3,stop,4.35,10.7,1.4
rw_001,124222,2024-02-01 13:50:00,2024-02-01 14:05:00,-1,0.130103,short|impulse_range_thin|pullback_shallow|thin_rejection_wick|close_commitment_mid|body_with|retention_strong|volume_confirmation_mixed|prior_direction_aligned|session_pressure_mid|spread_high|us_overlap,17228.95,17236.66,17236.66,17218.34,-9.11,4,stop,7.5,20.7,1.4
rw_001,124232,2024-02-01 14:40:00,2024-02-01 14:45:00,1,0.1221,long|impulse_range_defined|pullback_shallow|mid_rejection_wick|close_commitment_strong|body_with|retention_strong|volume_confirmation_mixed|prior_direction_conflict|session_pressure_mid|spread_high|us_overlap,17246.3,17256.23,17239.08,17256.23,8.53,2,target,12.8,0.0,1.4
rw_001,124277,2024-02-01 18:25:00,2024-02-01 18:30:00,-1,0.116513,short|impulse_range_defined|pullback_shallow|thin_rejection_wick|close_commitment_weak|body_neutral|retention_mixed|volume_confirmation_mixed|prior_direction_aligned|session_pressure_mid|spread_mid|late_session,17187.8,17204.22,17204.22,17165.22,-16.42,2,stop,15.35,19.3,0.0
rw_001,124287,2024-02-01 19:15:00,2024-02-01 19:20:00,1,0.135036,long|impulse_range_defined|pullback_shallow|thin_rejection_wick|close_commitment_weak|body_neutral|retention_strong|volume_confirmation_mixed|prior_direction_conflict|session_pressure_mid|spread_low|late_session,17275.6,17256.87,17256.87,17301.35,-20.13,2,stop,5.15,25.35,1.4
rw_001,124406,2024-02-02 06:10:00,2024-02-02 06:15:00,-1,0.09562,short|impulse_range_defined|pullback_shallow|thin_rejection_wick|close_commitment_weak|body_neutral|retention_strong|volume_confirmation_mixed|prior_direction_conflict|session_pressure_low|spread_high|early_session,17509.45,17513.76,17513.76,17503.52,-5.71,2,stop,1.55,5.7,1.4
rw_001,124423,2024-02-02 07:35:00,2024-02-02 08:00:00,1,0.103105,long|impulse_range_defined|pullback_shallow|thin_rejection_wick|close_commitment_weak|body_neutral|retention_mixed|volume_confirmation_mixed|prior_direction_aligned|session_pressure_low|spread_low|early_session,17515.6,17511.71,17511.71,17520.95,-5.29,6,stop,4.3,9.45,1.4
rw_001,124477,2024-02-02 12:05:00,2024-02-02 12:05:00,-1,0.127485,short|impulse_range_thin|pullback_shallow|thin_rejection_wick|close_commitment_strong|body_with|retention_strong|volume_confirmation_mixed|prior_direction_conflict|session_pressure_mid|spread_high|europe_morning,17504.5,17511.33,17511.33,17495.11,-8.23,1,stop,1.7,8.75,1.4
rw_001,124498,2024-02-02 13:50:00,2024-02-02 14:05:00,1,0.059744,long|impulse_range_thin|pullback_shallow|strong_rejection_wick|close_commitment_weak|body_neutral|retention_mixed|volume_confirmation_mixed|prior_direction_aligned|session_pressure_mid|spread_high|us_overlap,17517.15,17510.16,17510.16,17526.76,-8.39,4,stop,6.55,9.8,1.4
rw_001,124504,2024-02-02 14:20:00,2024-02-02 14:25:00,1,0.09242,long|impulse_range_thin|pullback_shallow|thin_rejection_wick|close_commitment_strong|body_with|retention_strong|volume_confirmation_mixed|prior_direction_aligned|session_pressure_mid|spread_high|us_overlap,17530.0,17539.42,17523.15,17539.42,8.02,2,target,16.3,4.8,1.4
rw_001,124556,2024-02-02 18:40:00,2024-02-02 19:15:00,1,0.142546,long|impulse_range_extended|pullback_shallow|thin_rejection_wick|close_commitment_strong|body_neutral|retention_strong|volume_confirmation_mixed|prior_direction_aligned|session_pressure_high|spread_low|late_session,17594.95,17625.08,17573.04,17625.08,28.73,8,target,30.3,6.2,1.4
rw_001,124564,2024-02-02 19:20:00,2024-02-02 19:30:00,1,0.204266,long|impulse_range_extended|pullback_shallow|thin_rejection_wick|close_commitment_strong|body_with|retention_strong|volume_confirmation_mixed|prior_direction_aligned|session_pressure_mid|spread_low|late_session,17625.0,17656.13,17602.36,17656.13,30.18,3,target,34.05,9.75,0.95
rw_001,124577,2024-02-02 20:25:00,2024-02-02 20:25:00,1,0.090515,long|impulse_range_thin|pullback_shallow|strong_rejection_wick|close_commitment_mid|body_neutral|retention_mixed|volume_confirmation_mixed|prior_direction_aligned|session_pressure_high|spread_low|late_session,17635.6,17613.09,17613.09,17666.54,-23.16,1,stop,1.8,42.15,0.65
