fold_id,signal_index,entry_time,exit_time,direction,score,state_key,entry_price,exit_price,stop_price,target_price,pnl_points,bars_held,exit_reason,mfe_points,mae_points,spread_points
rw_001,124188,2024-02-01 11:00:00,2024-02-01 11:00:00,1,0.064231,long|dwell_thin|touch_sparse|pullback_deep|rejection_flat|close_commitment_strong|extreme_volume_light|range_position_high|day_extension_underbuilt|prior_extension_conflict|session_pressure_mid|spread_high|europe_morning,17247.2,17239.72,17239.72,17257.49,-8.88,1,stop,4.0,16.9,1.4
rw_001,124212,2024-02-01 13:00:00,2024-02-01 13:05:00,1,0.149917,long|dwell_thin|touch_sparse|pullback_mid|rejection_flat|close_commitment_strong|extreme_volume_normal|range_position_high|day_extension_underbuilt|prior_extension_conflict|session_pressure_mid|spread_high|europe_morning,17248.45,17239.96,17239.96,17260.12,-9.89,2,stop,5.0,10.05,1.4
rw_001,124262,2024-02-01 17:10:00,2024-02-01 17:10:00,1,0.070492,long|dwell_thin|touch_sparse|pullback_deep|rejection_decaying|close_commitment_strong|extreme_volume_light|range_position_high|day_extension_underbuilt|prior_extension_conflict|session_pressure_mid|spread_low|late_session,17248.7,17236.49,17236.49,17265.49,-12.34,1,stop,4.7,18.7,0.13
rw_001,124268,2024-02-01 17:40:00,2024-02-01 17:40:00,1,0.075423,long|dwell_thin|touch_sparse|pullback_deep|rejection_flat|close_commitment_strong|extreme_volume_normal|range_position_high|day_extension_underbuilt|prior_extension_conflict|session_pressure_mid|spread_low|late_session,17251.75,17237.55,17237.55,17271.28,-15.5,1,stop,1.25,21.25,1.3
rw_001,124278,2024-02-01 18:30:00,2024-02-01 18:30:00,-1,0.060422,short|dwell_thin|touch_sparse|pullback_deep|rejection_decaying|close_commitment_strong|extreme_volume_normal|range_position_high|day_extension_underbuilt|prior_extension_aligned|session_pressure_mid|spread_low|late_session,17176.5,17193.2,17193.2,17153.53,-17.2,1,stop,1.05,30.6,0.5
rw_001,124285,2024-02-01 19:05:00,2024-02-01 19:05:00,1,0.127948,long|dwell_thin|touch_sparse|pullback_deep|rejection_decaying|close_commitment_strong|extreme_volume_normal|range_position_high|day_extension_underbuilt|prior_extension_conflict|session_pressure_mid|spread_mid|late_session,17248.8,17273.5,17230.83,17273.5,23.3,1,target,33.15,0.0,1.4
rw_001,124294,2024-02-01 19:50:00,2024-02-01 19:55:00,1,0.136213,long|dwell_thin|touch_sparse|pullback_deep|rejection_flat|close_commitment_strong|extreme_volume_normal|range_position_high|day_extension_underbuilt|prior_extension_conflict|session_pressure_mid|spread_mid|late_session,17277.45,17302.68,17259.1,17302.68,23.83,2,target,31.0,10.45,1.4
rw_001,124303,2024-02-01 20:35:00,2024-02-01 20:35:00,1,0.094827,long|dwell_thin|touch_sparse|pullback_deep|rejection_flat|close_commitment_strong|extreme_volume_normal|range_position_high|day_extension_underbuilt|prior_extension_conflict|session_pressure_mid|spread_low|late_session,17285.85,17265.8,17265.8,17313.42,-20.15,1,stop,5.25,49.2,0.1
rw_001,124505,2024-02-02 14:25:00,2024-02-02 14:25:00,1,-0.10503,long|dwell_thin|touch_sparse|pullback_deep|rejection_decaying|close_commitment_strong|extreme_volume_heavy|range_position_high|day_extension_underbuilt|prior_extension_aligned|session_pressure_mid|spread_high|us_overlap,17534.7,17544.23,17527.77,17544.23,8.13,1,target,11.6,0.9,1.4
rw_001,124523,2024-02-02 15:55:00,2024-02-02 15:55:00,-1,-0.108557,short|dwell_thin|touch_sparse|pullback_deep|rejection_decaying|close_commitment_strong|extreme_volume_normal|range_position_high|day_extension_underbuilt|prior_extension_conflict|session_pressure_mid|spread_mid|us_overlap,17416.25,17403.26,17425.7,17403.26,11.59,1,target,28.95,3.65,1.4
rw_001,124529,2024-02-02 16:25:00,2024-02-02 16:25:00,-1,0.005462,short|dwell_thin|touch_sparse|pullback_deep|rejection_flat|close_commitment_strong|extreme_volume_normal|range_position_high|day_extension_underbuilt|prior_extension_conflict|session_pressure_mid|spread_mid|us_overlap,17392.5,17403.46,17403.46,17377.43,-10.96,1,stop,0.0,20.5,0.0
rw_001,124545,2024-02-02 17:45:00,2024-02-02 18:00:00,1,-0.06964,long|dwell_thin|touch_sparse|pullback_deep|rejection_flat|close_commitment_strong|extreme_volume_normal|range_position_high|day_extension_underbuilt|prior_extension_aligned|session_pressure_mid|spread_low|late_session,17556.7,17538.06,17538.06,17582.33,-18.79,4,stop,12.95,47.05,0.15
rw_001,124552,2024-02-02 18:20:00,2024-02-02 18:30:00,1,0.050459,long|dwell_thin|touch_sparse|pullback_deep|rejection_flat|close_commitment_strong|extreme_volume_normal|range_position_high|day_extension_underbuilt|prior_extension_aligned|session_pressure_mid|spread_low|late_session,17547.5,17576.6,17526.33,17576.6,28.85,3,target,41.5,12.5,0.25
rw_001,124563,2024-02-02 19:15:00,2024-02-02 19:25:00,1,0.259967,long|dwell_thin|touch_sparse|pullback_mid|rejection_rising|close_commitment_strong|extreme_volume_normal|range_position_high|day_extension_underbuilt|prior_extension_aligned|session_pressure_mid|spread_low|late_session,17601.75,17632.58,17579.33,17632.58,30.28,3,target,52.4,5.35,0.55
rw_001,124575,2024-02-02 20:15:00,2024-02-02 20:25:00,1,0.176621,long|dwell_thin|touch_sparse|pullback_deep|rejection_decaying|close_commitment_strong|extreme_volume_normal|range_position_high|day_extension_mature|prior_extension_aligned|session_pressure_mid|spread_low|late_session,17630.6,17608.27,17608.27,17661.31,-22.48,3,stop,11.7,37.15,0.15
rw_001,124584,2024-02-02 21:00:00,2024-02-02 21:10:00,1,0.1191,long|dwell_thin|touch_sparse|pullback_deep|rejection_flat|close_commitment_strong|extreme_volume_light|range_position_high|day_extension_mature|prior_extension_aligned|session_pressure_mid|spread_low|late_session,17632.05,17661.33,17610.75,17661.33,27.93,3,target,33.85,1.7,1.35
rw_001,124766,2024-02-05 13:15:00,2024-02-05 13:40:00,1,0.00384,long|dwell_thin|touch_sparse|pullback_deep|rejection_flat|close_commitment_strong|extreme_volume_normal|range_position_high|day_extension_underbuilt|prior_extension_aligned|session_pressure_mid|spread_high|us_overlap,17622.95,17616.04,17616.04,17632.45,-8.31,6,stop,4.95,7.2,1.4
rw_001,124779,2024-02-05 14:20:00,2024-02-05 14:25:00,1,-0.025926,long|dwell_thin|touch_sparse|pullback_deep|rejection_decaying|close_commitment_strong|extreme_volume_normal|range_position_high|day_extension_underbuilt|prior_extension_aligned|session_pressure_mid|spread_high|us_overlap,17632.05,17625.08,17625.08,17641.64,-8.37,2,stop,8.5,9.45,1.4
