fold_id,signal_time,entry_time,exit_time,direction,score,entry_price,exit_price,stop_price,target_price,bars_held,exit_reason
rw_001,2024.02.01 07:15:00,2024.02.01 07:20:00,2024.02.01 07:30:00,short,0.911907,17208.35,17201.82,17213.1,17201.82,3,target
rw_001,2024.02.01 07:45:00,2024.02.01 07:50:00,2024.02.01 07:55:00,short,0.854389,17201.1,17195.05,17205.5,17195.05,2,target
rw_001,2024.02.01 12:05:00,2024.02.01 12:10:00,2024.02.01 12:10:00,short,0.821327,17233.8,17242.63,17242.63,17221.66,1,stop
rw_001,2024.02.01 13:05:00,2024.02.01 13:10:00,2024.02.01 13:50:00,short,0.819572,17238.1,17226.68,17246.4,17226.68,9,target
rw_001,2024.02.01 14:25:00,2024.02.01 14:30:00,2024.02.01 14:40:00,short,0.883681,17240.9,17248.27,17248.27,17230.77,3,stop
rw_001,2024.02.01 18:55:00,2024.02.01 19:00:00,2024.02.01 19:00:00,short,0.84239,17220.3,17238.28,17238.28,17195.58,1,stop
rw_001,2024.02.01 19:40:00,2024.02.01 19:45:00,2024.02.01 19:45:00,long,0.884459,17241.45,17266.81,17223.01,17266.81,1,target
rw_001,2024.02.02 12:20:00,2024.02.02 12:25:00,2024.02.02 12:25:00,long,0.681464,17513.2,17522.69,17506.3,17522.69,1,target
rw_001,2024.02.02 12:50:00,2024.02.02 12:55:00,2024.02.02 12:55:00,long,0.833994,17519.8,17512.77,17512.77,17529.47,1,stop
rw_001,2024.02.02 13:35:00,2024.02.02 13:40:00,2024.02.02 14:05:00,long,0.908693,17516.95,17509.93,17509.93,17526.6,6,stop
rw_001,2024.02.02 14:05:00,2024.02.02 14:10:00,2024.02.02 14:15:00,long,0.646969,17512.6,17521.93,17505.81,17521.93,2,target
rw_001,2024.02.02 14:35:00,2024.02.02 14:40:00,2024.02.02 14:50:00,long,0.767361,17538.0,17531.17,17531.17,17547.39,3,stop
rw_001,2024.02.02 18:40:00,2024.02.02 18:45:00,2024.02.02 19:25:00,long,0.75778,17599.65,17629.99,17577.58,17629.99,9,target
rw_001,2024.02.02 20:55:00,2024.02.02 21:00:00,2024.02.02 21:00:00,short,0.076785,17632.05,17653.35,17653.35,17602.77,1,stop
rw_001,2024.02.05 13:30:00,2024.02.05 13:35:00,2024.02.05 13:45:00,long,0.726483,17620.4,17613.32,17613.32,17630.13,3,stop
rw_001,2024.02.05 14:45:00,2024.02.05 14:50:00,2024.02.05 14:50:00,short,0.649164,17629.05,17636.07,17636.07,17619.4,1,stop
rw_001,2024.02.05 15:15:00,2024.02.05 15:20:00,2024.02.05 15:20:00,long,0.966432,17633.45,17626.64,17626.64,17642.81,1,stop
rw_001,2024.02.05 15:45:00,2024.02.05 15:50:00,2024.02.05 15:55:00,long,0.751371,17612.95,17605.95,17605.95,17622.57,2,stop
rw_001,2024.02.05 16:20:00,2024.02.05 16:25:00,2024.02.05 16:25:00,long,1.15454,17619.9,17629.6,17612.85,17629.6,1,target
rw_001,2024.02.05 19:15:00,2024.02.05 19:20:00,2024.02.05 19:30:00,short,0.713022,17584.3,17600.07,17600.07,17562.62,3,stop
rw_001,2024.02.05 19:55:00,2024.02.05 20:00:00,2024.02.05 20:10:00,long,0.921336,17600.35,17622.83,17584.0,17622.83,3,target
rw_001,2024.02.05 20:50:00,2024.02.05 20:55:00,2024.02.05 21:05:00,short,0.837196,17592.9,17608.66,17608.66,17571.23,3,stop
rw_001,2024.02.06 13:10:00,2024.02.06 13:15:00,2024.02.06 13:30:00,short,0.755856,17637.45,17628.83,17643.72,17628.83,4,target
rw_001,2024.02.06 14:55:00,2024.02.06 15:00:00,2024.02.06 15:00:00,short,0.718601,17611.95,17619.67,17619.67,17601.34,1,stop
rw_001,2024.02.06 15:55:00,2024.02.06 16:00:00,2024.02.06 16:00:00,short,0.824442,17644.2,17651.75,17651.75,17633.82,1,stop
rw_001,2024.02.06 16:25:00,2024.02.06 16:30:00,2024.02.06 16:30:00,long,0.87721,17647.25,17639.62,17639.62,17657.75,1,stop
rw_001,2024.02.06 18:35:00,2024.02.06 18:40:00,2024.02.06 18:45:00,short,0.727016,17550.15,17529.91,17564.87,17529.91,2,target
rw_001,2024.02.06 19:40:00,2024.02.06 19:45:00,2024.02.06 19:45:00,long,0.832712,17520.1,17502.38,17502.38,17544.46,1,stop
rw_001,2024.02.06 20:10:00,2024.02.06 20:15:00,2024.02.06 20:35:00,long,0.325472,17503.25,17528.76,17484.69,17528.76,5,target
rw_001,2024.02.06 20:50:00,2024.02.06 20:55:00,2024.02.06 21:05:00,long,0.838638,17525.7,17507.86,17507.86,17550.23,3,stop
rw_001,2024.02.07 06:40:00,2024.02.07 06:45:00,2024.02.07 06:55:00,long,0.845232,17577.3,17572.56,17572.56,17583.82,3,stop
rw_001,2024.02.07 11:00:00,2024.02.07 11:05:00,2024.02.07 11:10:00,short,0.626215,17564.75,17569.63,17569.63,17558.04,2,stop
rw_001,2024.02.07 12:25:00,2024.02.07 12:30:00,2024.02.07 12:30:00,long,0.757264,17591.15,17585.48,17585.48,17598.95,1,stop
